"CODE_MUNI";"STATE";"REGION";"region"
2202703;"PI";22;"nao metropolitana"
3139201;"MG";31;"nao metropolitana"
3162708;"MG";31;"nao metropolitana"
2923605;"BA";29;"nao metropolitana"
4302204;"RS";43;"nao metropolitana"
2205805;"PI";22;"nao metropolitana"
3142908;"MG";31;"nao metropolitana"
3528601;"SP";35;"nao metropolitana"
5212808;"GO";52;"nao metropolitana"
2112605;"MA";21;"nao metropolitana"
3162807;"MG";31;"nao metropolitana"
2514503;"PB";25;"nao metropolitana"
4123709;"PR";41;"nao metropolitana"
2513406;"PB";25;"nao metropolitana"
2110104;"MA";21;"nao metropolitana"
2511301;"PB";25;"nao metropolitana"
2706406;"AL";27;"nao metropolitana"
2511400;"PB";25;"nao metropolitana"
2102903;"MA";21;"nao metropolitana"
2516300;"PB";25;"nao metropolitana"
4119004;"PR";41;"nao metropolitana"
3146305;"MG";31;"nao metropolitana"
4315909;"RS";43;"nao metropolitana"
2108009;"MA";21;"nao metropolitana"
2106326;"MA";21;"nao metropolitana"
2516904;"PB";25;"nao metropolitana"
2504405;"PB";25;"nao metropolitana"
2202604;"PI";22;"nao metropolitana"
2108108;"MA";21;"nao metropolitana"
2932804;"BA";29;"nao metropolitana"
2106706;"MA";21;"nao metropolitana"
2412609;"RN";24;"nao metropolitana"
2205201;"PI";22;"nao metropolitana"
3170909;"MG";31;"nao metropolitana"
4214508;"SC";42;"nao metropolitana"
4201000;"SC";42;"nao metropolitana"
2931053;"BA";29;"nao metropolitana"
2105005;"MA";21;"nao metropolitana"
3171808;"MG";31;"nao metropolitana"
2104008;"MA";21;"nao metropolitana"
5219704;"GO";52;"nao metropolitana"
2210805;"PI";22;"nao metropolitana"
3142700;"MG";31;"nao metropolitana"
3158201;"MG";31;"nao metropolitana"
1714203;"TO";17;"nao metropolitana"
2400802;"RN";24;"nao metropolitana"
3141009;"MG";31;"nao metropolitana"
2210706;"PI";22;"nao metropolitana"
2515500;"PB";25;"nao metropolitana"
2502805;"PB";25;"nao metropolitana"
1715754;"TO";17;"nao metropolitana"
2406700;"RN";24;"nao metropolitana"
2409308;"RN";24;"nao metropolitana"
3131802;"MG";31;"nao metropolitana"
3101201;"MG";31;"nao metropolitana"
2901304;"BA";29;"nao metropolitana"
3116803;"MG";31;"nao metropolitana"
2203206;"PI";22;"nao metropolitana"
3122702;"MG";31;"nao metropolitana"
2914109;"BA";29;"nao metropolitana"
2927903;"BA";29;"nao metropolitana"
2400901;"RN";24;"nao metropolitana"
3524709;"SP";35;"nao metropolitana"
3517406;"SP";35;"nao metropolitana"
3541604;"SP";35;"nao metropolitana"
3131901;"MG";31;"nao metropolitana"
5220405;"GO";52;"nao metropolitana"
1502152;"PA";15;"nao metropolitana"
5005400;"MS";50;"nao metropolitana"
5206206;"GO";52;"nao metropolitana"
3512407;"SP";35;"nao metropolitana"
3544251;"SP";35;"nao metropolitana"
3140001;"MG";31;"nao metropolitana"
3502754;"SP";35;"nao metropolitana"
2908507;"BA";29;"nao metropolitana"
3202801;"ES";32;"nao metropolitana"
3304003;"RJ";33;"nao metropolitana"
5007802;"MS";50;"nao metropolitana"
3204302;"ES";32;"nao metropolitana"
3161908;"MG";31;"nao metropolitana"
3503802;"SP";35;"metropolitana"
4119301;"PR";41;"nao metropolitana"
2404507;"RN";24;"nao metropolitana"
1505304;"PA";15;"nao metropolitana"
4114401;"PR";41;"nao metropolitana"
3505302;"SP";35;"metropolitana"
3519709;"SP";35;"nao metropolitana"
3520103;"SP";35;"metropolitana"
4103453;"PR";41;"nao metropolitana"
5007901;"MS";50;"nao metropolitana"
5003256;"MS";50;"nao metropolitana"
4104600;"PR";41;"nao metropolitana"
3506359;"SP";35;"nao metropolitana"
2928901;"BA";29;"nao metropolitana"
3169356;"MG";31;"nao metropolitana"
5006002;"MS";50;"nao metropolitana"
3518305;"SP";35;"nao metropolitana"
4115705;"PR";41;"metropolitana"
1507300;"PA";15;"nao metropolitana"
5200308;"GO";52;"nao metropolitana"
3513702;"SP";35;"nao metropolitana"
3156908;"MG";31;"nao metropolitana"
4114203;"PR";41;"nao metropolitana"
1508126;"PA";15;"nao metropolitana"
4117701;"PR";41;"nao metropolitana"
5102686;"MT";51;"nao metropolitana"
5106240;"MT";51;"nao metropolitana"
2801207;"SE";28;"nao metropolitana"
3556305;"SP";35;"metropolitana"
3518602;"SP";35;"metropolitana"
2904902;"BA";29;"metropolitana"
3303807;"RJ";33;"nao metropolitana"
5002407;"MS";50;"nao metropolitana"
3531902;"SP";35;"nao metropolitana"
3518206;"SP";35;"nao metropolitana"
3540002;"SP";35;"metropolitana"
4117305;"PR";41;"nao metropolitana"
3301504;"RJ";33;"metropolitana"
2607653;"PE";26;"metropolitana"
5107065;"MT";51;"nao metropolitana"
3553401;"SP";35;"nao metropolitana"
3303856;"RJ";33;"metropolitana"
3520301;"SP";35;"metropolitana"
5210109;"GO";52;"nao metropolitana"
3542206;"SP";35;"nao metropolitana"
5104609;"MT";51;"nao metropolitana"
4322202;"RS";43;"nao metropolitana"
1502103;"PA";15;"nao metropolitana"
3512001;"SP";35;"nao metropolitana"
1301209;"AM";13;"nao metropolitana"
3553955;"SP";35;"nao metropolitana"
3537107;"SP";35;"nao metropolitana"
2909307;"BA";29;"nao metropolitana"
5000203;"MS";50;"nao metropolitana"
3203320;"ES";32;"nao metropolitana"
3127008;"MG";31;"nao metropolitana"
4317608;"RS";43;"nao metropolitana"
3529708;"SP";35;"nao metropolitana"
3554300;"SP";35;"nao metropolitana"
5205471;"GO";52;"nao metropolitana"
4311205;"RS";43;"nao metropolitana"
5210406;"GO";52;"nao metropolitana"
3509254;"SP";35;"nao metropolitana"
3506805;"SP";35;"nao metropolitana"
3300803;"RJ";33;"nao metropolitana"
4101606;"PR";41;"nao metropolitana"
5100607;"MT";51;"nao metropolitana"
5219308;"GO";52;"nao metropolitana"
3540200;"SP";35;"nao metropolitana"
5004700;"MS";50;"nao metropolitana"
3204559;"ES";32;"nao metropolitana"
4125704;"PR";41;"nao metropolitana"
3527603;"SP";35;"nao metropolitana"
3141108;"MG";31;"metropolitana"
1508357;"PA";15;"nao metropolitana"
2412203;"RN";24;"metropolitana"
4203907;"SC";42;"metropolitana"
3304151;"RJ";33;"nao metropolitana"
2911105;"BA";29;"nao metropolitana"
3306206;"RJ";33;"nao metropolitana"
5204250;"GO";52;"nao metropolitana"
2613008;"PE";26;"nao metropolitana"
3304755;"RJ";33;"nao metropolitana"
4300901;"RS";43;"nao metropolitana"
3526001;"SP";35;"nao metropolitana"
3152808;"MG";31;"nao metropolitana"
3119302;"MG";31;"nao metropolitana"
1503903;"PA";15;"nao metropolitana"
3160702;"MG";31;"nao metropolitana"
3510005;"SP";35;"nao metropolitana"
5007109;"MS";50;"nao metropolitana"
5001003;"MS";50;"nao metropolitana"
3129509;"MG";31;"nao metropolitana"
3556404;"SP";35;"nao metropolitana"
3201407;"ES";32;"nao metropolitana"
4127502;"PR";41;"nao metropolitana"
3548005;"SP";35;"nao metropolitana"
4315701;"RS";43;"nao metropolitana"
1507953;"PA";15;"nao metropolitana"
2303501;"CE";23;"nao metropolitana"
1504703;"PA";15;"nao metropolitana"
3530201;"SP";35;"nao metropolitana"
2500601;"PB";25;"nao metropolitana"
4123501;"PR";41;"nao metropolitana"
3510807;"SP";35;"nao metropolitana"
4213104;"SC";42;"metropolitana"
3145000;"MG";31;"nao metropolitana"
3502200;"SP";35;"nao metropolitana"
3537008;"SP";35;"nao metropolitana"
5215702;"GO";52;"nao metropolitana"
5213004;"GO";52;"metropolitana"
1505064;"PA";15;"nao metropolitana"
3505807;"SP";35;"nao metropolitana"
5101902;"MT";51;"nao metropolitana"
5216403;"GO";52;"nao metropolitana"
5203302;"GO";52;"nao metropolitana"
3550407;"SP";35;"metropolitana"
5204300;"GO";52;"nao metropolitana"
4126272;"PR";41;"nao metropolitana"
2925204;"BA";29;"nao metropolitana"
3117504;"MG";31;"nao metropolitana"
1500206;"PA";15;"nao metropolitana"
2402600;"RN";24;"nao metropolitana"
2708105;"AL";27;"nao metropolitana"
5108006;"MT";51;"nao metropolitana"
3117306;"MG";31;"nao metropolitana"
3521804;"SP";35;"nao metropolitana"
2929305;"BA";29;"nao metropolitana"
5203500;"GO";52;"nao metropolitana"
3500303;"SP";35;"nao metropolitana"
3151602;"MG";31;"metropolitana"
1506708;"PA";15;"nao metropolitana"
4217501;"SC";42;"nao metropolitana"
5106307;"MT";51;"nao metropolitana"
2308708;"CE";23;"nao metropolitana"
2803203;"SE";28;"nao metropolitana"
4216305;"SC";42;"nao metropolitana"
4109609;"PR";41;"nao metropolitana"
3552106;"SP";35;"nao metropolitana"
3147402;"MG";31;"metropolitana"
5217104;"GO";52;"nao metropolitana"
4319604;"RS";43;"nao metropolitana"
3540903;"SP";35;"nao metropolitana"
5106372;"MT";51;"nao metropolitana"
2928802;"BA";29;"nao metropolitana"
4300802;"RS";43;"metropolitana"
4211751;"SC";42;"metropolitana"
2933208;"BA";29;"metropolitana"
3304805;"RJ";33;"nao metropolitana"
4111902;"PR";41;"nao metropolitana"
3547601;"SP";35;"nao metropolitana"
5213756;"GO";52;"nao metropolitana"
4309001;"RS";43;"nao metropolitana"
4110102;"PR";41;"nao metropolitana"
3133006;"MG";31;"nao metropolitana"
3529609;"SP";35;"nao metropolitana"
5207402;"GO";52;"nao metropolitana"
3200409;"ES";32;"nao metropolitana"
1713205;"TO";17;"metropolitana"
4313201;"RS";43;"nao metropolitana"
3514304;"SP";35;"nao metropolitana"
3114303;"MG";31;"nao metropolitana"
1505809;"PA";15;"nao metropolitana"
3157203;"MG";31;"nao metropolitana"
4119103;"PR";41;"nao metropolitana"
4321303;"RS";43;"nao metropolitana"
3159803;"MG";31;"nao metropolitana"
3201902;"ES";32;"nao metropolitana"
5101407;"MT";51;"nao metropolitana"
2704500;"AL";27;"metropolitana"
3511409;"SP";35;"nao metropolitana"
4101101;"PR";41;"nao metropolitana"
4119400;"PR";41;"nao metropolitana"
3514106;"SP";35;"nao metropolitana"
4208104;"SC";42;"nao metropolitana"
3300506;"RJ";33;"nao metropolitana"
4124400;"PR";41;"metropolitana"
3152006;"MG";31;"nao metropolitana"
1504802;"PA";15;"nao metropolitana"
3536604;"SP";35;"metropolitana"
3507902;"SP";35;"nao metropolitana"
2700409;"AL";27;"nao metropolitana"
4312906;"RS";43;"nao metropolitana"
3109303;"MG";31;"nao metropolitana"
3551603;"SP";35;"nao metropolitana"
4106605;"PR";41;"nao metropolitana"
1508308;"PA";15;"nao metropolitana"
4205803;"SC";42;"nao metropolitana"
3149804;"MG";31;"nao metropolitana"
1507607;"PA";15;"nao metropolitana"
1500404;"PA";15;"nao metropolitana"
1502806;"PA";15;"nao metropolitana"
4103602;"PR";41;"nao metropolitana"
5107305;"MT";51;"nao metropolitana"
1502939;"PA";15;"nao metropolitana"
4124806;"PR";41;"nao metropolitana"
5004502;"MS";50;"nao metropolitana"
3169604;"MG";31;"nao metropolitana"
3550209;"SP";35;"nao metropolitana"
1301308;"AM";13;"nao metropolitana"
3151404;"MG";31;"metropolitana"
2313500;"CE";23;"nao metropolitana"
3535804;"SP";35;"nao metropolitana"
4127403;"PR";41;"nao metropolitana"
3157708;"MG";31;"nao metropolitana"
2601904;"PE";26;"nao metropolitana"
1508001;"PA";15;"nao metropolitana"
4319000;"RS";43;"nao metropolitana"
3512209;"SP";35;"nao metropolitana"
1301852;"AM";13;"nao metropolitana"
2302206;"CE";23;"nao metropolitana"
5002209;"MS";50;"nao metropolitana"
5204409;"GO";52;"nao metropolitana"
4316709;"RS";43;"nao metropolitana"
3105400;"MG";31;"nao metropolitana"
3162005;"MG";31;"nao metropolitana"
4120002;"PR";41;"nao metropolitana"
3519105;"SP";35;"nao metropolitana"
1506500;"PA";15;"nao metropolitana"
4311007;"RS";43;"nao metropolitana"
5000856;"MS";50;"nao metropolitana"
3531407;"SP";35;"nao metropolitana"
4318200;"RS";43;"nao metropolitana"
3528007;"SP";35;"nao metropolitana"
4106506;"PR";41;"nao metropolitana"
5103007;"MT";51;"nao metropolitana"
3547502;"SP";35;"nao metropolitana"
4102109;"PR";41;"nao metropolitana"
3533007;"SP";35;"metropolitana"
5104526;"MT";51;"nao metropolitana"
5007935;"MS";50;"nao metropolitana"
5106232;"MT";51;"nao metropolitana"
4208450;"SC";42;"nao metropolitana"
3129707;"MG";31;"nao metropolitana"
5004601;"MS";50;"nao metropolitana"
5200134;"GO";52;"nao metropolitana"
3535309;"SP";35;"nao metropolitana"
1505106;"PA";15;"nao metropolitana"
3551900;"SP";35;"nao metropolitana"
3530102;"SP";35;"nao metropolitana"
4106308;"PR";41;"nao metropolitana"
4316303;"RS";43;"nao metropolitana"
5105606;"MT";51;"nao metropolitana"
3522901;"SP";35;"nao metropolitana"
3500501;"SP";35;"metropolitana"
4200101;"SC";42;"nao metropolitana"
4113908;"PR";41;"nao metropolitana"
3155504;"MG";31;"nao metropolitana"
3514908;"SP";35;"nao metropolitana"
3537909;"SP";35;"nao metropolitana"
3511003;"SP";35;"nao metropolitana"
3545506;"SP";35;"nao metropolitana"
1502772;"PA";15;"nao metropolitana"
5209952;"GO";52;"metropolitana"
4217006;"SC";42;"nao metropolitana"
3130705;"MG";31;"nao metropolitana"
5100409;"MT";51;"nao metropolitana"
2907202;"BA";29;"nao metropolitana"
5001243;"MS";50;"nao metropolitana"
1100452;"RO";11;"nao metropolitana"
2300200;"CE";23;"nao metropolitana"
2615409;"PE";26;"nao metropolitana"
3515202;"SP";35;"nao metropolitana"
3521705;"SP";35;"nao metropolitana"
2916302;"BA";29;"nao metropolitana"
3116605;"MG";31;"nao metropolitana"
3142809;"MG";31;"nao metropolitana"
4105300;"PR";41;"nao metropolitana"
4204558;"SC";42;"nao metropolitana"
3536406;"SP";35;"nao metropolitana"
3171006;"MG";31;"nao metropolitana"
3140704;"MG";31;"nao metropolitana"
2104800;"MA";21;"nao metropolitana"
4126504;"PR";41;"nao metropolitana"
4121703;"PR";41;"nao metropolitana"
1504455;"PA";15;"nao metropolitana"
3535002;"SP";35;"nao metropolitana"
4306908;"RS";43;"nao metropolitana"
3162948;"MG";31;"nao metropolitana"
3113206;"MG";31;"nao metropolitana"
2614204;"PE";26;"nao metropolitana"
3529203;"SP";35;"nao metropolitana"
3521903;"SP";35;"nao metropolitana"
1505031;"PA";15;"nao metropolitana"
2110005;"MA";21;"nao metropolitana"
3508603;"SP";35;"nao metropolitana"
3204708;"ES";32;"nao metropolitana"
3123601;"MG";31;"nao metropolitana"
2515302;"PB";25;"nao metropolitana"
5103304;"MT";51;"nao metropolitana"
3302809;"RJ";33;"metropolitana"
2105401;"MA";21;"nao metropolitana"
4218509;"SC";42;"nao metropolitana"
3509403;"SP";35;"nao metropolitana"
1303536;"AM";13;"nao metropolitana"
1100098;"RO";11;"nao metropolitana"
4316006;"RS";43;"nao metropolitana"
2407203;"RN";24;"nao metropolitana"
3205069;"ES";32;"nao metropolitana"
3111101;"MG";31;"nao metropolitana"
2414407;"RN";24;"nao metropolitana"
1505437;"PA";15;"nao metropolitana"
4210001;"SC";42;"nao metropolitana"
1501782;"PA";15;"nao metropolitana"
5105903;"MT";51;"nao metropolitana"
5107008;"MT";51;"nao metropolitana"
3517604;"SP";35;"nao metropolitana"
4114005;"PR";41;"nao metropolitana"
3516903;"SP";35;"nao metropolitana"
3110509;"MG";31;"nao metropolitana"
5107768;"MT";51;"nao metropolitana"
5108501;"MT";51;"nao metropolitana"
4101200;"PR";41;"nao metropolitana"
4112801;"PR";41;"nao metropolitana"
4302352;"RS";43;"nao metropolitana"
3135050;"MG";31;"nao metropolitana"
1505486;"PA";15;"nao metropolitana"
4116703;"PR";41;"nao metropolitana"
1506187;"PA";15;"nao metropolitana"
4211009;"SC";42;"nao metropolitana"
2907509;"BA";29;"nao metropolitana"
3528809;"SP";35;"nao metropolitana"
1100320;"RO";11;"nao metropolitana"
5220207;"GO";52;"nao metropolitana"
5107800;"MT";51;"nao metropolitana"
4204707;"SC";42;"nao metropolitana"
4312617;"RS";43;"nao metropolitana"
1503705;"PA";15;"nao metropolitana"
5106505;"MT";51;"nao metropolitana"
4210605;"SC";42;"nao metropolitana"
4211504;"SC";42;"nao metropolitana"
3540804;"SP";35;"nao metropolitana"
1716604;"TO";17;"nao metropolitana"
1400472;"RR";14;"nao metropolitana"
2401453;"RN";24;"nao metropolitana"
3536208;"SP";35;"nao metropolitana"
1508159;"PA";15;"nao metropolitana"
4110409;"PR";41;"nao metropolitana"
3147204;"MG";31;"nao metropolitana"
2902906;"BA";29;"nao metropolitana"
3134905;"MG";31;"nao metropolitana"
2704203;"AL";27;"nao metropolitana"
4301305;"RS";43;"nao metropolitana"
2401107;"RN";24;"nao metropolitana"
1301704;"AM";13;"nao metropolitana"
4107256;"PR";41;"nao metropolitana"
3531506;"SP";35;"nao metropolitana"
4213708;"SC";42;"nao metropolitana"
2102325;"MA";21;"nao metropolitana"
1501907;"PA";15;"nao metropolitana"
2910602;"BA";29;"nao metropolitana"
2112001;"MA";21;"nao metropolitana"
3553302;"SP";35;"nao metropolitana"
3203056;"ES";32;"nao metropolitana"
3160405;"MG";31;"nao metropolitana"
1503804;"PA";15;"nao metropolitana"
1505205;"PA";15;"nao metropolitana"
4118105;"PR";41;"metropolitana"
4104428;"PR";41;"nao metropolitana"
3133758;"MG";31;"nao metropolitana"
3200201;"ES";32;"nao metropolitana"
5002308;"MS";50;"nao metropolitana"
3205010;"ES";32;"nao metropolitana"
5006275;"MS";50;"nao metropolitana"
3111606;"MG";31;"nao metropolitana"
2807105;"SE";28;"nao metropolitana"
3505609;"SP";35;"nao metropolitana"
4121802;"PR";41;"nao metropolitana"
1503457;"PA";15;"nao metropolitana"
4122008;"PR";41;"nao metropolitana"
4111209;"PR";41;"nao metropolitana"
4319158;"RS";43;"nao metropolitana"
1100015;"RO";11;"nao metropolitana"
1302702;"AM";13;"nao metropolitana"
2602100;"PE";26;"nao metropolitana"
3303005;"RJ";33;"nao metropolitana"
1200500;"AC";12;"nao metropolitana"
3144607;"MG";31;"nao metropolitana"
2926202;"BA";29;"nao metropolitana"
2923001;"BA";29;"nao metropolitana"
2106755;"MA";21;"nao metropolitana"
3533601;"SP";35;"nao metropolitana"
2925105;"BA";29;"nao metropolitana"
5106422;"MT";51;"nao metropolitana"
2910503;"BA";29;"nao metropolitana"
3301207;"RJ";33;"nao metropolitana"
4105706;"PR";41;"nao metropolitana"
5005608;"MS";50;"nao metropolitana"
5103254;"MT";51;"nao metropolitana"
3501004;"SP";35;"nao metropolitana"
5008008;"MS";50;"nao metropolitana"
3153400;"MG";31;"nao metropolitana"
5215306;"GO";52;"nao metropolitana"
2609501;"PE";26;"nao metropolitana"
5214002;"GO";52;"nao metropolitana"
3144102;"MG";31;"nao metropolitana"
1507979;"PA";15;"nao metropolitana"
4125100;"PR";41;"nao metropolitana"
4208807;"SC";42;"nao metropolitana"
3305158;"RJ";33;"nao metropolitana"
3546306;"SP";35;"nao metropolitana"
3118205;"MG";31;"nao metropolitana"
2905404;"BA";29;"nao metropolitana"
3541703;"SP";35;"nao metropolitana"
2306900;"CE";23;"nao metropolitana"
4300505;"RS";43;"nao metropolitana"
3203403;"ES";32;"nao metropolitana"
1711902;"TO";17;"nao metropolitana"
4102802;"PR";41;"nao metropolitana"
4126306;"PR";41;"nao metropolitana"
4126801;"PR";41;"nao metropolitana"
4305454;"RS";43;"metropolitana"
5205901;"GO";52;"nao metropolitana"
4101705;"PR";41;"nao metropolitana"
5217708;"GO";52;"nao metropolitana"
2408300;"RN";24;"nao metropolitana"
3550902;"SP";35;"nao metropolitana"
3524600;"SP";35;"nao metropolitana"
1303569;"AM";13;"nao metropolitana"
4322251;"RS";43;"nao metropolitana"
3114402;"MG";31;"nao metropolitana"
3538600;"SP";35;"nao metropolitana"
2913705;"BA";29;"nao metropolitana"
3526209;"SP";35;"nao metropolitana"
4315800;"RS";43;"nao metropolitana"
3555356;"SP";35;"nao metropolitana"
4305306;"RS";43;"nao metropolitana"
3508801;"SP";35;"nao metropolitana"
3515152;"SP";35;"nao metropolitana"
4318101;"RS";43;"nao metropolitana"
3143203;"MG";31;"nao metropolitana"
3538907;"SP";35;"metropolitana"
2612604;"PE";26;"nao metropolitana"
2701407;"AL";27;"nao metropolitana"
1302405;"AM";13;"nao metropolitana"
2306553;"CE";23;"nao metropolitana"
1500347;"PA";15;"nao metropolitana"
3204609;"ES";32;"nao metropolitana"
2204501;"PI";22;"nao metropolitana"
5220504;"GO";52;"nao metropolitana"
1200609;"AC";12;"nao metropolitana"
2400703;"RN";24;"nao metropolitana"
5007406;"MS";50;"nao metropolitana"
2708501;"AL";27;"nao metropolitana"
3139508;"MG";31;"nao metropolitana"
2931905;"BA";29;"nao metropolitana"
5105507;"MT";51;"nao metropolitana"
3534757;"SP";35;"nao metropolitana"
5103452;"MT";51;"nao metropolitana"
2300754;"CE";23;"nao metropolitana"
2706901;"AL";27;"nao metropolitana"
5216452;"GO";52;"nao metropolitana"
3201605;"ES";32;"nao metropolitana"
4302709;"RS";43;"nao metropolitana"
4315305;"RS";43;"nao metropolitana"
2401008;"RN";24;"nao metropolitana"
1100338;"RO";11;"nao metropolitana"
2925501;"BA";29;"nao metropolitana"
3529906;"SP";35;"nao metropolitana"
3204104;"ES";32;"nao metropolitana"
2310209;"CE";23;"nao metropolitana"
1506203;"PA";15;"nao metropolitana"
5218904;"GO";52;"nao metropolitana"
4313656;"RS";43;"nao metropolitana"
2611804;"PE";26;"nao metropolitana"
4314472;"RS";43;"nao metropolitana"
2109809;"MA";21;"metropolitana"
2310258;"CE";23;"nao metropolitana"
3101102;"MG";31;"nao metropolitana"
5005251;"MS";50;"nao metropolitana"
2803005;"SE";28;"nao metropolitana"
5201306;"GO";52;"nao metropolitana"
2606101;"PE";26;"nao metropolitana"
3543006;"SP";35;"nao metropolitana"
1506161;"PA";15;"nao metropolitana"
3166808;"MG";31;"nao metropolitana"
5108907;"MT";51;"nao metropolitana"
3204351;"ES";32;"nao metropolitana"
2930204;"BA";29;"nao metropolitana"
3517703;"SP";35;"nao metropolitana"
5106299;"MT";51;"nao metropolitana"
3519808;"SP";35;"nao metropolitana"
2603207;"PE";26;"metropolitana"
3143401;"MG";31;"nao metropolitana"
3523602;"SP";35;"nao metropolitana"
4311155;"RS";43;"nao metropolitana"
5003801;"MS";50;"nao metropolitana"
3305604;"RJ";33;"nao metropolitana"
2506004;"PB";25;"nao metropolitana"
4205308;"SC";42;"nao metropolitana"
4315503;"RS";43;"nao metropolitana"
3133105;"MG";31;"nao metropolitana"
4204004;"SC";42;"nao metropolitana"
2920601;"BA";29;"nao metropolitana"
2112803;"MA";21;"nao metropolitana"
3111408;"MG";31;"nao metropolitana"
3140902;"MG";31;"nao metropolitana"
4115408;"PR";41;"nao metropolitana"
5007554;"MS";50;"nao metropolitana"
3149903;"MG";31;"nao metropolitana"
2313609;"CE";23;"nao metropolitana"
5004304;"MS";50;"nao metropolitana"
4127205;"PR";41;"nao metropolitana"
2709152;"AL";27;"nao metropolitana"
4107504;"PR";41;"nao metropolitana"
3547700;"SP";35;"nao metropolitana"
3532009;"SP";35;"nao metropolitana"
4321006;"RS";43;"nao metropolitana"
1302900;"AM";13;"nao metropolitana"
4110508;"PR";41;"nao metropolitana"
5002605;"MS";50;"nao metropolitana"
2701100;"AL";27;"nao metropolitana"
4101903;"PR";41;"nao metropolitana"
2111607;"MA";21;"nao metropolitana"
2616308;"PE";26;"nao metropolitana"
5204805;"GO";52;"nao metropolitana"
2906907;"BA";29;"nao metropolitana"
4217907;"SC";42;"nao metropolitana"
5200555;"GO";52;"nao metropolitana"
2902104;"BA";29;"nao metropolitana"
2921906;"BA";29;"nao metropolitana"
1100254;"RO";11;"nao metropolitana"
4203303;"SC";42;"nao metropolitana"
3507407;"SP";35;"nao metropolitana"
3133402;"MG";31;"nao metropolitana"
4318507;"RS";43;"nao metropolitana"
4201257;"SC";42;"nao metropolitana"
2930774;"BA";29;"nao metropolitana"
4314464;"RS";43;"nao metropolitana"
3508009;"SP";35;"nao metropolitana"
3114204;"MG";31;"nao metropolitana"
1504000;"PA";15;"nao metropolitana"
4308102;"RS";43;"nao metropolitana"
2313807;"CE";23;"nao metropolitana"
3205036;"ES";32;"nao metropolitana"
3114501;"MG";31;"nao metropolitana"
2314102;"CE";23;"nao metropolitana"
3162906;"MG";31;"nao metropolitana"
3203346;"ES";32;"nao metropolitana"
4127965;"PR";41;"nao metropolitana"
5103056;"MT";51;"nao metropolitana"
5104203;"MT";51;"nao metropolitana"
2304707;"CE";23;"nao metropolitana"
4124509;"PR";41;"nao metropolitana"
1503093;"PA";15;"nao metropolitana"
3128303;"MG";31;"nao metropolitana"
5222005;"GO";52;"nao metropolitana"
3126703;"MG";31;"nao metropolitana"
2602803;"PE";26;"nao metropolitana"
5214838;"GO";52;"nao metropolitana"
2311603;"CE";23;"metropolitana"
5103700;"MT";51;"nao metropolitana"
5107792;"MT";51;"nao metropolitana"
2916500;"BA";29;"nao metropolitana"
3305703;"RJ";33;"nao metropolitana"
2307007;"CE";23;"nao metropolitana"
2603009;"PE";26;"nao metropolitana"
4122503;"PR";41;"nao metropolitana"
5107941;"MT";51;"nao metropolitana"
1708205;"TO";17;"nao metropolitana"
2408805;"RN";24;"nao metropolitana"
2302404;"CE";23;"nao metropolitana"
3520905;"SP";35;"nao metropolitana"
3551801;"SP";35;"nao metropolitana"
1503309;"PA";15;"nao metropolitana"
2310704;"CE";23;"nao metropolitana"
1508209;"PA";15;"nao metropolitana"
5106216;"MT";51;"nao metropolitana"
3511607;"SP";35;"nao metropolitana"
2605103;"PE";26;"nao metropolitana"
2602308;"PE";26;"nao metropolitana"
2704005;"AL";27;"nao metropolitana"
4115358;"PR";41;"nao metropolitana"
3548054;"SP";35;"metropolitana"
3155702;"MG";31;"nao metropolitana"
4110953;"PR";41;"nao metropolitana"
5106281;"MT";51;"nao metropolitana"
3139607;"MG";31;"nao metropolitana"
4215505;"SC";42;"nao metropolitana"
4312708;"RS";43;"nao metropolitana"
4110607;"PR";41;"nao metropolitana"
5103858;"MT";51;"nao metropolitana"
4214201;"SC";42;"nao metropolitana"
3515400;"SP";35;"nao metropolitana"
3113701;"MG";31;"nao metropolitana"
4114500;"PR";41;"nao metropolitana"
3544202;"SP";35;"metropolitana"
3130309;"MG";31;"nao metropolitana"
4118907;"PR";41;"nao metropolitana"
3521309;"SP";35;"nao metropolitana"
1600501;"AP";16;"nao metropolitana"
5106802;"MT";51;"nao metropolitana"
5217203;"GO";52;"nao metropolitana"
4127601;"PR";41;"nao metropolitana"
5107107;"MT";51;"nao metropolitana"
4122701;"PR";41;"nao metropolitana"
3519501;"SP";35;"nao metropolitana"
3200300;"ES";32;"nao metropolitana"
2902708;"BA";29;"nao metropolitana"
3204203;"ES";32;"nao metropolitana"
3111507;"MG";31;"nao metropolitana"
1600238;"AP";16;"nao metropolitana"
3556909;"SP";35;"nao metropolitana"
3101904;"MG";31;"nao metropolitana"
5217302;"GO";52;"nao metropolitana"
2201200;"PI";22;"nao metropolitana"
3115102;"MG";31;"nao metropolitana"
4305009;"RS";43;"nao metropolitana"
2200400;"PI";22;"nao metropolitana"
3526100;"SP";35;"nao metropolitana"
2917359;"BA";29;"nao metropolitana"
3124807;"MG";31;"nao metropolitana"
1200450;"AC";12;"nao metropolitana"
5222054;"GO";52;"nao metropolitana"
5002001;"MS";50;"nao metropolitana"
2412559;"RN";24;"nao metropolitana"
4314605;"RS";43;"nao metropolitana"
2101251;"MA";21;"nao metropolitana"
3202108;"ES";32;"nao metropolitana"
3203130;"ES";32;"nao metropolitana"
3144003;"MG";31;"nao metropolitana"
4305702;"RS";43;"nao metropolitana"
