"CODE_MUNI";"COD_UF";"ACR_UF";"HIERARCHY"
5103056;51;"MT";"nao metropolitana"
5104203;51;"MT";"nao metropolitana"
2304707;23;"CE";"nao metropolitana"
4124509;41;"PR";"nao metropolitana"
1503093;15;"PA";"nao metropolitana"
3128303;31;"MG";"nao metropolitana"
5222005;52;"GO";"nao metropolitana"
3126703;31;"MG";"nao metropolitana"
2602803;26;"PE";"nao metropolitana"
5214838;52;"GO";"nao metropolitana"
2311603;23;"CE";"metropolitana"
5103700;51;"MT";"nao metropolitana"
5107792;51;"MT";"nao metropolitana"
2916500;29;"BA";"nao metropolitana"
3305703;33;"RJ";"nao metropolitana"
2307007;23;"CE";"nao metropolitana"
2603009;26;"PE";"nao metropolitana"
4122503;41;"PR";"nao metropolitana"
5107941;51;"MT";"nao metropolitana"
1708205;17;"TO";"nao metropolitana"
2408805;24;"RN";"nao metropolitana"
2302404;23;"CE";"nao metropolitana"
3520905;35;"SP";"nao metropolitana"
3551801;35;"SP";"nao metropolitana"
1503309;15;"PA";"nao metropolitana"
2310704;23;"CE";"nao metropolitana"
1508209;15;"PA";"nao metropolitana"
5106216;51;"MT";"nao metropolitana"
3511607;35;"SP";"nao metropolitana"
2605103;26;"PE";"nao metropolitana"
2602308;26;"PE";"nao metropolitana"
2704005;27;"AL";"nao metropolitana"
4115358;41;"PR";"nao metropolitana"
3548054;35;"SP";"metropolitana"
3155702;31;"MG";"nao metropolitana"
4110953;41;"PR";"nao metropolitana"
5106281;51;"MT";"nao metropolitana"
3139607;31;"MG";"nao metropolitana"
4215505;42;"SC";"nao metropolitana"
4312708;43;"RS";"nao metropolitana"
4110607;41;"PR";"nao metropolitana"
5103858;51;"MT";"nao metropolitana"
4214201;42;"SC";"nao metropolitana"
3515400;35;"SP";"nao metropolitana"
3113701;31;"MG";"nao metropolitana"
4114500;41;"PR";"nao metropolitana"
3544202;35;"SP";"metropolitana"
3130309;31;"MG";"nao metropolitana"
4118907;41;"PR";"nao metropolitana"
3521309;35;"SP";"nao metropolitana"
1600501;16;"AP";"nao metropolitana"
5106802;51;"MT";"nao metropolitana"
5217203;52;"GO";"nao metropolitana"
4127601;41;"PR";"nao metropolitana"
5107107;51;"MT";"nao metropolitana"
4122701;41;"PR";"nao metropolitana"
3519501;35;"SP";"nao metropolitana"
3200300;32;"ES";"nao metropolitana"
2902708;29;"BA";"nao metropolitana"
3204203;32;"ES";"nao metropolitana"
3111507;31;"MG";"nao metropolitana"
1600238;16;"AP";"nao metropolitana"
3556909;35;"SP";"nao metropolitana"
3101904;31;"MG";"nao metropolitana"
5217302;52;"GO";"nao metropolitana"
2201200;22;"PI";"nao metropolitana"
3115102;31;"MG";"nao metropolitana"
4305009;43;"RS";"nao metropolitana"
2200400;22;"PI";"nao metropolitana"
3526100;35;"SP";"nao metropolitana"
2917359;29;"BA";"nao metropolitana"
3124807;31;"MG";"nao metropolitana"
1200450;12;"AC";"nao metropolitana"
5222054;52;"GO";"nao metropolitana"
5002001;50;"MS";"nao metropolitana"
2412559;24;"RN";"nao metropolitana"
4314605;43;"RS";"nao metropolitana"
2101251;21;"MA";"nao metropolitana"
3202108;32;"ES";"nao metropolitana"
3203130;32;"ES";"nao metropolitana"
3144003;31;"MG";"nao metropolitana"
4305702;43;"RS";"nao metropolitana"
4316501;43;"RS";"metropolitana"
1506195;15;"PA";"nao metropolitana"
1200302;12;"AC";"nao metropolitana"
4123006;41;"PR";"nao metropolitana"
4321105;43;"RS";"nao metropolitana"
2102804;21;"MA";"metropolitana"
3111002;31;"MG";"nao metropolitana"
2708808;27;"AL";"nao metropolitana"
2927705;29;"BA";"nao metropolitana"
5103601;51;"MT";"nao metropolitana"
3556107;35;"SP";"nao metropolitana"
5107248;51;"MT";"nao metropolitana"
2905800;29;"BA";"nao metropolitana"
3556008;35;"SP";"nao metropolitana"
3137502;31;"MG";"nao metropolitana"
4219176;42;"SC";"nao metropolitana"
1501204;15;"PA";"nao metropolitana"
3128600;31;"MG";"nao metropolitana"
2908309;29;"BA";"metropolitana"
3504404;35;"SP";"nao metropolitana"
2611309;26;"PE";"nao metropolitana"
1507904;15;"PA";"metropolitana"
3304409;33;"RJ";"nao metropolitana"
4100509;41;"PR";"nao metropolitana"
3300902;33;"RJ";"nao metropolitana"
1503200;15;"PA";"nao metropolitana"
4112959;41;"PR";"nao metropolitana"
3508207;35;"SP";"nao metropolitana"
2928000;29;"BA";"nao metropolitana"
2703205;27;"AL";"nao metropolitana"
2914406;29;"BA";"nao metropolitana"
4116059;41;"PR";"nao metropolitana"
2914653;29;"BA";"nao metropolitana"
3301157;33;"RJ";"nao metropolitana"
3302056;33;"RJ";"nao metropolitana"
3109709;31;"MG";"nao metropolitana"
4302303;43;"RS";"nao metropolitana"
2308401;23;"CE";"nao metropolitana"
3202454;32;"ES";"nao metropolitana"
4312500;43;"RS";"nao metropolitana"
3111804;31;"MG";"nao metropolitana"
4127304;41;"PR";"nao metropolitana"
4127007;41;"PR";"nao metropolitana"
4216107;42;"SC";"nao metropolitana"
2602605;26;"PE";"nao metropolitana"
3517901;35;"SP";"nao metropolitana"
2917300;29;"BA";"nao metropolitana"
4105607;41;"PR";"nao metropolitana"
4207908;42;"SC";"nao metropolitana"
4121505;41;"PR";"nao metropolitana"
5003751;50;"MS";"nao metropolitana"
2211100;22;"PI";"nao metropolitana"
4118006;41;"PR";"nao metropolitana"
2311504;23;"CE";"nao metropolitana"
5001508;50;"MS";"nao metropolitana"
3512308;35;"SP";"nao metropolitana"
4127957;41;"PR";"nao metropolitana"
1400209;14;"RR";"nao metropolitana"
3110905;31;"MG";"nao metropolitana"
1502954;15;"PA";"nao metropolitana"
2613107;26;"PE";"nao metropolitana"
3130200;31;"MG";"nao metropolitana"
4123907;41;"PR";"nao metropolitana"
2932200;29;"BA";"metropolitana"
3544905;35;"SP";"nao metropolitana"
2600708;26;"PE";"nao metropolitana"
2314003;23;"CE";"nao metropolitana"
3124005;31;"MG";"nao metropolitana"
2933505;29;"BA";"nao metropolitana"
2404200;24;"RN";"nao metropolitana"
3137700;31;"MG";"nao metropolitana"
4320206;43;"RS";"nao metropolitana"
4112751;41;"PR";"nao metropolitana"
1101492;11;"RO";"nao metropolitana"
4209607;42;"SC";"nao metropolitana"
1507201;15;"PA";"nao metropolitana"
4200408;42;"SC";"nao metropolitana"
3304102;33;"RJ";"nao metropolitana"
4306007;43;"RS";"nao metropolitana"
2602209;26;"PE";"nao metropolitana"
1500305;15;"PA";"nao metropolitana"
5206909;52;"GO";"nao metropolitana"
2108504;21;"MA";"nao metropolitana"
3147600;31;"MG";"nao metropolitana"
1600535;16;"AP";"nao metropolitana"
1100940;11;"RO";"nao metropolitana"
1503044;15;"PA";"nao metropolitana"
4107108;41;"PR";"nao metropolitana"
4301909;43;"RS";"nao metropolitana"
3105905;31;"MG";"nao metropolitana"
3550803;35;"SP";"nao metropolitana"
3532900;35;"SP";"nao metropolitana"
4316105;43;"RS";"nao metropolitana"
2600500;26;"PE";"nao metropolitana"
3138625;31;"MG";"nao metropolitana"
3506706;35;"SP";"nao metropolitana"
2801306;28;"SE";"nao metropolitana"
2609709;26;"PE";"nao metropolitana"
1507003;15;"PA";"nao metropolitana"
5006903;50;"MS";"nao metropolitana"
4117222;41;"PR";"nao metropolitana"
2912202;29;"BA";"nao metropolitana"
2921500;29;"BA";"nao metropolitana"
2104552;21;"MA";"nao metropolitana"
3552551;35;"SP";"nao metropolitana"
3532405;35;"SP";"nao metropolitana"
3144706;31;"MG";"nao metropolitana"
1508050;15;"PA";"nao metropolitana"
4207700;42;"SC";"nao metropolitana"
1500859;15;"PA";"nao metropolitana"
1500909;15;"PA";"nao metropolitana"
2906303;29;"BA";"nao metropolitana"
3508702;35;"SP";"nao metropolitana"
4305900;43;"RS";"nao metropolitana"
1300706;13;"AM";"nao metropolitana"
4118808;41;"PR";"nao metropolitana"
1100148;11;"RO";"nao metropolitana"
2807600;28;"SE";"nao metropolitana"
4302907;43;"RS";"nao metropolitana"
3203700;32;"ES";"nao metropolitana"
4106803;41;"PR";"nao metropolitana"
2307403;23;"CE";"metropolitana"
2503001;25;"PB";"nao metropolitana"
3112000;31;"MG";"nao metropolitana"
2109601;21;"MA";"nao metropolitana"
5107701;51;"MT";"nao metropolitana"
2916856;29;"BA";"nao metropolitana"
2111508;21;"MA";"nao metropolitana"
3114550;31;"MG";"nao metropolitana"
4127858;41;"PR";"nao metropolitana"
4317707;43;"RS";"nao metropolitana"
5105200;51;"MT";"nao metropolitana"
4121208;41;"PR";"nao metropolitana"
3159902;31;"MG";"nao metropolitana"
2921104;29;"BA";"nao metropolitana"
5201504;52;"GO";"nao metropolitana"
4117255;41;"PR";"nao metropolitana"
4116208;41;"PR";"nao metropolitana"
4104402;41;"PR";"nao metropolitana"
5203906;52;"GO";"nao metropolitana"
5107354;51;"MT";"nao metropolitana"
3140506;31;"MG";"nao metropolitana"
4301503;43;"RS";"nao metropolitana"
1500958;15;"PA";"nao metropolitana"
1600154;16;"AP";"nao metropolitana"
4119806;41;"PR";"nao metropolitana"
3536000;35;"SP";"nao metropolitana"
4108502;41;"PR";"nao metropolitana"
1506583;15;"PA";"nao metropolitana"
1304302;13;"AM";"nao metropolitana"
2205508;22;"PI";"nao metropolitana"
2413359;24;"RN";"nao metropolitana"
1703867;17;"TO";"nao metropolitana"
3154002;31;"MG";"nao metropolitana"
1301159;13;"AM";"nao metropolitana"
4312807;43;"RS";"nao metropolitana"
3110707;31;"MG";"nao metropolitana"
3556800;35;"SP";"nao metropolitana"
3552304;35;"SP";"nao metropolitana"
4102901;41;"PR";"nao metropolitana"
2615607;26;"PE";"nao metropolitana"
2112407;21;"MA";"nao metropolitana"
2312700;23;"CE";"nao metropolitana"
3553609;35;"SP";"nao metropolitana"
3204054;32;"ES";"nao metropolitana"
2800670;28;"SE";"nao metropolitana"
3555109;35;"SP";"metropolitana"
4208708;42;"SC";"nao metropolitana"
2917706;29;"BA";"nao metropolitana"
4100202;41;"PR";"metropolitana"
4302501;43;"RS";"nao metropolitana"
2608503;26;"PE";"nao metropolitana"
3202603;32;"ES";"nao metropolitana"
2702900;27;"AL";"nao metropolitana"
5200100;52;"GO";"nao metropolitana"
2932507;29;"BA";"nao metropolitana"
1300300;13;"AM";"nao metropolitana"
4309506;43;"RS";"nao metropolitana"
1100403;11;"RO";"nao metropolitana"
3510302;35;"SP";"nao metropolitana"
2414209;24;"RN";"nao metropolitana"
5220009;52;"GO";"nao metropolitana"
4308458;43;"RS";"nao metropolitana"
5213707;52;"GO";"nao metropolitana"
5205513;52;"GO";"nao metropolitana"
4314506;43;"RS";"nao metropolitana"
3146503;31;"MG";"nao metropolitana"
4123808;41;"PR";"nao metropolitana"
2100600;21;"MA";"nao metropolitana"
3532603;35;"SP";"nao metropolitana"
2903409;29;"BA";"nao metropolitana"
2614105;26;"PE";"nao metropolitana"
4111407;41;"PR";"nao metropolitana"
3532827;35;"SP";"nao metropolitana"
2112704;21;"MA";"nao metropolitana"
2923803;29;"BA";"nao metropolitana"
3504305;35;"SP";"nao metropolitana"
4300059;43;"RS";"nao metropolitana"
3164605;31;"MG";"nao metropolitana"
2804607;28;"SE";"nao metropolitana"
4217303;42;"SC";"nao metropolitana"
2313104;23;"CE";"nao metropolitana"
2112902;21;"MA";"nao metropolitana"
2917003;29;"BA";"nao metropolitana"
2901106;29;"BA";"nao metropolitana"
2930154;29;"BA";"nao metropolitana"
1504604;15;"PA";"nao metropolitana"
1506005;15;"PA";"nao metropolitana"
2102002;21;"MA";"nao metropolitana"
4313102;43;"RS";"nao metropolitana"
4202602;42;"SC";"nao metropolitana"
3145109;31;"MG";"nao metropolitana"
3127800;31;"MG";"nao metropolitana"
4104709;41;"PR";"nao metropolitana"
3104601;31;"MG";"nao metropolitana"
4128609;41;"PR";"nao metropolitana"
2614857;26;"PE";"nao metropolitana"
3536109;35;"SP";"nao metropolitana"
4206405;42;"SC";"nao metropolitana"
2112308;21;"MA";"nao metropolitana"
4214706;42;"SC";"nao metropolitana"
4108205;41;"PR";"nao metropolitana"
4122156;41;"PR";"nao metropolitana"
5200175;52;"GO";"nao metropolitana"
2608750;26;"PE";"nao metropolitana"
3124302;31;"MG";"nao metropolitana"
4304655;43;"RS";"nao metropolitana"
3106903;31;"MG";"metropolitana"
2511905;25;"PB";"nao metropolitana"
1703842;17;"TO";"nao metropolitana"
1100924;11;"RO";"nao metropolitana"
2100501;21;"MA";"metropolitana"
4126009;41;"PR";"metropolitana"
2611903;26;"PE";"nao metropolitana"
3169000;31;"MG";"nao metropolitana"
4216800;42;"SC";"nao metropolitana"
2806008;28;"SE";"nao metropolitana"
4105003;41;"PR";"nao metropolitana"
2307809;23;"CE";"nao metropolitana"
3539608;35;"SP";"nao metropolitana"
5005152;50;"MS";"nao metropolitana"
4313953;43;"RS";"nao metropolitana"
4200705;42;"SC";"nao metropolitana"
4120507;41;"PR";"nao metropolitana"
5204003;52;"GO";"nao metropolitana"
1303809;13;"AM";"nao metropolitana"
1700707;17;"TO";"nao metropolitana"
1400308;14;"RR";"nao metropolitana"
2706802;27;"AL";"nao metropolitana"
4115754;41;"PR";"nao metropolitana"
4100608;41;"PR";"nao metropolitana"
4309902;43;"RS";"nao metropolitana"
3519006;35;"SP";"nao metropolitana"
2105427;21;"MA";"nao metropolitana"
4118709;41;"PR";"nao metropolitana"
3513900;35;"SP";"nao metropolitana"
4322301;43;"RS";"nao metropolitana"
2909901;29;"BA";"nao metropolitana"
5205455;52;"GO";"nao metropolitana"
3102308;31;"MG";"nao metropolitana"
4122602;41;"PR";"nao metropolitana"
3118403;31;"MG";"nao metropolitana"
1506609;15;"PA";"nao metropolitana"
5105580;51;"MT";"nao metropolitana"
2110203;21;"MA";"nao metropolitana"
4114906;41;"PR";"nao metropolitana"
2915502;29;"BA";"nao metropolitana"
1502764;15;"PA";"nao metropolitana"
1300607;13;"AM";"nao metropolitana"
4203501;42;"SC";"nao metropolitana"
4124608;41;"PR";"nao metropolitana"
2310506;23;"CE";"nao metropolitana"
3103900;31;"MG";"nao metropolitana"
5004908;50;"MS";"nao metropolitana"
1502905;15;"PA";"nao metropolitana"
2701001;27;"AL";"nao metropolitana"
2604205;26;"PE";"nao metropolitana"
3523503;35;"SP";"nao metropolitana"
1300805;13;"AM";"nao metropolitana"
4126678;41;"PR";"nao metropolitana"
2110609;21;"MA";"nao metropolitana"
1200385;12;"AC";"nao metropolitana"
2805406;28;"SE";"nao metropolitana"
4300208;43;"RS";"nao metropolitana"
1301001;13;"AM";"nao metropolitana"
4123303;41;"PR";"nao metropolitana"
2914901;29;"BA";"nao metropolitana"
2309300;23;"CE";"nao metropolitana"
3104106;31;"MG";"nao metropolitana"
2705101;27;"AL";"nao metropolitana"
3151701;31;"MG";"nao metropolitana"
5105002;51;"MT";"nao metropolitana"
4126405;41;"PR";"nao metropolitana"
3157906;31;"MG";"nao metropolitana"
4314001;43;"RS";"nao metropolitana"
4125308;41;"PR";"nao metropolitana"
1502756;15;"PA";"nao metropolitana"
2401206;24;"RN";"nao metropolitana"
4125803;41;"PR";"nao metropolitana"
4105201;41;"PR";"nao metropolitana"
2307254;23;"CE";"nao metropolitana"
4320503;43;"RS";"nao metropolitana"
1505650;15;"PA";"nao metropolitana"
2803302;28;"SE";"nao metropolitana"
3132701;31;"MG";"nao metropolitana"
2900801;29;"BA";"nao metropolitana"
3517802;35;"SP";"nao metropolitana"
1714880;17;"TO";"nao metropolitana"
4215109;42;"SC";"nao metropolitana"
3124500;31;"MG";"nao metropolitana"
3201159;32;"ES";"nao metropolitana"
2100907;21;"MA";"nao metropolitana"
4218905;42;"SC";"nao metropolitana"
3200706;32;"ES";"nao metropolitana"
2506905;25;"PB";"nao metropolitana"
5102603;51;"MT";"nao metropolitana"
2205706;22;"PI";"nao metropolitana"
4204400;42;"SC";"nao metropolitana"
5204102;52;"GO";"nao metropolitana"
2411502;24;"RN";"metropolitana"
3164407;31;"MG";"nao metropolitana"
3143500;31;"MG";"nao metropolitana"
3125705;31;"MG";"nao metropolitana"
3115359;31;"MG";"nao metropolitana"
4314308;43;"RS";"nao metropolitana"
2600401;26;"PE";"nao metropolitana"
3552601;35;"SP";"nao metropolitana"
3143005;31;"MG";"nao metropolitana"
4202206;42;"SC";"nao metropolitana"
2705507;27;"AL";"nao metropolitana"
2908200;29;"BA";"nao metropolitana"
2606606;26;"PE";"nao metropolitana"
2607307;26;"PE";"nao metropolitana"
3535606;35;"SP";"nao metropolitana"
5005103;50;"MS";"nao metropolitana"
4125209;41;"PR";"nao metropolitana"
3535408;35;"SP";"nao metropolitana"
2908606;29;"BA";"nao metropolitana"
2102036;21;"MA";"nao metropolitana"
4100707;41;"PR";"nao metropolitana"
5107180;51;"MT";"nao metropolitana"
3155603;31;"MG";"nao metropolitana"
2805604;28;"SE";"nao metropolitana"
5205000;52;"GO";"nao metropolitana"
4121604;41;"PR";"nao metropolitana"
3539004;35;"SP";"nao metropolitana"
2708303;27;"AL";"nao metropolitana"
4209508;42;"SC";"nao metropolitana"
3303104;33;"RJ";"nao metropolitana"
2903276;29;"BA";"nao metropolitana"
2500403;25;"PB";"nao metropolitana"
4310405;43;"RS";"nao metropolitana"
1507151;15;"PA";"nao metropolitana"
5005806;50;"MS";"nao metropolitana"
2906808;29;"BA";"nao metropolitana"
1302553;13;"AM";"nao metropolitana"
4215455;42;"SC";"nao metropolitana"
1400050;14;"RR";"nao metropolitana"
3138609;31;"MG";"nao metropolitana"
3112703;31;"MG";"nao metropolitana"
5205307;52;"GO";"nao metropolitana"
1400159;14;"RR";"nao metropolitana"
4311502;43;"RS";"nao metropolitana"
2928406;29;"BA";"nao metropolitana"
2609006;26;"PE";"nao metropolitana"
2922508;29;"BA";"nao metropolitana"
2613503;26;"PE";"nao metropolitana"
5003454;50;"MS";"nao metropolitana"
3202702;32;"ES";"nao metropolitana"
3150703;31;"MG";"nao metropolitana"
2305357;23;"CE";"nao metropolitana"
5004403;50;"MS";"nao metropolitana"
4209706;42;"SC";"nao metropolitana"
4117800;41;"PR";"nao metropolitana"
4100806;41;"PR";"nao metropolitana"
5103908;51;"MT";"nao metropolitana"
3133600;31;"MG";"nao metropolitana"
2402303;24;"RN";"nao metropolitana"
2916807;29;"BA";"nao metropolitana"
4207650;42;"SC";"nao metropolitana"
1100346;11;"RO";"nao metropolitana"
3519907;35;"SP";"nao metropolitana"
4125001;41;"PR";"nao metropolitana"
4312609;43;"RS";"nao metropolitana"
2905305;29;"BA";"nao metropolitana"
1101401;11;"RO";"nao metropolitana"
3205176;32;"ES";"nao metropolitana"
4219200;42;"SC";"nao metropolitana"
4128401;41;"PR";"nao metropolitana"
2926400;29;"BA";"nao metropolitana"
4118600;41;"PR";"nao metropolitana"
4116109;41;"PR";"nao metropolitana"
1301100;13;"AM";"nao metropolitana"
4113734;41;"PR";"nao metropolitana"
3144508;31;"MG";"nao metropolitana"
2409902;24;"RN";"nao metropolitana"
3108404;31;"MG";"nao metropolitana"
4314779;43;"RS";"nao metropolitana"
4128559;41;"PR";"nao metropolitana"
5207352;52;"GO";"nao metropolitana"
2914505;29;"BA";"nao metropolitana"
2500304;25;"PB";"nao metropolitana"
4319802;43;"RS";"nao metropolitana"
5108055;51;"MT";"nao metropolitana"
3113909;31;"MG";"nao metropolitana"
2605905;26;"PE";"nao metropolitana"
3541901;35;"SP";"nao metropolitana"
2201150;22;"PI";"nao metropolitana"
1503754;15;"PA";"nao metropolitana"
4311718;43;"RS";"nao metropolitana"
2509305;25;"PB";"nao metropolitana"
3128105;31;"MG";"nao metropolitana"
2602001;26;"PE";"nao metropolitana"
4115309;41;"PR";"nao metropolitana"
1100072;11;"RO";"nao metropolitana"
2709103;27;"AL";"nao metropolitana"
3552700;35;"SP";"nao metropolitana"
3538204;35;"SP";"nao metropolitana"
1504901;15;"PA";"nao metropolitana"
2406502;24;"RN";"nao metropolitana"
3514601;35;"SP";"nao metropolitana"
2101004;21;"MA";"nao metropolitana"
3132206;31;"MG";"nao metropolitana"
2608107;26;"PE";"nao metropolitana"
3145307;31;"MG";"nao metropolitana"
3301603;33;"RJ";"nao metropolitana"
3535705;35;"SP";"nao metropolitana"
4123402;41;"PR";"nao metropolitana"
2800209;28;"SE";"nao metropolitana"
3202652;32;"ES";"nao metropolitana"
4128534;41;"PR";"nao metropolitana"
4207684;42;"SC";"nao metropolitana"
4302220;43;"RS";"nao metropolitana"
3202504;32;"ES";"nao metropolitana"
2920700;29;"BA";"nao metropolitana"
1600402;16;"AP";"nao metropolitana"
3523305;35;"SP";"nao metropolitana"
2805505;28;"SE";"nao metropolitana"
3137403;31;"MG";"nao metropolitana"
1508035;15;"PA";"nao metropolitana"
4104451;41;"PR";"nao metropolitana"
2613800;26;"PE";"nao metropolitana"
4214904;42;"SC";"nao metropolitana"
4112504;41;"PR";"nao metropolitana"
1100379;11;"RO";"nao metropolitana"
3518503;35;"SP";"nao metropolitana"
4311106;43;"RS";"nao metropolitana"
3109501;31;"MG";"nao metropolitana"
2102101;21;"MA";"nao metropolitana"
1501725;15;"PA";"nao metropolitana"
2918803;29;"BA";"nao metropolitana"
5211305;52;"GO";"nao metropolitana"
2702108;27;"AL";"nao metropolitana"
2308005;23;"CE";"nao metropolitana"
3512902;35;"SP";"nao metropolitana"
1505908;15;"PA";"nao metropolitana"
1200013;12;"AC";"nao metropolitana"
4322533;43;"RS";"nao metropolitana"
3161007;31;"MG";"nao metropolitana"
2605004;26;"PE";"nao metropolitana"
4108007;41;"PR";"nao metropolitana"
2313955;23;"CE";"nao metropolitana"
4107009;41;"PR";"nao metropolitana"
2708402;27;"AL";"nao metropolitana"
3204658;32;"ES";"nao metropolitana"
3110301;31;"MG";"nao metropolitana"
4103222;41;"PR";"nao metropolitana"
2401859;24;"RN";"metropolitana"
4110805;41;"PR";"nao metropolitana"
1400175;14;"RR";"nao metropolitana"
3542909;35;"SP";"nao metropolitana"
4210803;42;"SC";"nao metropolitana"
4200200;42;"SC";"nao metropolitana"
2610806;26;"PE";"nao metropolitana"
4306502;43;"RS";"nao metropolitana"
3145455;31;"MG";"nao metropolitana"
2615003;26;"PE";"nao metropolitana"
3146909;31;"MG";"nao metropolitana"
3514809;35;"SP";"nao metropolitana"
5104906;51;"MT";"nao metropolitana"
3123007;31;"MG";"nao metropolitana"
2605301;26;"PE";"nao metropolitana"
2925006;29;"BA";"nao metropolitana"
1200807;12;"AC";"nao metropolitana"
4321667;43;"RS";"nao metropolitana"
2512002;25;"PB";"nao metropolitana"
4301107;43;"RS";"nao metropolitana"
2910750;29;"BA";"nao metropolitana"
4311759;43;"RS";"nao metropolitana"
2100956;21;"MA";"nao metropolitana"
4218608;42;"SC";"nao metropolitana"
3203353;32;"ES";"nao metropolitana"
4120655;41;"PR";"nao metropolitana"
4107538;41;"PR";"nao metropolitana"
2925758;29;"BA";"nao metropolitana"
2110039;21;"MA";"nao metropolitana"
3519402;35;"SP";"nao metropolitana"
1100700;11;"RO";"nao metropolitana"
2915809;29;"BA";"nao metropolitana"
2921203;29;"BA";"nao metropolitana"
4204905;42;"SC";"nao metropolitana"
2600302;26;"PE";"nao metropolitana"
1503077;15;"PA";"nao metropolitana"
2307502;23;"CE";"nao metropolitana"
4208005;42;"SC";"nao metropolitana"
2305902;23;"CE";"nao metropolitana"
3201001;32;"ES";"nao metropolitana"
4212007;42;"SC";"nao metropolitana"
2911808;29;"BA";"nao metropolitana"
1300508;13;"AM";"nao metropolitana"
4304309;43;"RS";"nao metropolitana"
2908101;29;"BA";"nao metropolitana"
2304509;23;"CE";"nao metropolitana"
1713304;17;"TO";"nao metropolitana"
2916005;29;"BA";"nao metropolitana"
1720903;17;"TO";"nao metropolitana"
3543808;35;"SP";"nao metropolitana"
1503507;15;"PA";"nao metropolitana"
4107405;41;"PR";"nao metropolitana"
1504406;15;"PA";"nao metropolitana"
2112852;21;"MA";"nao metropolitana"
4220000;42;"SC";"nao metropolitana"
3504909;35;"SP";"nao metropolitana"
3104304;31;"MG";"nao metropolitana"
2100436;21;"MA";"nao metropolitana"
1304104;13;"AM";"nao metropolitana"
3545407;35;"SP";"nao metropolitana"
3529500;35;"SP";"nao metropolitana"
2918357;29;"BA";"nao metropolitana"
4304671;43;"RS";"nao metropolitana"
4316956;43;"RS";"nao metropolitana"
2109502;21;"MA";"nao metropolitana"
1200708;12;"AC";"nao metropolitana"
3514502;35;"SP";"nao metropolitana"
2609808;26;"PE";"nao metropolitana"
4121901;41;"PR";"nao metropolitana"
2703809;27;"AL";"nao metropolitana"
2801702;28;"SE";"nao metropolitana"
5106109;51;"MT";"nao metropolitana"
3511904;35;"SP";"nao metropolitana"
2912707;29;"BA";"nao metropolitana"
3131604;31;"MG";"nao metropolitana"
3513603;35;"SP";"nao metropolitana"
4113007;41;"PR";"nao metropolitana"
5000807;50;"MS";"nao metropolitana"
2310803;23;"CE";"nao metropolitana"
3204005;32;"ES";"nao metropolitana"
3102001;31;"MG";"nao metropolitana"
4314209;43;"RS";"metropolitana"
5007703;50;"MS";"nao metropolitana"
4103008;41;"PR";"nao metropolitana"
5209937;52;"GO";"nao metropolitana"
3120201;31;"MG";"nao metropolitana"
4115101;41;"PR";"nao metropolitana"
5104542;51;"MT";"nao metropolitana"
5106778;51;"MT";"nao metropolitana"
5212105;52;"GO";"nao metropolitana"
4320305;43;"RS";"nao metropolitana"
2409506;24;"RN";"nao metropolitana"
5222302;52;"GO";"nao metropolitana"
2801405;28;"SE";"nao metropolitana"
4301800;43;"RS";"nao metropolitana"
2305605;23;"CE";"nao metropolitana"
3118809;31;"MG";"nao metropolitana"
2922409;29;"BA";"nao metropolitana"
2925956;29;"BA";"nao metropolitana"
1303106;13;"AM";"nao metropolitana"
1504307;15;"PA";"nao metropolitana"
4203402;42;"SC";"nao metropolitana"
4303806;43;"RS";"nao metropolitana"
2805802;28;"SE";"nao metropolitana"
3117702;31;"MG";"nao metropolitana"
3161700;31;"MG";"nao metropolitana"
5008404;50;"MS";"nao metropolitana"
3510708;35;"SP";"nao metropolitana"
3108206;31;"MG";"nao metropolitana"
5207253;52;"GO";"nao metropolitana"
2912806;29;"BA";"nao metropolitana"
4105102;41;"PR";"nao metropolitana"
2924405;29;"BA";"nao metropolitana"
2501104;25;"PB";"nao metropolitana"
4117008;41;"PR";"nao metropolitana"
2931004;29;"BA";"nao metropolitana"
2310852;23;"CE";"nao metropolitana"
2610509;26;"PE";"nao metropolitana"
3137536;31;"MG";"nao metropolitana"
5219258;52;"GO";"nao metropolitana"
4305975;43;"RS";"nao metropolitana"
2310308;23;"CE";"nao metropolitana"
1503101;15;"PA";"nao metropolitana"
1505700;15;"PA";"nao metropolitana"
1100080;11;"RO";"nao metropolitana"
3518859;35;"SP";"nao metropolitana"
5218102;52;"GO";"nao metropolitana"
3139300;31;"MG";"nao metropolitana"
3113008;31;"MG";"metropolitana"
3201704;32;"ES";"nao metropolitana"
4112405;41;"PR";"nao metropolitana"
1303908;13;"AM";"nao metropolitana"
2604601;26;"PE";"nao metropolitana"
3142601;31;"MG";"nao metropolitana"
2930907;29;"BA";"nao metropolitana"
3202900;32;"ES";"nao metropolitana"
2302305;23;"CE";"nao metropolitana"
3104502;31;"MG";"nao metropolitana"
5006408;50;"MS";"nao metropolitana"
4124707;41;"PR";"nao metropolitana"
3132909;31;"MG";"nao metropolitana"
3506300;35;"SP";"nao metropolitana"
4110078;41;"PR";"nao metropolitana"
4323408;43;"RS";"nao metropolitana"
3509908;35;"SP";"nao metropolitana"
5221700;52;"GO";"nao metropolitana"
2801009;28;"SE";"nao metropolitana"
4216255;42;"SC";"nao metropolitana"
4103040;41;"PR";"nao metropolitana"
4309803;43;"RS";"nao metropolitana"
