"CODE_MUNI";"COD_UF";"ACR_UF";"HIERARCHY"
3203502;32;"ES";"nao metropolitana"
2901007;29;"BA";"nao metropolitana"
2308104;23;"CE";"nao metropolitana"
4319406;43;"RS";"nao metropolitana"
2913200;29;"BA";"nao metropolitana"
2305803;23;"CE";"nao metropolitana"
3137809;31;"MG";"nao metropolitana"
2926301;29;"BA";"nao metropolitana"
5210901;52;"GO";"nao metropolitana"
2919801;29;"BA";"nao metropolitana"
2911204;29;"BA";"nao metropolitana"
2926004;29;"BA";"nao metropolitana"
2918100;29;"BA";"nao metropolitana"
2927200;29;"BA";"nao metropolitana"
3108008;31;"MG";"nao metropolitana"
2707305;27;"AL";"nao metropolitana"
4301206;43;"RS";"nao metropolitana"
3152204;31;"MG";"nao metropolitana"
2920502;29;"BA";"nao metropolitana"
2308500;23;"CE";"nao metropolitana"
1100064;11;"RO";"nao metropolitana"
3108602;31;"MG";"nao metropolitana"
3119104;31;"MG";"nao metropolitana"
3108305;31;"MG";"nao metropolitana"
2103505;21;"MA";"nao metropolitana"
2921708;29;"BA";"nao metropolitana"
2613602;26;"PE";"nao metropolitana"
2408904;24;"RN";"nao metropolitana"
3504206;35;"SP";"nao metropolitana"
3155801;31;"MG";"nao metropolitana"
3130903;31;"MG";"nao metropolitana"
1504059;15;"PA";"nao metropolitana"
5101308;51;"MT";"metropolitana"
3522802;35;"SP";"nao metropolitana"
2207900;22;"PI";"nao metropolitana"
2905602;29;"BA";"nao metropolitana"
4318606;43;"RS";"nao metropolitana"
4305801;43;"RS";"nao metropolitana"
3133303;31;"MG";"nao metropolitana"
5101852;51;"MT";"nao metropolitana"
2709400;27;"AL";"nao metropolitana"
2110708;21;"MA";"nao metropolitana"
2505105;25;"PB";"metropolitana"
3141801;31;"MG";"nao metropolitana"
5204904;52;"GO";"nao metropolitana"
4307302;43;"RS";"nao metropolitana"
2902807;29;"BA";"nao metropolitana"
4301404;43;"RS";"nao metropolitana"
2905008;29;"BA";"nao metropolitana"
3135803;31;"MG";"nao metropolitana"
3169703;31;"MG";"nao metropolitana"
2208304;22;"PI";"nao metropolitana"
3122009;31;"MG";"nao metropolitana"
3154309;31;"MG";"nao metropolitana"
2614600;26;"PE";"nao metropolitana"
1702554;17;"TO";"nao metropolitana"
3100906;31;"MG";"nao metropolitana"
3167103;31;"MG";"nao metropolitana"
3120805;31;"MG";"nao metropolitana"
4213401;42;"SC";"nao metropolitana"
2917102;29;"BA";"nao metropolitana"
3131208;31;"MG";"nao metropolitana"
2113009;21;"MA";"nao metropolitana"
2928208;29;"BA";"nao metropolitana"
3123205;31;"MG";"nao metropolitana"
2933000;29;"BA";"nao metropolitana"
3148707;31;"MG";"nao metropolitana"
2512309;25;"PB";"nao metropolitana"
3141405;31;"MG";"nao metropolitana"
2925808;29;"BA";"nao metropolitana"
2412500;24;"RN";"nao metropolitana"
5200803;52;"GO";"metropolitana"
2207801;22;"PI";"nao metropolitana"
2202307;22;"PI";"nao metropolitana"
2103703;21;"MA";"nao metropolitana"
4102505;41;"PR";"nao metropolitana"
4322103;43;"RS";"nao metropolitana"
4305405;43;"RS";"nao metropolitana"
2705705;27;"AL";"nao metropolitana"
2210003;22;"PI";"nao metropolitana"
3148608;31;"MG";"nao metropolitana"
2202703;22;"PI";"nao metropolitana"
3139201;31;"MG";"nao metropolitana"
3162708;31;"MG";"nao metropolitana"
2923605;29;"BA";"nao metropolitana"
4302204;43;"RS";"nao metropolitana"
2205805;22;"PI";"nao metropolitana"
3142908;31;"MG";"nao metropolitana"
3528601;35;"SP";"nao metropolitana"
5212808;52;"GO";"nao metropolitana"
2112605;21;"MA";"nao metropolitana"
3162807;31;"MG";"nao metropolitana"
2514503;25;"PB";"nao metropolitana"
4123709;41;"PR";"nao metropolitana"
2513406;25;"PB";"nao metropolitana"
2110104;21;"MA";"nao metropolitana"
2511301;25;"PB";"nao metropolitana"
2706406;27;"AL";"nao metropolitana"
2511400;25;"PB";"nao metropolitana"
2102903;21;"MA";"nao metropolitana"
2516300;25;"PB";"nao metropolitana"
4119004;41;"PR";"nao metropolitana"
3146305;31;"MG";"nao metropolitana"
4315909;43;"RS";"nao metropolitana"
2108009;21;"MA";"nao metropolitana"
2106326;21;"MA";"nao metropolitana"
2516904;25;"PB";"nao metropolitana"
2504405;25;"PB";"nao metropolitana"
2202604;22;"PI";"nao metropolitana"
2108108;21;"MA";"nao metropolitana"
2932804;29;"BA";"nao metropolitana"
2106706;21;"MA";"nao metropolitana"
2412609;24;"RN";"nao metropolitana"
2205201;22;"PI";"nao metropolitana"
3170909;31;"MG";"nao metropolitana"
4214508;42;"SC";"nao metropolitana"
4201000;42;"SC";"nao metropolitana"
2931053;29;"BA";"nao metropolitana"
2105005;21;"MA";"nao metropolitana"
3171808;31;"MG";"nao metropolitana"
2104008;21;"MA";"nao metropolitana"
5219704;52;"GO";"nao metropolitana"
2210805;22;"PI";"nao metropolitana"
3142700;31;"MG";"nao metropolitana"
3158201;31;"MG";"nao metropolitana"
1714203;17;"TO";"nao metropolitana"
2400802;24;"RN";"nao metropolitana"
3141009;31;"MG";"nao metropolitana"
2210706;22;"PI";"nao metropolitana"
2515500;25;"PB";"nao metropolitana"
2502805;25;"PB";"nao metropolitana"
1715754;17;"TO";"nao metropolitana"
2406700;24;"RN";"nao metropolitana"
2409308;24;"RN";"nao metropolitana"
3131802;31;"MG";"nao metropolitana"
3101201;31;"MG";"nao metropolitana"
2901304;29;"BA";"nao metropolitana"
3116803;31;"MG";"nao metropolitana"
2203206;22;"PI";"nao metropolitana"
3122702;31;"MG";"nao metropolitana"
2914109;29;"BA";"nao metropolitana"
2927903;29;"BA";"nao metropolitana"
2400901;24;"RN";"nao metropolitana"
3524709;35;"SP";"nao metropolitana"
3517406;35;"SP";"nao metropolitana"
3541604;35;"SP";"nao metropolitana"
3131901;31;"MG";"nao metropolitana"
5220405;52;"GO";"nao metropolitana"
1502152;15;"PA";"nao metropolitana"
5005400;50;"MS";"nao metropolitana"
5206206;52;"GO";"nao metropolitana"
3512407;35;"SP";"nao metropolitana"
3544251;35;"SP";"nao metropolitana"
3140001;31;"MG";"nao metropolitana"
3502754;35;"SP";"nao metropolitana"
2908507;29;"BA";"nao metropolitana"
3202801;32;"ES";"nao metropolitana"
3304003;33;"RJ";"nao metropolitana"
5007802;50;"MS";"nao metropolitana"
3204302;32;"ES";"nao metropolitana"
3161908;31;"MG";"nao metropolitana"
3503802;35;"SP";"metropolitana"
4119301;41;"PR";"nao metropolitana"
2404507;24;"RN";"nao metropolitana"
1505304;15;"PA";"nao metropolitana"
4114401;41;"PR";"nao metropolitana"
3505302;35;"SP";"metropolitana"
3519709;35;"SP";"nao metropolitana"
3520103;35;"SP";"metropolitana"
4103453;41;"PR";"nao metropolitana"
5007901;50;"MS";"nao metropolitana"
5003256;50;"MS";"nao metropolitana"
4104600;41;"PR";"nao metropolitana"
3506359;35;"SP";"nao metropolitana"
2928901;29;"BA";"nao metropolitana"
3169356;31;"MG";"nao metropolitana"
5006002;50;"MS";"nao metropolitana"
3518305;35;"SP";"nao metropolitana"
4115705;41;"PR";"metropolitana"
1507300;15;"PA";"nao metropolitana"
5200308;52;"GO";"nao metropolitana"
3513702;35;"SP";"nao metropolitana"
3156908;31;"MG";"nao metropolitana"
4114203;41;"PR";"nao metropolitana"
1508126;15;"PA";"nao metropolitana"
4117701;41;"PR";"nao metropolitana"
5102686;51;"MT";"nao metropolitana"
5106240;51;"MT";"nao metropolitana"
2801207;28;"SE";"nao metropolitana"
3556305;35;"SP";"metropolitana"
3518602;35;"SP";"metropolitana"
2904902;29;"BA";"metropolitana"
3303807;33;"RJ";"nao metropolitana"
5002407;50;"MS";"nao metropolitana"
3531902;35;"SP";"nao metropolitana"
3518206;35;"SP";"nao metropolitana"
3540002;35;"SP";"metropolitana"
4117305;41;"PR";"nao metropolitana"
3301504;33;"RJ";"metropolitana"
2607653;26;"PE";"metropolitana"
5107065;51;"MT";"nao metropolitana"
3553401;35;"SP";"nao metropolitana"
3303856;33;"RJ";"metropolitana"
3520301;35;"SP";"metropolitana"
5210109;52;"GO";"nao metropolitana"
3542206;35;"SP";"nao metropolitana"
5104609;51;"MT";"nao metropolitana"
4322202;43;"RS";"nao metropolitana"
1502103;15;"PA";"nao metropolitana"
3512001;35;"SP";"nao metropolitana"
1301209;13;"AM";"nao metropolitana"
3553955;35;"SP";"nao metropolitana"
3537107;35;"SP";"nao metropolitana"
2909307;29;"BA";"nao metropolitana"
5000203;50;"MS";"nao metropolitana"
3203320;32;"ES";"nao metropolitana"
3127008;31;"MG";"nao metropolitana"
4317608;43;"RS";"nao metropolitana"
3529708;35;"SP";"nao metropolitana"
3554300;35;"SP";"nao metropolitana"
5205471;52;"GO";"nao metropolitana"
4311205;43;"RS";"nao metropolitana"
5210406;52;"GO";"nao metropolitana"
3509254;35;"SP";"nao metropolitana"
3506805;35;"SP";"nao metropolitana"
3300803;33;"RJ";"nao metropolitana"
4101606;41;"PR";"nao metropolitana"
5100607;51;"MT";"nao metropolitana"
5219308;52;"GO";"nao metropolitana"
3540200;35;"SP";"nao metropolitana"
5004700;50;"MS";"nao metropolitana"
3204559;32;"ES";"nao metropolitana"
4125704;41;"PR";"nao metropolitana"
3527603;35;"SP";"nao metropolitana"
3141108;31;"MG";"metropolitana"
1508357;15;"PA";"nao metropolitana"
2412203;24;"RN";"metropolitana"
4203907;42;"SC";"metropolitana"
3304151;33;"RJ";"nao metropolitana"
2911105;29;"BA";"nao metropolitana"
3306206;33;"RJ";"nao metropolitana"
5204250;52;"GO";"nao metropolitana"
2613008;26;"PE";"nao metropolitana"
3304755;33;"RJ";"nao metropolitana"
4300901;43;"RS";"nao metropolitana"
3526001;35;"SP";"nao metropolitana"
3152808;31;"MG";"nao metropolitana"
3119302;31;"MG";"nao metropolitana"
1503903;15;"PA";"nao metropolitana"
3160702;31;"MG";"nao metropolitana"
3510005;35;"SP";"nao metropolitana"
5007109;50;"MS";"nao metropolitana"
5001003;50;"MS";"nao metropolitana"
3129509;31;"MG";"nao metropolitana"
3556404;35;"SP";"nao metropolitana"
3201407;32;"ES";"nao metropolitana"
4127502;41;"PR";"nao metropolitana"
3548005;35;"SP";"nao metropolitana"
4315701;43;"RS";"nao metropolitana"
1507953;15;"PA";"nao metropolitana"
2303501;23;"CE";"nao metropolitana"
1504703;15;"PA";"nao metropolitana"
3530201;35;"SP";"nao metropolitana"
2500601;25;"PB";"nao metropolitana"
4123501;41;"PR";"nao metropolitana"
3510807;35;"SP";"nao metropolitana"
4213104;42;"SC";"metropolitana"
3145000;31;"MG";"nao metropolitana"
3502200;35;"SP";"nao metropolitana"
3537008;35;"SP";"nao metropolitana"
5215702;52;"GO";"nao metropolitana"
5213004;52;"GO";"metropolitana"
1505064;15;"PA";"nao metropolitana"
3505807;35;"SP";"nao metropolitana"
5101902;51;"MT";"nao metropolitana"
5216403;52;"GO";"nao metropolitana"
5203302;52;"GO";"nao metropolitana"
3550407;35;"SP";"metropolitana"
5204300;52;"GO";"nao metropolitana"
4126272;41;"PR";"nao metropolitana"
2925204;29;"BA";"nao metropolitana"
3117504;31;"MG";"nao metropolitana"
1500206;15;"PA";"nao metropolitana"
2402600;24;"RN";"nao metropolitana"
2708105;27;"AL";"nao metropolitana"
5108006;51;"MT";"nao metropolitana"
3117306;31;"MG";"nao metropolitana"
3521804;35;"SP";"nao metropolitana"
2929305;29;"BA";"nao metropolitana"
5203500;52;"GO";"nao metropolitana"
3500303;35;"SP";"nao metropolitana"
3151602;31;"MG";"metropolitana"
1506708;15;"PA";"nao metropolitana"
4217501;42;"SC";"nao metropolitana"
5106307;51;"MT";"nao metropolitana"
2308708;23;"CE";"nao metropolitana"
2803203;28;"SE";"nao metropolitana"
4216305;42;"SC";"nao metropolitana"
4109609;41;"PR";"nao metropolitana"
3552106;35;"SP";"nao metropolitana"
3147402;31;"MG";"metropolitana"
5217104;52;"GO";"nao metropolitana"
4319604;43;"RS";"nao metropolitana"
3540903;35;"SP";"nao metropolitana"
5106372;51;"MT";"nao metropolitana"
2928802;29;"BA";"nao metropolitana"
4300802;43;"RS";"metropolitana"
4211751;42;"SC";"metropolitana"
2933208;29;"BA";"metropolitana"
3304805;33;"RJ";"nao metropolitana"
4111902;41;"PR";"nao metropolitana"
3547601;35;"SP";"nao metropolitana"
5213756;52;"GO";"nao metropolitana"
4309001;43;"RS";"nao metropolitana"
4110102;41;"PR";"nao metropolitana"
3133006;31;"MG";"nao metropolitana"
3529609;35;"SP";"nao metropolitana"
5207402;52;"GO";"nao metropolitana"
3200409;32;"ES";"nao metropolitana"
1713205;17;"TO";"metropolitana"
4313201;43;"RS";"nao metropolitana"
3514304;35;"SP";"nao metropolitana"
3114303;31;"MG";"nao metropolitana"
1505809;15;"PA";"nao metropolitana"
3157203;31;"MG";"nao metropolitana"
4119103;41;"PR";"nao metropolitana"
4321303;43;"RS";"nao metropolitana"
3159803;31;"MG";"nao metropolitana"
3201902;32;"ES";"nao metropolitana"
5101407;51;"MT";"nao metropolitana"
2704500;27;"AL";"metropolitana"
3511409;35;"SP";"nao metropolitana"
4101101;41;"PR";"nao metropolitana"
4119400;41;"PR";"nao metropolitana"
3514106;35;"SP";"nao metropolitana"
4208104;42;"SC";"nao metropolitana"
3300506;33;"RJ";"nao metropolitana"
4124400;41;"PR";"metropolitana"
3152006;31;"MG";"nao metropolitana"
1504802;15;"PA";"nao metropolitana"
3536604;35;"SP";"metropolitana"
3507902;35;"SP";"nao metropolitana"
2700409;27;"AL";"nao metropolitana"
4312906;43;"RS";"nao metropolitana"
3109303;31;"MG";"nao metropolitana"
3551603;35;"SP";"nao metropolitana"
4106605;41;"PR";"nao metropolitana"
1508308;15;"PA";"nao metropolitana"
4205803;42;"SC";"nao metropolitana"
3149804;31;"MG";"nao metropolitana"
1507607;15;"PA";"nao metropolitana"
1500404;15;"PA";"nao metropolitana"
1502806;15;"PA";"nao metropolitana"
4103602;41;"PR";"nao metropolitana"
5107305;51;"MT";"nao metropolitana"
1502939;15;"PA";"nao metropolitana"
4124806;41;"PR";"nao metropolitana"
5004502;50;"MS";"nao metropolitana"
3169604;31;"MG";"nao metropolitana"
3550209;35;"SP";"nao metropolitana"
1301308;13;"AM";"nao metropolitana"
3151404;31;"MG";"metropolitana"
2313500;23;"CE";"nao metropolitana"
3535804;35;"SP";"nao metropolitana"
4127403;41;"PR";"nao metropolitana"
3157708;31;"MG";"nao metropolitana"
2601904;26;"PE";"nao metropolitana"
1508001;15;"PA";"nao metropolitana"
4319000;43;"RS";"nao metropolitana"
3512209;35;"SP";"nao metropolitana"
1301852;13;"AM";"nao metropolitana"
2302206;23;"CE";"nao metropolitana"
5002209;50;"MS";"nao metropolitana"
5204409;52;"GO";"nao metropolitana"
4316709;43;"RS";"nao metropolitana"
3105400;31;"MG";"nao metropolitana"
3162005;31;"MG";"nao metropolitana"
4120002;41;"PR";"nao metropolitana"
3519105;35;"SP";"nao metropolitana"
1506500;15;"PA";"nao metropolitana"
4311007;43;"RS";"nao metropolitana"
5000856;50;"MS";"nao metropolitana"
3531407;35;"SP";"nao metropolitana"
4318200;43;"RS";"nao metropolitana"
3528007;35;"SP";"nao metropolitana"
4106506;41;"PR";"nao metropolitana"
5103007;51;"MT";"nao metropolitana"
3547502;35;"SP";"nao metropolitana"
4102109;41;"PR";"nao metropolitana"
3533007;35;"SP";"metropolitana"
5104526;51;"MT";"nao metropolitana"
5007935;50;"MS";"nao metropolitana"
5106232;51;"MT";"nao metropolitana"
4208450;42;"SC";"nao metropolitana"
3129707;31;"MG";"nao metropolitana"
5004601;50;"MS";"nao metropolitana"
5200134;52;"GO";"nao metropolitana"
3535309;35;"SP";"nao metropolitana"
1505106;15;"PA";"nao metropolitana"
3551900;35;"SP";"nao metropolitana"
3530102;35;"SP";"nao metropolitana"
4106308;41;"PR";"nao metropolitana"
4316303;43;"RS";"nao metropolitana"
5105606;51;"MT";"nao metropolitana"
3522901;35;"SP";"nao metropolitana"
3500501;35;"SP";"metropolitana"
4200101;42;"SC";"nao metropolitana"
4113908;41;"PR";"nao metropolitana"
3155504;31;"MG";"nao metropolitana"
3514908;35;"SP";"nao metropolitana"
3537909;35;"SP";"nao metropolitana"
3511003;35;"SP";"nao metropolitana"
3545506;35;"SP";"nao metropolitana"
1502772;15;"PA";"nao metropolitana"
5209952;52;"GO";"metropolitana"
4217006;42;"SC";"nao metropolitana"
3130705;31;"MG";"nao metropolitana"
5100409;51;"MT";"nao metropolitana"
2907202;29;"BA";"nao metropolitana"
5001243;50;"MS";"nao metropolitana"
1100452;11;"RO";"nao metropolitana"
2300200;23;"CE";"nao metropolitana"
2615409;26;"PE";"nao metropolitana"
3515202;35;"SP";"nao metropolitana"
3521705;35;"SP";"nao metropolitana"
2916302;29;"BA";"nao metropolitana"
3116605;31;"MG";"nao metropolitana"
3142809;31;"MG";"nao metropolitana"
4105300;41;"PR";"nao metropolitana"
4204558;42;"SC";"nao metropolitana"
3536406;35;"SP";"nao metropolitana"
3171006;31;"MG";"nao metropolitana"
3140704;31;"MG";"nao metropolitana"
2104800;21;"MA";"nao metropolitana"
4126504;41;"PR";"nao metropolitana"
4121703;41;"PR";"nao metropolitana"
1504455;15;"PA";"nao metropolitana"
3535002;35;"SP";"nao metropolitana"
4306908;43;"RS";"nao metropolitana"
3162948;31;"MG";"nao metropolitana"
3113206;31;"MG";"nao metropolitana"
2614204;26;"PE";"nao metropolitana"
3529203;35;"SP";"nao metropolitana"
3521903;35;"SP";"nao metropolitana"
1505031;15;"PA";"nao metropolitana"
2110005;21;"MA";"nao metropolitana"
3508603;35;"SP";"nao metropolitana"
3204708;32;"ES";"nao metropolitana"
3123601;31;"MG";"nao metropolitana"
2515302;25;"PB";"nao metropolitana"
5103304;51;"MT";"nao metropolitana"
3302809;33;"RJ";"metropolitana"
2105401;21;"MA";"nao metropolitana"
4218509;42;"SC";"nao metropolitana"
3509403;35;"SP";"nao metropolitana"
1303536;13;"AM";"nao metropolitana"
1100098;11;"RO";"nao metropolitana"
4316006;43;"RS";"nao metropolitana"
2407203;24;"RN";"nao metropolitana"
3205069;32;"ES";"nao metropolitana"
3111101;31;"MG";"nao metropolitana"
2414407;24;"RN";"nao metropolitana"
1505437;15;"PA";"nao metropolitana"
4210001;42;"SC";"nao metropolitana"
1501782;15;"PA";"nao metropolitana"
5105903;51;"MT";"nao metropolitana"
5107008;51;"MT";"nao metropolitana"
3517604;35;"SP";"nao metropolitana"
4114005;41;"PR";"nao metropolitana"
3516903;35;"SP";"nao metropolitana"
3110509;31;"MG";"nao metropolitana"
5107768;51;"MT";"nao metropolitana"
5108501;51;"MT";"nao metropolitana"
4101200;41;"PR";"nao metropolitana"
4112801;41;"PR";"nao metropolitana"
4302352;43;"RS";"nao metropolitana"
3135050;31;"MG";"nao metropolitana"
1505486;15;"PA";"nao metropolitana"
4116703;41;"PR";"nao metropolitana"
1506187;15;"PA";"nao metropolitana"
4211009;42;"SC";"nao metropolitana"
2907509;29;"BA";"nao metropolitana"
3528809;35;"SP";"nao metropolitana"
1100320;11;"RO";"nao metropolitana"
5220207;52;"GO";"nao metropolitana"
5107800;51;"MT";"nao metropolitana"
4204707;42;"SC";"nao metropolitana"
4312617;43;"RS";"nao metropolitana"
1503705;15;"PA";"nao metropolitana"
5106505;51;"MT";"nao metropolitana"
4210605;42;"SC";"nao metropolitana"
4211504;42;"SC";"nao metropolitana"
3540804;35;"SP";"nao metropolitana"
1716604;17;"TO";"nao metropolitana"
1400472;14;"RR";"nao metropolitana"
2401453;24;"RN";"nao metropolitana"
3536208;35;"SP";"nao metropolitana"
1508159;15;"PA";"nao metropolitana"
4110409;41;"PR";"nao metropolitana"
3147204;31;"MG";"nao metropolitana"
2902906;29;"BA";"nao metropolitana"
3134905;31;"MG";"nao metropolitana"
2704203;27;"AL";"nao metropolitana"
4301305;43;"RS";"nao metropolitana"
2401107;24;"RN";"nao metropolitana"
1301704;13;"AM";"nao metropolitana"
4107256;41;"PR";"nao metropolitana"
3531506;35;"SP";"nao metropolitana"
4213708;42;"SC";"nao metropolitana"
2102325;21;"MA";"nao metropolitana"
1501907;15;"PA";"nao metropolitana"
2910602;29;"BA";"nao metropolitana"
2112001;21;"MA";"nao metropolitana"
3553302;35;"SP";"nao metropolitana"
3203056;32;"ES";"nao metropolitana"
3160405;31;"MG";"nao metropolitana"
1503804;15;"PA";"nao metropolitana"
1505205;15;"PA";"nao metropolitana"
4118105;41;"PR";"metropolitana"
4104428;41;"PR";"nao metropolitana"
3133758;31;"MG";"nao metropolitana"
3200201;32;"ES";"nao metropolitana"
5002308;50;"MS";"nao metropolitana"
3205010;32;"ES";"nao metropolitana"
5006275;50;"MS";"nao metropolitana"
3111606;31;"MG";"nao metropolitana"
2807105;28;"SE";"nao metropolitana"
3505609;35;"SP";"nao metropolitana"
4121802;41;"PR";"nao metropolitana"
1503457;15;"PA";"nao metropolitana"
4122008;41;"PR";"nao metropolitana"
4111209;41;"PR";"nao metropolitana"
4319158;43;"RS";"nao metropolitana"
1100015;11;"RO";"nao metropolitana"
1302702;13;"AM";"nao metropolitana"
2602100;26;"PE";"nao metropolitana"
3303005;33;"RJ";"nao metropolitana"
1200500;12;"AC";"nao metropolitana"
3144607;31;"MG";"nao metropolitana"
2926202;29;"BA";"nao metropolitana"
2923001;29;"BA";"nao metropolitana"
2106755;21;"MA";"nao metropolitana"
3533601;35;"SP";"nao metropolitana"
2925105;29;"BA";"nao metropolitana"
5106422;51;"MT";"nao metropolitana"
2910503;29;"BA";"nao metropolitana"
3301207;33;"RJ";"nao metropolitana"
4105706;41;"PR";"nao metropolitana"
5005608;50;"MS";"nao metropolitana"
5103254;51;"MT";"nao metropolitana"
3501004;35;"SP";"nao metropolitana"
5008008;50;"MS";"nao metropolitana"
3153400;31;"MG";"nao metropolitana"
5215306;52;"GO";"nao metropolitana"
2609501;26;"PE";"nao metropolitana"
5214002;52;"GO";"nao metropolitana"
3144102;31;"MG";"nao metropolitana"
1507979;15;"PA";"nao metropolitana"
4125100;41;"PR";"nao metropolitana"
4208807;42;"SC";"nao metropolitana"
3305158;33;"RJ";"nao metropolitana"
3546306;35;"SP";"nao metropolitana"
3118205;31;"MG";"nao metropolitana"
2905404;29;"BA";"nao metropolitana"
3541703;35;"SP";"nao metropolitana"
2306900;23;"CE";"nao metropolitana"
4300505;43;"RS";"nao metropolitana"
3203403;32;"ES";"nao metropolitana"
1711902;17;"TO";"nao metropolitana"
4102802;41;"PR";"nao metropolitana"
4126306;41;"PR";"nao metropolitana"
4126801;41;"PR";"nao metropolitana"
4305454;43;"RS";"metropolitana"
5205901;52;"GO";"nao metropolitana"
4101705;41;"PR";"nao metropolitana"
5217708;52;"GO";"nao metropolitana"
2408300;24;"RN";"nao metropolitana"
3550902;35;"SP";"nao metropolitana"
3524600;35;"SP";"nao metropolitana"
1303569;13;"AM";"nao metropolitana"
4322251;43;"RS";"nao metropolitana"
3114402;31;"MG";"nao metropolitana"
3538600;35;"SP";"nao metropolitana"
2913705;29;"BA";"nao metropolitana"
3526209;35;"SP";"nao metropolitana"
4315800;43;"RS";"nao metropolitana"
3555356;35;"SP";"nao metropolitana"
4305306;43;"RS";"nao metropolitana"
3508801;35;"SP";"nao metropolitana"
3515152;35;"SP";"nao metropolitana"
4318101;43;"RS";"nao metropolitana"
3143203;31;"MG";"nao metropolitana"
3538907;35;"SP";"metropolitana"
2612604;26;"PE";"nao metropolitana"
2701407;27;"AL";"nao metropolitana"
1302405;13;"AM";"nao metropolitana"
2306553;23;"CE";"nao metropolitana"
1500347;15;"PA";"nao metropolitana"
3204609;32;"ES";"nao metropolitana"
2204501;22;"PI";"nao metropolitana"
5220504;52;"GO";"nao metropolitana"
1200609;12;"AC";"nao metropolitana"
2400703;24;"RN";"nao metropolitana"
5007406;50;"MS";"nao metropolitana"
2708501;27;"AL";"nao metropolitana"
3139508;31;"MG";"nao metropolitana"
2931905;29;"BA";"nao metropolitana"
5105507;51;"MT";"nao metropolitana"
3534757;35;"SP";"nao metropolitana"
5103452;51;"MT";"nao metropolitana"
2300754;23;"CE";"nao metropolitana"
2706901;27;"AL";"nao metropolitana"
5216452;52;"GO";"nao metropolitana"
3201605;32;"ES";"nao metropolitana"
4302709;43;"RS";"nao metropolitana"
4315305;43;"RS";"nao metropolitana"
2401008;24;"RN";"nao metropolitana"
1100338;11;"RO";"nao metropolitana"
2925501;29;"BA";"nao metropolitana"
3529906;35;"SP";"nao metropolitana"
3204104;32;"ES";"nao metropolitana"
2310209;23;"CE";"nao metropolitana"
1506203;15;"PA";"nao metropolitana"
5218904;52;"GO";"nao metropolitana"
4313656;43;"RS";"nao metropolitana"
2611804;26;"PE";"nao metropolitana"
4314472;43;"RS";"nao metropolitana"
2109809;21;"MA";"metropolitana"
2310258;23;"CE";"nao metropolitana"
3101102;31;"MG";"nao metropolitana"
5005251;50;"MS";"nao metropolitana"
2803005;28;"SE";"nao metropolitana"
5201306;52;"GO";"nao metropolitana"
2606101;26;"PE";"nao metropolitana"
3543006;35;"SP";"nao metropolitana"
1506161;15;"PA";"nao metropolitana"
3166808;31;"MG";"nao metropolitana"
5108907;51;"MT";"nao metropolitana"
3204351;32;"ES";"nao metropolitana"
2930204;29;"BA";"nao metropolitana"
3517703;35;"SP";"nao metropolitana"
5106299;51;"MT";"nao metropolitana"
3519808;35;"SP";"nao metropolitana"
2603207;26;"PE";"metropolitana"
3143401;31;"MG";"nao metropolitana"
3523602;35;"SP";"nao metropolitana"
4311155;43;"RS";"nao metropolitana"
5003801;50;"MS";"nao metropolitana"
3305604;33;"RJ";"nao metropolitana"
2506004;25;"PB";"nao metropolitana"
4205308;42;"SC";"nao metropolitana"
4315503;43;"RS";"nao metropolitana"
3133105;31;"MG";"nao metropolitana"
4204004;42;"SC";"nao metropolitana"
2920601;29;"BA";"nao metropolitana"
2112803;21;"MA";"nao metropolitana"
3111408;31;"MG";"nao metropolitana"
3140902;31;"MG";"nao metropolitana"
4115408;41;"PR";"nao metropolitana"
5007554;50;"MS";"nao metropolitana"
3149903;31;"MG";"nao metropolitana"
2313609;23;"CE";"nao metropolitana"
5004304;50;"MS";"nao metropolitana"
4127205;41;"PR";"nao metropolitana"
2709152;27;"AL";"nao metropolitana"
4107504;41;"PR";"nao metropolitana"
3547700;35;"SP";"nao metropolitana"
3532009;35;"SP";"nao metropolitana"
4321006;43;"RS";"nao metropolitana"
1302900;13;"AM";"nao metropolitana"
4110508;41;"PR";"nao metropolitana"
5002605;50;"MS";"nao metropolitana"
2701100;27;"AL";"nao metropolitana"
4101903;41;"PR";"nao metropolitana"
2111607;21;"MA";"nao metropolitana"
2616308;26;"PE";"nao metropolitana"
5204805;52;"GO";"nao metropolitana"
2906907;29;"BA";"nao metropolitana"
4217907;42;"SC";"nao metropolitana"
5200555;52;"GO";"nao metropolitana"
2902104;29;"BA";"nao metropolitana"
2921906;29;"BA";"nao metropolitana"
1100254;11;"RO";"nao metropolitana"
4203303;42;"SC";"nao metropolitana"
3507407;35;"SP";"nao metropolitana"
3133402;31;"MG";"nao metropolitana"
4318507;43;"RS";"nao metropolitana"
4201257;42;"SC";"nao metropolitana"
2930774;29;"BA";"nao metropolitana"
4314464;43;"RS";"nao metropolitana"
3508009;35;"SP";"nao metropolitana"
3114204;31;"MG";"nao metropolitana"
1504000;15;"PA";"nao metropolitana"
4308102;43;"RS";"nao metropolitana"
2313807;23;"CE";"nao metropolitana"
3205036;32;"ES";"nao metropolitana"
3114501;31;"MG";"nao metropolitana"
2314102;23;"CE";"nao metropolitana"
3162906;31;"MG";"nao metropolitana"
3203346;32;"ES";"nao metropolitana"
4127965;41;"PR";"nao metropolitana"
