COD_UF;UF;COD_CIDADE;NOME_CIDADE;pop2018;area;hierarquia
21;MA;2104008;Esperantinópolis;17379;452,439;Centro de Zona B
52;GO;5219704;Santa Terezinha de Goiás;8931;1202,246;Centro de Zona B
22;PI;2210805;Simplício Mendes;12663;1353,390;Centro de Zona B
31;MG;3142700;Montalvânia;15012;1503,755;Centro de Zona B
31;MG;3158201;Santa Maria do Suaçuí;14620;624,047;Centro de Zona B
17;TO;1714203;Natividade;9239;3240,715;Centro de Zona B
24;RN;2400802;Angicos;11724;741,582;Centro de Zona B
31;MG;3141009;Mato Verde;12508;472,245;Centro de Zona B
22;PI;2210706;Simões;14615;1075,518;Centro de Zona B
25;PB;2515500;Serra Branca;13630;687,535;Centro de Zona B
25;PB;2502805;Brejo do Cruz;13993;399,020;Centro de Zona B
17;TO;1715754;Palmeirópolis;7641;1703,944;Centro de Zona B
24;RN;2406700;Lajes;11208;676,625;Centro de Zona B
24;RN;2409308;Patu;12701;319,129;Centro de Zona B
31;MG;3131802;Itabirinha;11446;209,034;Centro de Zona B
31;MG;3101201;Aiuruoca;6032;649,680;Centro de Zona B
29;BA;2901304;Andaraí;13153;1590,316;Centro de Zona B
31;MG;3116803;Coluna;8907;348,492;Centro de Zona B
22;PI;2203206;Curimatá;11348;2344,655;Centro de Zona B
31;MG;3122702;Dom Silvério;5243;194,972;Centro de Zona B
29;BA;2914109;Ipupiara;9817;1055,760;Centro de Zona B
29;BA;2927903;Santa Inês;10656;379,270;Centro de Zona B
24;RN;2400901;Antônio Martins;7137;244,897;Centro de Zona B
35;SP;3524709;Jaguariúna;56221;141,391;Centro Local
35;SP;3517406;Guaíra;40533;1258,465;Centro Local
35;SP;3541604;Promissão;40027;779,200;Centro Local
31;MG;3131901;Itabirito;51281;542,609;Centro Local
52;GO;5220405;São Simão;20297;414,222;Centro Local
15;PA;1502152;Canaã dos Carajás;36050;3146,407;Centro Local
50;MS;5005400;Maracaju;45932;5299,184;Centro Local
52;GO;5206206;Cristalina;57759;6163,806;Centro Local
35;SP;3512407;Cordeirópolis;24221;137,579;Centro Local
35;SP;3544251;Rosana;17015;744,011;Centro Local
31;MG;3140001;Mariana;60142;1194,208;Centro Local
35;SP;3502754;Araçariguama;21854;145,204;Centro Local
29;BA;2908507;Conceição do Jacuípe;32909;117,529;Centro Local
32;ES;3202801;Itapemirim;34032;550,709;Centro Local
33;RJ;3304003;Piraí;28999;490,255;Centro Local
50;MS;5007802;Selvíria;6515;3258,325;Centro Local
32;ES;3204302;Presidente Kennedy;11488;594,897;Centro Local
31;MG;3161908;São Gonçalo do Rio Abaixo;10818;363,828;Centro Local
35;SP;3503802;Arranjo Populacional de Artur Nogueira/SP;68029;243,603;Centro Local
41;PR;4119301;Pinhão;32219;2001,588;Centro Local
24;RN;2404507;Guamaré;15349;258,307;Centro Local
15;PA;1505304;Oriximiná;72160;107603,436;Centro Local
41;PR;4114401;Mangueirinha;16787;1055,458;Centro Local
35;SP;3505302;Arranjo Populacional de Barra Bonita - Igaraçu do Tietê/SP;60725;247,868;Centro Local
35;SP;3519709;Ibiúna;78262;1058,082;Centro Local
35;SP;3520103;Arranjo Populacional de Igarapava/SP;46122;773,968;Centro Local
41;PR;4103453;Cafelândia;17775;271,724;Centro Local
50;MS;5007901;Sidrolândia;56081;5286,405;Centro Local
50;MS;5003256;Costa Rica;20496;4159,003;Centro Local
41;PR;4104600;Capitão Leônidas Marques;15724;275,748;Centro Local
35;SP;3506359;Bertioga;61736;491,546;Centro Local
29;BA;2928901;São Desidério;33193;15116,397;Centro Local
31;MG;3169356;Três Marias;31984;2678,253;Centro Local
50;MS;5006002;Nova Alvorada do Sul;21300;4019,323;Centro Local
35;SP;3518305;Guararema;29451;270,816;Centro Local
41;PR;4115705;Arranjo Populacional de Matinhos - Pontal do Paraná/PR;60843;318,309;Centro Local
15;PA;1507300;São Félix do Xingu;124763;84212,932;Centro Local
52;GO;5200308;Alexânia;27288;847,893;Centro Local
35;SP;3513702;Descalvado;33520;753,706;Centro Local
31;MG;3156908;Sacramento;25989;3073,268;Centro Local
41;PR;4114203;Mandaguari;34281;335,814;Centro Local
15;PA;1508126;Ulianópolis;57632;5088,468;Centro Local
41;PR;4117701;Palmeira;33757;1470,072;Centro Local
51;MT;5102686;Campos de Júlio;6710;6787,282;Centro Local
51;MT;5106240;Nova Ubiratã;11694;12500,114;Centro Local
28;SE;2801207;Canindé de São Francisco;29430;901,094;Centro Local
35;SP;3556305;Arranjo Populacional de Valparaíso/SP;29085;1159,348;Centro Local
35;SP;3518602;Arranjo Populacional de Guariba/SP;45325;404,710;Centro Local
29;BA;2904902;Arranjo Populacional de Cachoeira - Muritiba - Governador Mangabeira/BA;98644;696,315;Centro Local
33;RJ;3303807;Paraty;42630;924,296;Centro Local
50;MS;5002407;Caarapó;29743;2089,600;Centro Local
35;SP;3531902;Morro Agudo;32641;1388,127;Centro Local
35;SP;3518206;Guararapes;32774;955,637;Centro Local
35;SP;3540002;Arranjo Populacional de Pompéia/SP;28438;1103,611;Centro Local
41;PR;4117305;Ortigueira;22327;2429,564;Centro Local
33;RJ;3301504;Arranjo Populacional de Cordeiro - Cantagalo/RJ;41983;860,248;Centro Local
26;PE;2607653;Arranjo Populacional de Itambé/PE - Pedras de Fogo/PB;84058;826,561;Centro Local
51;MT;5107065;Querência;17014;17786,195;Centro Local
35;SP;3553401;Tanabi;25830;747,218;Centro Local
33;RJ;3303856;Arranjo Populacional de Paty do Alferes - Miguel Pereira/RJ;53171;602,274;Centro Local
35;SP;3520301;Arranjo Populacional de Iguape/SP;41686;2175,362;Centro Local
52;GO;5210109;Ipameri;26792;4368,991;Centro Local
35;SP;3542206;Rancharia;29688;1587,498;Centro Local
51;MT;5104609;Itiquira;13163;8659,910;Centro Local
43;RS;4322202;Tupanciretã;23824;2253,245;Centro Local
15;PA;1502103;Cametá;136390;3081,367;Centro Local
35;SP;3512001;Colina;18398;422,303;Centro Local
13;AM;1301209;Coari;84272;57970,768;Centro Local
35;SP;3553955;Tarumã;14812;302,913;Centro Local
35;SP;3537107;Pedreira;47361;108,817;Centro Local
29;BA;2909307;Correntina;32081;11492,171;Centro Local
50;MS;5000203;Água Clara;15257;7784,924;Centro Local
32;ES;3203320;Marataízes;38108;130,268;Centro Local
31;MG;3127008;Fronteira;17701;199,987;Centro Local
43;RS;4317608;Santo Antônio da Patrulha;42648;1049,807;Centro Local
35;SP;3529708;Miguelópolis;22093;820,849;Centro Local
35;SP;3554300;Teodoro Sampaio;23019;1555,803;Centro Local
52;GO;5205471;Chapadão do Céu;9842;2185,124;Centro Local
43;RS;4311205;Júlio de Castilhos;19364;1929,395;Centro Local
52;GO;5210406;Itaberaí;42163;1457,280;Centro Local
35;SP;3509254;Cajati;28605;454,436;Centro Local
35;SP;3506805;Bocaina;12204;363,926;Centro Local
33;RJ;3300803;Cachoeiras de Macacu;58560;954,749;Centro Local
41;PR;4101606;Arapoti;27925;1360,494;Centro Local
51;MT;5100607;Alto Taquari;10557;1440,399;Centro Local
52;GO;5219308;Santa Helena de Goiás;38485;1141,389;Centro Local
35;SP;3540200;Pontal;49047;356,371;Centro Local
50;MS;5004700;Ivinhema;23140;2010,168;Centro Local
32;ES;3204559;Santa Maria de Jetibá;39849;735,239;Centro Local
41;PR;4125704;São Miguel do Iguaçu;27325;851,917;Centro Local
35;SP;3527603;Luís Antônio;14592;598,257;Centro Local
31;MG;3141108;Arranjo Populacional de Matozinhos/MG;47152;347,613;Centro Local
15;PA;1508357;Vitória do Xingu;14987;3089,537;Centro Local
24;RN;2412203;Arranjo Populacional de São José de Mipibu - Nísia Floresta/RN;70900;598,185;Centro Local
42;SC;4203907;Arranjo Populacional de Capinzal/SC;33303;647,192;Centro Local
33;RJ;3304151;Quissamã;24246;709,397;Centro Local
29;BA;2911105;Formosa do Rio Preto;25311;15901,745;Centro Local
33;RJ;3306206;Vassouras;36702;535,638;Centro Local
52;GO;5204250;Cachoeira Dourada;8102;521,134;Centro Local
26;PE;2613008;São Bento do Una;58956;719,148;Centro Local
33;RJ;3304755;São Francisco de Itabapoana;42201;1118,037;Centro Local
43;RS;4300901;Aratiba;6283;342,279;Centro Local
35;SP;3526001;Junqueirópolis;20524;582,565;Centro Local
31;MG;3152808;Prata;27688;4847,544;Centro Local
31;MG;3119302;Coromandel;27982;3313,116;Centro Local
15;PA;1503903;Juruti;56908;8305,454;Centro Local
31;MG;3160702;Santos Dumont;46555;637,373;Centro Local
35;SP;3510005;Cândido Mota;31212;595,811;Centro Local
50;MS;5007109;Ribas do Rio Pardo;24258;17308,805;Centro Local
50;MS;5001003;Aparecida do Taboado;25431;2750,150;Centro Local
31;MG;3129509;Ibiá;25035;2704,132;Centro Local
35;SP;3556404;Vargem Grande do Sul;42573;267,178;Centro Local
32;ES;3201407;Castelo;37317;663,515;Centro Local
41;PR;4127502;Tibagi;20436;2951,567;Centro Local
35;SP;3548005;Santo Antônio de Posse;23085;154,133;Centro Local
43;RS;4315701;Rio Pardo;38284;2050,650;Centro Local
15;PA;1507953;Tailândia;103664;4430,477;Centro Local
23;CE;2303501;Cascavel;71499;834,963;Centro Local
15;PA;1504703;Moju;80988;9094,139;Centro Local
35;SP;3530201;Mirante do Paranapanema;18178;1238,931;Centro Local
25;PB;2500601;Alhandra;19391;182,663;Centro Local
41;PR;4123501;Santa Helena;26206;758,227;Centro Local
35;SP;3510807;Casa Branca;30237;864,225;Centro Local
42;SC;4213104;Arranjo Populacional de Piratuba - Ipira/SC;8451;301,739;Centro Local
31;MG;3145000;Nova Ponte;15280;1111,011;Centro Local
35;SP;3502200;Angatuba;24969;1027,288;Centro Local
35;SP;3537008;Pedregulho;16676;712,604;Centro Local
52;GO;5215702;Palmeiras de Goiás;28313;1539,692;Centro Local
52;GO;5213004;Arranjo Populacional de Maurilândia/GO;22854;1927,595;Centro Local
15;PA;1505064;Novo Repartimento;74602;15398,716;Centro Local
35;SP;3505807;Bastos;20954;170,912;Centro Local
51;MT;5101902;Brasnorte;19248;15959,135;Centro Local
52;GO;5216403;Paraúna;10995;3779,385;Centro Local
52;GO;5203302;Bela Vista de Goiás;29448;1275,849;Centro Local
35;SP;3550407;Arranjo Populacional de São Pedro/SP;38698;614,890;Centro Local
52;GO;5204300;Caçu;15743;2251,010;Centro Local
41;PR;4126272;Saudade do Iguaçu;5459;152,085;Centro Local
29;BA;2925204;Pojuca;39045;314,933;Centro Local
31;MG;3117504;Conceição do Mato Dentro;17641;1720,011;Centro Local
15;PA;1500206;Acará;55513;4343,550;Centro Local
24;RN;2402600;Ceará-Mirim;73099;724,838;Centro Local
27;AL;2708105;Santana do Mundaú;10755;225,407;Centro Local
51;MT;5108006;Tapurah;13359;4489,391;Centro Local
31;MG;3117306;Conceição das Alagoas;27425;1340,250;Centro Local
35;SP;3521804;Itaí;26861;1092,884;Centro Local
29;BA;2929305;São Gonçalo dos Campos;37139;294,768;Centro Local
52;GO;5203500;Bom Jesus de Goiás;24776;1405,028;Centro Local
35;SP;3500303;Aguaí;35954;474,554;Centro Local
31;MG;3151602;Arranjo Populacional de Planura/MG - Colômbia/SP;18171;1046,168;Centro Local
15;PA;1506708;Santana do Araguaia;71187;11591,455;Centro Local
42;SC;4217501;Seara;17506;309,627;Centro Local
51;MT;5106307;Paranatinga;22246;24162,444;Centro Local
23;CE;2308708;Morada Nova;62069;2778,578;Centro Local
28;SE;2803203;Itaporanga d'Ajuda;33994;739,702;Centro Local
42;SC;4216305;São João Batista;36244;199,976;Centro Local
41;PR;4109609;Guaratuba;36595;1326,670;Centro Local
35;SP;3552106;Socorro;40648;449,029;Centro Local
31;MG;3147402;Arranjo Populacional de Paraopeba/MG;35870;781,662;Centro Local
52;GO;5217104;Piracanjuba;24499;2380,732;Centro Local
43;RS;4319604;São Sepé;23690;2203,152;Centro Local
35;SP;3540903;Pradópolis;21110;167,378;Centro Local
51;MT;5106372;Pedra Preta;17456;4049,470;Centro Local
29;BA;2928802;Santo Estêvão;52413;360,334;Centro Local
43;RS;4300802;Arranjo Populacional de Antônio Prado/RS;19643;947,393;Centro Local
42;SC;4211751;Arranjo Populacional de Otacílio Costa/SC;21113;1134,457;Centro Local
29;BA;2933208;Arranjo Populacional de Vera Cruz - Itaparica/BA;64820;417,407;Centro Local
33;RJ;3304805;São Fidélis;38626;1034,893;Centro Local
41;PR;4111902;Jaguapitã;13494;475,004;Centro Local
35;SP;3547601;Santa Rosa de Viterbo;26322;288,576;Centro Local
52;GO;5213756;Montividiu;13115;1869,728;Centro Local
43;RS;4309001;Giruá;16151;856,541;Centro Local
41;PR;4110102;Imbituva;32179;756,535;Centro Local
31;MG;3133006;Itamonte;15440;431,792;Centro Local
35;SP;3529609;Meridiano;3848;228,199;Centro Local
52;GO;5207402;Edéia;12276;1461,503;Centro Local
32;ES;3200409;Anchieta;28736;409,691;Centro Local
17;TO;1713205;Arranjo Populacional de Miracema do Tocantins/TO;26037;5257,693;Centro Local
43;RS;4313201;Nova Petrópolis;21156;291,300;Centro Local
35;SP;3514304;Dourado;8868;205,874;Centro Local
31;MG;3114303;Carmo do Paranaíba;30324;1307,862;Centro Local
15;PA;1505809;Portel;61126;25384,960;Centro Local
31;MG;3157203;Santa Bárbara;30807;684,060;Centro Local
41;PR;4119103;Piên;12606;254,792;Centro Local
43;RS;4321303;Taquari;26838;349,967;Centro Local
31;MG;3159803;Santa Vitória;19608;3001,357;Centro Local
32;ES;3201902;Domingos Martins;33711;1229,210;Centro Local
51;MT;5101407;Aripuanã;21987;25107,968;Centro Local
27;AL;2704500;Arranjo Populacional de Maragogi/AL - São José da Coroa Grande/PE;53373;403,349;Centro Local
35;SP;3511409;Cerqueira César;19774;511,621;Centro Local
41;PR;4101101;Andirá;20139;236,075;Centro Local
41;PR;4119400;Piraí do Sul;25291;1403,066;Centro Local
35;SP;3514106;Dois Córregos;27112;632,972;Centro Local
42;SC;4208104;Itaiópolis;21556;1296,580;Centro Local
33;RJ;3300506;Bom Jardim;27269;382,430;Centro Local
41;PR;4124400;Arranjo Populacional Internacional de Santo Antônio do Sudoeste/Brasil;25290;551,791;Centro Local
31;MG;3152006;Pompéu;31583;2551,074;Centro Local
15;PA;1504802;Monte Alegre;57900;18152,559;Centro Local
35;SP;3536604;Arranjo Populacional de Paulo de Faria - Orindiúva/SP;15865;985,364;Centro Local
35;SP;3507902;Brotas;24163;1101,374;Centro Local
27;AL;2700409;Atalaia;47000;533,258;Centro Local
43;RS;4312906;Nova Bassano;9824;211,611;Centro Local
31;MG;3109303;Buritis;24663;5225,186;Centro Local
35;SP;3551603;Serra Negra;29001;203,734;Centro Local
41;PR;4106605;Cruzeiro do Oeste;20917;775,984;Centro Local
15;PA;1508308;Viseu;61049;4939,254;Centro Local
42;SC;4205803;Garuva;17800;503,595;Centro Local
31;MG;3149804;Perdizes;16009;2451,112;Centro Local
15;PA;1507607;São Miguel do Guamá;58328;1110,175;Centro Local
15;PA;1500404;Alenquer;56480;23645,452;Centro Local
15;PA;1502806;Curralinho;33893;3617,252;Centro Local
41;PR;4103602;Cambará;25252;366,153;Centro Local
51;MT;5107305;São José do Rio Claro;20312;4533,010;Centro Local
15;PA;1502939;Dom Eliseu;58956;5268,809;Centro Local
41;PR;4124806;São João;10303;388,059;Centro Local
50;MS;5004502;Itaporã;23886;1321,811;Centro Local
31;MG;3169604;Tupaciguara;25253;1823,960;Centro Local
35;SP;3550209;São Miguel Arcanjo;32859;930,339;Centro Local
13;AM;1301308;Codajás;28100;18700,713;Centro Local
31;MG;3151404;Arranjo Populacional de Pitangui/MG;33235;819,942;Centro Local
23;CE;2313500;Trairi;55535;929,023;Centro Local
35;SP;3535804;Paranapanema;19993;1018,724;Centro Local
41;PR;4127403;Terra Roxa;17439;800,807;Centro Local
31;MG;3157708;Santa Juliana;13743;723,784;Centro Local
26;PE;2601904;Bezerros;60714;492,632;Centro Local
15;PA;1508001;Tomé-Açu;62854;5145,361;Centro Local
43;RS;4319000;São Marcos;21449;256,355;Centro Local
35;SP;3512209;Conchal;27820;182,793;Centro Local
13;AM;1301852;Iranduba;47571;2216,817;Centro Local
23;CE;2302206;Beberibe;53421;1620,344;Centro Local
50;MS;5002209;Bonito;21738;4934,414;Centro Local
52;GO;5204409;Caiapônia;18715;8635,129;Centro Local
43;RS;4316709;Santa Bárbara do Sul;8099;975,507;Centro Local
31;MG;3105400;Barão de Cocais;32319;340,585;Centro Local
31;MG;3162005;São Gonçalo do Sapucaí;25332;516,683;Centro Local
41;PR;4120002;Porecatu;13084;291,663;Centro Local
35;SP;3519105;Iacanga;11559;547,393;Centro Local
15;PA;1506500;Santa Izabel do Pará;69746;717,662;Centro Local
43;RS;4311007;Jaguarão;26869;2052,410;Centro Local
50;MS;5000856;Angélica;10620;1273,268;Centro Local
35;SP;3531407;Monte Aprazível;24794;495,559;Centro Local
43;RS;4318200;São Francisco de Paula;21633;3265,718;Centro Local
35;SP;3528007;Macatuba;17111;224,514;Centro Local
41;PR;4106506;Coronel Vivida;20892;684,417;Centro Local
51;MT;5103007;Chapada dos Guimarães;19588;6450,543;Centro Local
35;SP;3547502;Santa Rita do Passa Quatro;27514;754,141;Centro Local
41;PR;4102109;Astorga;26011;434,792;Centro Local
35;SP;3533007;Arranjo Populacional de Nova Granada/SP;25646;774,742;Centro Local
51;MT;5104526;Ipiranga do Norte;7395;3466,697;Centro Local
50;MS;5007935;Sonora;18828;4075,423;Centro Local
51;MT;5106232;Nova Olímpia;20034;1367,743;Centro Local
42;SC;4208450;Itapoá;19963;245,394;Centro Local
31;MG;3129707;Ibiraci;13687;562,095;Centro Local
50;MS;5004601;Itaquiraí;20905;2064,042;Centro Local
52;GO;5200134;Acreúna;22182;1565,997;Centro Local
35;SP;3535309;Palmital;22168;548,407;Centro Local
15;PA;1505106;Óbidos;51964;28021,443;Centro Local
35;SP;3551900;Severínia;17328;140,460;Centro Local
35;SP;3530102;Mirandópolis;29418;917,694;Centro Local
41;PR;4106308;Corbélia;17024;529,384;Centro Local
43;RS;4316303;Roque Gonzales;6899;348,056;Centro Local
51;MT;5105606;Matupá;16334;5219,025;Centro Local
35;SP;3522901;Itapuí;13833;140,023;Centro Local
35;SP;3500501;Arranjo Populacional de Águas de Lindóia/SP;26463;108,882;Centro Local
42;SC;4200101;Abelardo Luz;17847;953,992;Centro Local
41;PR;4113908;Mallet;13595;753,713;Centro Local
31;MG;3155504;Rio Paranaíba;12291;1352,353;Centro Local
35;SP;3514908;Elias Fausto;17604;202,360;Centro Local
35;SP;3537909;Pilar do Sul;28963;681,248;Centro Local
35;SP;3511003;Castilho;20738;1065,318;Centro Local
35;SP;3545506;Sandovalina;4248;455,856;Centro Local
15;PA;1502772;Curionópolis;18014;2369,098;Centro Local
52;GO;5209952;Arranjo Populacional de Indiara/GO;21504;1820,581;Centro Local
42;SC;4217006;São Ludgero;13165;107,687;Centro Local
31;MG;3130705;Indianópolis;6829;830,030;Centro Local
51;MT;5100409;Alto Garças;11868;3865,971;Centro Local
29;BA;2907202;Casa Nova;71366;9647,072;Centro Local
50;MS;5001243;Aral Moreira;11963;1655,660;Centro Local
11;RO;1100452;Buritis;38937;3265,809;Centro Local
23;CE;2300200;Acaraú;62557;845,468;Centro Local
26;PE;2615409;Toritama;44254;25,704;Centro Local
35;SP;3515202;Estrela d'Oeste;8418;296,281;Centro Local
35;SP;3521705;Itaberá;17635;1100,247;Centro Local
29;BA;2916302;Itapebi;10306;1013,074;Centro Local
31;MG;3116605;Cláudio;28366;630,706;Centro Local
31;MG;3142809;Monte Alegre de Minas;20999;2595,957;Centro Local
41;PR;4105300;Céu Azul;11709;1179,449;Centro Local
42;SC;4204558;Correia Pinto;13040;647,388;Centro Local
35;SP;3536406;Paulicéia;7274;374,091;Centro Local
31;MG;3171006;Vazante;20537;1913,396;Centro Local
31;MG;3140704;Mateus Leme;30798;301,383;Centro Local
21;MA;2104800;Grajaú;68876;8863,570;Centro Local
41;PR;4126504;Sertanópolis;16323;505,532;Centro Local
41;PR;4121703;Reserva;26602;1635,522;Centro Local
15;PA;1504455;Medicilândia;31213;8272,629;Centro Local
35;SP;3535002;Palestina;12786;697,701;Centro Local
43;RS;4306908;Encruzilhada do Sul;25791;3348,447;Centro Local
31;MG;3162948;São José da Barra;7371;314,253;Centro Local
31;MG;3113206;Carandaí;25327;487,280;Centro Local
26;PE;2614204;Sirinhaém;45359;374,321;Centro Local
35;SP;3529203;Martinópolis;26289;1253,564;Centro Local
35;SP;3521903;Itajobi;15226;502,066;Centro Local
15;PA;1505031;Novo Progresso;25758;38162,035;Centro Local
21;MA;2110005;Santa Luzia;72440;4837,038;Centro Local
35;SP;3508603;Cachoeira Paulista;33067;287,990;Centro Local
32;ES;3204708;São Gabriel da Palha;37361;434,887;Centro Local
31;MG;3123601;Elói Mendes;27823;499,537;Centro Local
25;PB;2515302;Sapé;52443;315,532;Centro Local
51;MT;5103304;Comodoro;20513;21518,254;Centro Local
33;RJ;3302809;Arranjo Populacional de Mendes - Engenheiro Paulo de Frontin/RJ;32507;235,140;Centro Local
21;MA;2105401;Itapecuru Mirim;67673;1478,562;Centro Local
42;SC;4218509;Treze Tílias;7687;186,642;Centro Local
35;SP;3509403;Cajuru;25935;660,088;Centro Local
13;AM;1303536;Presidente Figueiredo;35352;25459,099;Centro Local
11;RO;1100098;Espigão D'Oeste;32047;4518,027;Centro Local
43;RS;4316006;Rolante;21199;295,637;Centro Local
24;RN;2407203;Macau;31584;775,302;Centro Local
32;ES;3205069;Venda Nova do Imigrante;24800;185,909;Centro Local
31;MG;3111101;Campina Verde;19738;3650,749;Centro Local
24;RN;2414407;Touros;33734;840,928;Centro Local
15;PA;1505437;Ourilândia do Norte;32319;14410,567;Centro Local
42;SC;4210001;Luiz Alves;12609;260,106;Centro Local
15;PA;1501782;Breu Branco;64738;3941,911;Centro Local
51;MT;5105903;Nobres;15338;3911,850;Centro Local
51;MT;5107008;Poxoréu;16421;6874,158;Centro Local
35;SP;3517604;Guapiara;17293;408,292;Centro Local
41;PR;4114005;Mamborê;13252;788,061;Centro Local
35;SP;3516903;General Salgado;10876;494,376;Centro Local
31;MG;3110509;Camanducaia;21738;528,688;Centro Local
51;MT;5107768;Santa Rita do Trivelato;3330;4734,930;Centro Local
51;MT;5108501;Vera;11216;2953,978;Centro Local
41;PR;4101200;Antonina;19011;882,317;Centro Local
41;PR;4112801;Joaquim Távora;11803;289,173;Centro Local
43;RS;4302352;Bom Princípio;13846;88,779;Centro Local
31;MG;3135050;Jaíba;38413;2635,467;Centro Local
15;PA;1505486;Pacajá;46986;11832,330;Centro Local
41;PR;4116703;Nova Aurora;10650;474,011;Centro Local
15;PA;1506187;Rondon do Pará;51903;8246,394;Centro Local
42;SC;4211009;Mondaí;11592;200,276;Centro Local
29;BA;2907509;Catu;54424;426,955;Centro Local
35;SP;3528809;Maracaí;13967;533,498;Centro Local
11;RO;1100320;São Miguel do Guaporé;22931;7460,219;Centro Local
52;GO;5220207;São Miguel do Araguaia;22067;6148,795;Centro Local
51;MT;5107800;Santo Antônio do Leverger;16433;9442,462;Centro Local
42;SC;4204707;Cunha Porã;11053;220,099;Centro Local
43;RS;4312617;Muitos Capões;3151;1193,049;Centro Local
15;PA;1503705;Itupiranga;53182;7880,109;Centro Local
51;MT;5106505;Poconé;32768;17025,406;Centro Local
42;SC;4210605;Massaranduba;16704;374,459;Centro Local
42;SC;4211504;Nova Trento;14312;402,852;Centro Local
35;SP;3540804;Potirendaba;17201;342,492;Centro Local
17;TO;1716604;Peixe;11623;5291,206;Centro Local
14;RR;1400472;Rorainópolis;29533;33579,739;Centro Local
24;RN;2401453;Baraúna;27994;825,682;Centro Local
35;SP;3536208;Pariquera-Açu;19570;359,414;Centro Local
15;PA;1508159;Uruará;45517;10791,406;Centro Local
41;PR;4110409;Indianópolis;4449;122,622;Centro Local
31;MG;3147204;Paraguaçu;21418;424,296;Centro Local
29;BA;2902906;Barra do Choça;32018;765,152;Centro Local
31;MG;3134905;Jacutinga;25684;347,667;Centro Local
27;AL;2704203;Limoeiro de Anadia;28495;309,205;Centro Local
43;RS;4301305;Arroio Grande;18351;2514,763;Centro Local
24;RN;2401107;Areia Branca;27162;335,219;Centro Local
13;AM;1301704;Humaitá;54001;33111,143;Centro Local
41;PR;4107256;Douradina;8621;419,853;Centro Local
35;SP;3531506;Monte Azul Paulista;19050;263,462;Centro Local
42;SC;4213708;Pouso Redondo;17189;359,225;Centro Local
21;MA;2102325;Buriticupu;71723;2544,857;Centro Local
15;PA;1501907;Bujaru;28832;1005,168;Centro Local
29;BA;2910602;Esplanada;36882;1299,355;Centro Local
21;MA;2112001;Tasso Fragoso;8459;4382,975;Centro Local
35;SP;3553302;Tambaú;23182;561,788;Centro Local
32;ES;3203056;Jaguaré;29904;659,751;Centro Local
31;MG;3160405;Santo Antônio do Monte;28054;1125,780;Centro Local
15;PA;1503804;Jacundá;58457;2008,315;Centro Local
15;PA;1505205;Oeiras do Pará;32168;3852,291;Centro Local
41;PR;4118105;Arranjo Populacional de Paranacity/PR;15850;607,734;Centro Local
41;PR;4104428;Candói;15903;1512,786;Centro Local
31;MG;3133758;Itaú de Minas;16014;153,421;Centro Local
32;ES;3200201;Alegre;30568;772,000;Centro Local
50;MS;5002308;Brasilândia;11891;5807,224;Centro Local
32;ES;3205010;Sooretama;29449;587,036;Centro Local
50;MS;5006275;Paraíso das Águas;5455;5061,433;Centro Local
31;MG;3111606;Campos Gerais;28703;769,504;Centro Local
28;SE;2807105;Simão Dias;40486;564,360;Centro Local
35;SP;3505609;Barrinha;32434;146,025;Centro Local
41;PR;4121802;Ribeirão Claro;10693;629,224;Centro Local
15;PA;1503457;Ipixuna do Pará;62455;5215,555;Centro Local
41;PR;4122008;Rio Azul;15134;599,056;Centro Local
41;PR;4111209;Itapejara d'Oeste;11831;254,014;Centro Local
43;RS;4319158;São Miguel das Missões;7663;1227,927;Centro Local
11;RO;1100015;Alta Floresta D'Oeste;23167;7067,025;Centro Local
13;AM;1302702;Manicoré;54907;48315,021;Centro Local
26;PE;2602100;Bom Conselho;48336;792,185;Centro Local
33;RJ;3303005;Miracema;27195;303,244;Centro Local
12;AC;1200500;Sena Madureira;45177;23753,066;Centro Local
31;MG;3144607;Nepomuceno;26709;582,553;Centro Local
29;BA;2926202;Riachão das Neves;22343;5978,998;Centro Local
29;BA;2923001;Nova Viçosa;42950;1316,380;Centro Local
21;MA;2106755;Miranda do Norte;28001;341,107;Centro Local
35;SP;3533601;Nuporanga;7386;348,265;Centro Local
29;BA;2925105;Poções;46862;937,269;Centro Local
51;MT;5106422;Peixoto de Azevedo;34607;14400,558;Centro Local
29;BA;2910503;Entre Rios;41654;1187,514;Centro Local
33;RJ;3301207;Carmo;18755;306,513;Centro Local
41;PR;4105706;Clevelândia;16671;703,638;Centro Local
50;MS;5005608;Miranda;27795;5475,367;Centro Local
51;MT;5103254;Colniza;37280;27946,126;Centro Local
35;SP;3501004;Altinópolis;16164;928,956;Centro Local
50;MS;5008008;Terenos;21311;2841,686;Centro Local
31;MG;3153400;Presidente Olegário;19377;3503,742;Centro Local
52;GO;5215306;Orizona;15502;1972,884;Centro Local
26;PE;2609501;Nazaré da Mata;32366;130,572;Centro Local
52;GO;5214002;Mozarlândia;15444;1734,364;Centro Local
31;MG;3144102;Muzambinho;20594;409,948;Centro Local
15;PA;1507979;Terra Santa;18619;1895,883;Centro Local
41;PR;4125100;São João do Triunfo;14996;720,407;Centro Local
42;SC;4208807;Jaguaruna;19755;326,505;Centro Local
33;RJ;3305158;São José do Vale do Rio Preto;21670;220,063;Centro Local
35;SP;3546306;Santa Cruz das Palmeiras;33975;295,337;Centro Local
