COD_UF;UF;COD_CIDADE;NOME_CIDADE;pop2018;area;hierarquia
35;SP;3550308;Arranjo Populacional de São Paulo/SP;21510595;7153,971;Grande Metrópole Nacional
33;RJ;3304557;Arranjo Populacional do Rio de Janeiro/RJ;12712762;6044,980;Metrópole Nacional
53;DF;5300108;Arranjo Populacional de Brasília/DF;3931072;17199,340;Metrópole Nacional
31;MG;3106200;Arranjo Populacional de Belo Horizonte/MG;5160564;5519,435;Metrópole
43;RS;4314902;Arranjo Populacional de Porto Alegre/RS;3955384;5791,354;Metrópole
41;PR;4106902;Arranjo Populacional de Curitiba/PR;3430082;7872,809;Metrópole
35;SP;3509502;Arranjo Populacional de Campinas/SP;2140988;1774,602;Metrópole
29;BA;2927408;Arranjo Populacional de Salvador/BA;3795668;3617,513;Metrópole
26;PE;2611606;Arranjo Populacional do Recife/PE;4031485;3036,429;Metrópole
23;CE;2304400;Arranjo Populacional de Fortaleza/CE;3615573;3081,488;Metrópole
13;AM;1302603;Manaus;2145444;11401,092;Metrópole
52;GO;5208707;Arranjo Populacional de Goiânia/GO;2458668;4972,041;Metrópole
32;ES;3205309;Arranjo Populacional de Vitória/ES;1828691;1733,830;Metrópole
15;PA;1501402;Arranjo Populacional de Belém/PA;2202308;1541,078;Metrópole
42;SC;4205407;Arranjo Populacional de Florianópolis/SC;1036775;3208,084;Metrópole
35;SP;3543402;Arranjo Populacional de Ribeirão Preto/SP;858911;2299,919;Capital Regional A
21;MA;2111300;Arranjo Populacional de São Luís/MA;1421946;969,833;Capital Regional A
24;RN;2408102;Arranjo Populacional de Natal/RN;1342500;1191,938;Capital Regional A
51;MT;5103403;Arranjo Populacional de Cuiabá/MT;889162;4209,106;Capital Regional A
50;MS;5002704;Campo Grande;885711;8092,951;Capital Regional A
25;PB;2507507;Arranjo Populacional de João Pessoa/PB;1136627;1258,646;Capital Regional A
27;AL;2704302;Arranjo Populacional de Maceió/AL;1211882;1582,363;Capital Regional A
28;SE;2800308;Arranjo Populacional de Aracaju/SE;1050402;1631,343;Capital Regional A
22;PI;2211001;Arranjo Populacional de Teresina/PI;1029415;3155,658;Capital Regional A
35;SP;3549904;Arranjo Populacional de São José dos Campos/SP;1593938;4577,600;Capital Regional B
35;SP;3552205;Arranjo Populacional de Sorocaba/SP;889472;1253,395;Capital Regional B
31;MG;3170206;Uberlândia;683247;4115,206;Capital Regional B
42;SC;4208203;Arranjo Populacional de Itajaí - Balneário Camboriú/SC;597484;953,020;Capital Regional B
42;SC;4209102;Arranjo Populacional de Joinville/SC;619854;1512,118;Capital Regional B
41;PR;4113700;Arranjo Populacional de Londrina/PR;736153;2604,864;Capital Regional B
43;RS;4305108;Arranjo Populacional de Caxias do Sul/RS;581481;2059,518;Capital Regional B
41;PR;4115200;Arranjo Populacional de Maringá/PR;636899;2430,697;Capital Regional B
42;SC;4202404;Arranjo Populacional de Blumenau/SC;502853;1587,518;Capital Regional B
35;SP;3549805;Arranjo Populacional de São José do Rio Preto/SP;614999;2594,674;Capital Regional B
31;MG;3136702;Arranjo Populacional de Juiz de Fora/MG;588332;1985,145;Capital Regional B
11;RO;1100205;Arranjo Populacional de Porto Velho/RO;545514;40934,822;Capital Regional B
35;SP;3506003;Arranjo Populacional de Bauru/SP;387775;1070,093;Capital Regional B
29;BA;2910800;Feira de Santana;609913;1304,425;Capital Regional B
42;SC;4204608;Arranjo Populacional de Criciúma/SC;386044;2031,530;Capital Regional B
41;PR;4104808;Arranjo Populacional de Cascavel/PR;334658;2427,264;Capital Regional B
42;SC;4204202;Arranjo Populacional de Chapecó/SC;225749;914,544;Capital Regional B
31;MG;3143302;Montes Claros;404804;3568,941;Capital Regional B
43;RS;4314100;Passo Fundo;201767;783,603;Capital Regional B
17;TO;1721000;Palmas;291855;2218,942;Capital Regional B
23;CE;2307304;Arranjo Populacional de Juazeiro do Norte/CE;463453;1994,807;Capital Regional B
26;PE;2604106;Caruaru;356872;920,610;Capital Regional B
29;BA;2933307;Vitória da Conquista;338885;3705,838;Capital Regional B
29;BA;2914802;Itabuna;212740;401,028;Capital Regional B
35;SP;3525904;Arranjo Populacional de Jundiaí/SP;804936;1269,462;Capital Regional C
35;SP;3548500;Arranjo Populacional da Baixada Santista/SP;1719370;1610,975;Capital Regional C
33;RJ;3302403;Arranjo Populacional de Macaé - Rio das Ostras/RJ;480018;2563,046;Capital Regional C
35;SP;3538709;Arranjo Populacional de Piracicaba/SP;460838;1880,310;Capital Regional C
33;RJ;3301009;Arranjo Populacional de Campos dos Goytacazes/RJ;539562;4484,883;Capital Regional C
35;SP;3501608;Arranjo Populacional de Americana - Santa Bárbara d´Oeste/SP;489019;478,730;Capital Regional C
33;RJ;3306305;Arranjo Populacional de Volta Redonda - Barra Mansa/RJ;480915;811,492;Capital Regional C
31;MG;3131307;Arranjo Populacional de Ipatinga/MG;556788;2253,391;Capital Regional C
41;PR;4119905;Arranjo Populacional de Ponta Grossa/PR;371036;2704,412;Capital Regional C
41;PR;4108304;Arranjo Populacional Internacional de Foz do Iguaçu/Brasil - Ciudad del Este/Paraguai;282047;877,746;Capital Regional C
31;MG;3170107;Uberaba;330361;4523,957;Capital Regional C
52;GO;5201108;Anápolis;381970;933,156;Capital Regional C
33;RJ;3303906;Arranjo Populacional de Petrópolis/RJ;318158;901,868;Capital Regional C
35;SP;3526902;Arranjo Populacional de Limeira/SP;327528;695,829;Capital Regional C
33;RJ;3300704;Arranjo Populacional de Cabo Frio/RJ;388710;969,580;Capital Regional C
35;SP;3516200;Arranjo Populacional de Franca/SP;396919;2376,580;Capital Regional C
16;AP;1600303;Arranjo Populacional de Macapá/AP;613244;8105,073;Capital Regional C
35;SP;3503208;Arranjo Populacional de Araraquara/SP;298033;1840,848;Capital Regional C
35;SP;3548906;Arranjo Populacional de São Carlos/SP;284141;1427,885;Capital Regional C
35;SP;3541406;Arranjo Populacional de Presidente Prudente/SP;357319;4971,540;Capital Regional C
51;MT;5107602;Rondonópolis;228857;4686,622;Capital Regional C
25;PB;2504009;Arranjo Populacional de Campina Grande/PB;506146;1382,186;Capital Regional C
26;PE;2611101;Arranjo Populacional de Petrolina/PE - Juazeiro/BA;559048;11283,107;Capital Regional C
43;RS;4316808;Arranjo Populacional de Santa Cruz do Sul/RS;156045;1043,030;Capital Regional C
43;RS;4314407;Arranjo Populacional de Pelotas/RS;369866;2519,774;Capital Regional C
12;AC;1200401;Rio Branco;401155;8834,942;Capital Regional C
14;RR;1400100;Boa Vista;375374;5687,037;Capital Regional C
50;MS;5003702;Dourados;220965;4086,237;Capital Regional C
21;MA;2105302;Arranjo Populacional de Imperatriz/MA;270917;1704,755;Capital Regional C
35;SP;3529005;Arranjo Populacional de Marília/SP;254481;1636,899;Capital Regional C
31;MG;3167202;Arranjo Populacional de Sete Lagoas/MG;254143;905,829;Capital Regional C
15;PA;1504208;Marabá;275086;15128,058;Capital Regional C
35;SP;3502804;Araçatuba;195874;1167,126;Capital Regional C
43;RS;4316907;Arranjo Populacional de Santa Maria/RS;285964;1954,367;Capital Regional C
31;MG;3152501;Pouso Alegre;148862;542,797;Capital Regional C
43;RS;4311403;Arranjo Populacional de Lajeado/RS;175364;955,101;Capital Regional C
42;SC;4202909;Arranjo Populacional de Brusque/SC;160144;754,295;Capital Regional C
31;MG;3151800;Poços de Caldas;166111;546,958;Capital Regional C
35;SP;3518404;Arranjo Populacional de Guaratinguetá/SP;191966;1048,834;Capital Regional C
24;RN;2408003;Mossoró;294076;2099,333;Capital Regional C
31;MG;3127701;Governador Valadares;278685;2342,325;Capital Regional C
31;MG;3122306;Divinópolis;235977;708,115;Capital Regional C
51;MT;5107909;Sinop;139935;3941,958;Capital Regional C
42;SC;4218707;Arranjo Populacional de Tubarão - Laguna/SC;186419;854,410;Capital Regional C
35;SP;3511102;Arranjo Populacional de Catanduva/SP;160607;1029,962;Capital Regional C
32;ES;3201209;Cachoeiro de Itapemirim;207324;864,583;Capital Regional C
42;SC;4209300;Lages;157743;2637,660;Capital Regional C
15;PA;1506807;Santarém;302667;17898,389;Capital Regional C
31;MG;3170701;Varginha;134477;395,396;Capital Regional C
35;SP;3505500;Barretos;121344;1566,161;Capital Regional C
35;SP;3525300;Jaú;148581;687,103;Capital Regional C
23;CE;2312908;Arranjo Populacional de Sobral/CE;230813;2639,891;Capital Regional C
27;AL;2700300;Arapiraca;230417;345,655;Capital Regional C
29;BA;2913606;Ilhéus;164844;1588,555;Capital Regional C
17;TO;1702109;Araguaína;177517;4000,416;Capital Regional C
15;PA;1502400;Castanhal;198294;1030,261;Capital Regional C
29;BA;2903201;Barreiras;153831;7859,716;Capital Regional C
11;RO;1100122;Ji-Paraná;127907;6896,649;Capital Regional C
42;SC;4203006;Caçador;77863;987,021;Capital Regional C
29;BA;2910727;Eunápolis;112318;1425,970;Capital Regional C
31;MG;3168606;Teófilo Otoni;140235;3242,270;Capital Regional C
26;PE;2606002;Garanhuns;138983;458,552;Capital Regional C
42;SC;4209003;Arranjo Populacional de Joaçaba - Herval d´Oeste/SC;58008;576,622;Capital Regional C
11;RO;1100049;Cacoal;84813;3792,892;Capital Regional C
35;SP;3523909;Arranjo Populacional de Itu - Salto/SP;289829;773,776;Centro Sub-Regional A
33;RJ;3304201;Arranjo Populacional de Resende/RJ;195417;1676,089;Centro Sub-Regional A
15;PA;1505536;Parauapebas;202882;6886,208;Centro Sub-Regional A
35;SP;3520509;Indaiatuba;246908;311,545;Centro Sub-Regional A
35;SP;3543907;Arranjo Populacional de Rio Claro/SP;238601;786,723;Centro Sub-Regional A
42;SC;4208906;Arranjo Populacional de Jaraguá do Sul/SC;254417;1369,622;Centro Sub-Regional A
35;SP;3530706;Arranjo Populacional de Mogi Guaçu - Mogi Mirim/SP;254626;1384,605;Centro Sub-Regional A
43;RS;4302105;Arranjo Populacional de Bento Gonçalves/RS;185706;741,683;Centro Sub-Regional A
50;MS;5008305;Três Lagoas;119465;10206,949;Centro Sub-Regional A
52;GO;5218805;Rio Verde;229651;8386,827;Centro Sub-Regional A
41;PR;4118204;Paranaguá;153666;826,431;Centro Sub-Regional A
43;RS;4315602;Rio Grande;210005;2708,375;Centro Sub-Regional A
41;PR;4127700;Arranjo Populacional de Toledo/PR;144547;1489,798;Centro Sub-Regional A
32;ES;3203205;Linhares;170364;3496,263;Centro Sub-Regional A
41;PR;4109401;Guarapuava;180334;3168,087;Centro Sub-Regional A
52;GO;5211503;Arranjo Populacional de Itumbiara/GO;110456;2760,347;Centro Sub-Regional A
35;SP;3551702;Sertãozinho;124453;403,089;Centro Sub-Regional A
35;SP;3507605;Bragança Paulista;166753;512,584;Centro Sub-Regional A
35;SP;3503307;Araras;132934;644,831;Centro Sub-Regional A
35;SP;3507506;Botucatu;144820;1482,642;Centro Sub-Regional A
33;RJ;3303401;Nova Friburgo;190084;935,429;Centro Sub-Regional A
35;SP;3522307;Arranjo Populacional de Itapetininga/SP;168149;1948,950;Centro Sub-Regional A
43;RS;4307005;Erechim;105059;429,295;Centro Sub-Regional A
31;MG;3148004;Patos de Minas;150833;3190,187;Centro Sub-Regional A
41;PR;4101507;Arapongas;121198;382,215;Centro Sub-Regional A
41;PR;4118501;Arranjo Populacional de Pato Branco/PR;88710;847,305;Centro Sub-Regional A
43;RS;4301602;Arranjo Populacional de Bagé/RS;142034;7397,935;Centro Sub-Regional A
41;PR;4104303;Campo Mourão;94212;749,638;Centro Sub-Regional A
43;RS;4306106;Cruz Alta;60693;1360,321;Centro Sub-Regional A
41;PR;4128104;Arranjo Populacional de Umuarama/PR;116310;1720,761;Centro Sub-Regional A
32;ES;3201506;Colatina;121580;1398,219;Centro Sub-Regional A
29;BA;2900702;Alagoinhas;150832;707,558;Centro Sub-Regional A
43;RS;4310207;Ijuí;83173;689,094;Centro Sub-Regional A
51;MT;5107958;Tangará da Serra;101764;11601,104;Centro Sub-Regional A
41;PR;4101408;Apucarana;133726;558,389;Centro Sub-Regional A
35;SP;3549102;Arranjo Populacional de São João da Boa Vista/SP;98774;659,072;Centro Sub-Regional A
35;SP;3534708;Arranjo Populacional de Ourinhos/SP;117850;353,277;Centro Sub-Regional A
35;SP;3504008;Assis;103666;460,609;Centro Sub-Regional A
31;MG;3169901;Arranjo Populacional de Ubá/MG;122256;480,125;Centro Sub-Regional A
41;PR;4108403;Francisco Beltrão;89942;735,111;Centro Sub-Regional A
31;MG;3105608;Arranjo Populacional de Barbacena/MG;154655;1419,916;Centro Sub-Regional A
31;MG;3138203;Arranjo Populacional de Lavras/MG;119283;954,043;Centro Sub-Regional A
42;SC;4214805;Arranjo Populacional de Rio do Sul/SC;87427;588,177;Centro Sub-Regional A
43;RS;4322400;Uruguaiana;127079;5702,098;Centro Sub-Regional A
43;RS;4304705;Carazinho;61949;665,515;Centro Sub-Regional A
43;RS;4321600;Arranjo Populacional de Tramandaí - Osório/RS;118626;846,206;Centro Sub-Regional A
33;RJ;3302205;Itaperuna;102626;1106,169;Centro Sub-Regional A
43;RS;4317202;Santa Rosa;72919;489,714;Centro Sub-Regional A
43;RS;4317509;Arranjo Populacional de Santo Ângelo/RS;86162;1233,587;Centro Sub-Regional A
29;BA;2925303;Porto Seguro;146625;2285,764;Centro Sub-Regional A
35;SP;3527207;Arranjo Populacional de Lorena/SP;93347;467,421;Centro Sub-Regional A
41;PR;4105508;Cianorte;81393;811,666;Centro Sub-Regional A
15;PA;1500602;Altamira;113195;159533,328;Centro Sub-Regional A
29;BA;2918001;Jequié;155800;2969,034;Centro Sub-Regional A
11;RO;1100304;Vilhena;97448;11699,150;Centro Sub-Regional A
35;SP;3522406;Itapeva;93892;1826,258;Centro Sub-Regional A
31;MG;3147907;Arranjo Populacional de Passos/MG;118385;1556,862;Centro Sub-Regional A
31;MG;3101607;Alfenas;79481;850,446;Centro Sub-Regional A
41;PR;4118402;Arranjo Populacional de Paranavaí/PR;89347;1333,538;Centro Sub-Regional A
29;BA;2924009;Paulo Afonso;117014;1545,191;Centro Sub-Regional A
52;GO;5213103;Mineiros;65420;9038,775;Centro Sub-Regional A
29;BA;2931350;Teixeira de Freitas;158445;1165,622;Centro Sub-Regional A
11;RO;1100023;Ariquemes;106168;4426,571;Centro Sub-Regional A
42;SC;4219309;Videira;52510;384,127;Centro Sub-Regional A
35;SP;3515509;Arranjo Populacional de Fernandópolis/SP;75035;1137,465;Centro Sub-Regional A
31;MG;3162500;Arranjo Populacional de São João del Rei/MG;109506;1679,568;Centro Sub-Regional A
29;BA;2928703;Santo Antônio de Jesus;100605;261,740;Centro Sub-Regional A
31;MG;3139409;Manhuaçu;89256;628,318;Centro Sub-Regional A
51;MT;5101803;Arranjo Populacional de Barra do Garças/MT;87198;12480,440;Centro Sub-Regional A
31;MG;3143906;Muriaé;108113;841,693;Centro Sub-Regional A
17;TO;1709500;Gurupi;85737;1836,091;Centro Sub-Regional A
41;PR;4128203;Arranjo Populacional de União da Vitória/PR - Porto União/SC;92361;1566,963;Centro Sub-Regional A
32;ES;3204906;São Mateus;128542;2346,047;Centro Sub-Regional A
33;RJ;3300308;Barra do Piraí;99969;584,610;Centro Sub-Regional A
22;PI;2207702;Parnaíba;152653;435,942;Centro Sub-Regional A
42;SC;4201406;Arranjo Populacional de Araranguá/SC;82349;461,226;Centro Sub-Regional A
21;MA;2103000;Caxias;164224;5196,769;Centro Sub-Regional A
31;MG;3101508;Arranjo Populacional de Além Paraíba/MG - Sapucaia/RJ;53526;1050,923;Centro Sub-Regional A
15;PA;1506138;Redenção;83997;3823,809;Centro Sub-Regional A
28;SE;2802908;Itabaiana;94696;337,295;Centro Sub-Regional A
25;PB;2510808;Arranjo Populacional de Patos/PB;108913;629,739;Centro Sub-Regional A
22;PI;2208007;Arranjo Populacional de Picos/PI;83426;1018,640;Centro Sub-Regional A
23;CE;2305506;Iguatu;103255;1029,214;Centro Sub-Regional A
42;SC;4217204;São Miguel do Oeste;40090;233,800;Centro Sub-Regional A
26;PE;2613909;Serra Talhada;85774;2980,007;Centro Sub-Regional A
22;PI;2203909;Arranjo Populacional de Floriano/PI;78554;5617,971;Centro Sub-Regional A
21;MA;2109908;Santa Inês;88590;786,689;Centro Sub-Regional A
29;BA;2911709;Guanambi;84014;1272,366;Centro Sub-Regional A
21;MA;2101202;Bacabal;104633;1683,073;Centro Sub-Regional A
35;SP;3545605;Arranjo Populacional de Santa Adélia - Palmares Paulista - Ariranha/SP;38028;545,018;Centro Sub-Regional A
25;PB;2503704;Cajazeiras;61776;565,899;Centro Sub-Regional A
29;BA;2914604;Irecê;72386;319,174;Centro Sub-Regional A
31;MG;3163706;Arranjo Populacional de São Lourenço/MG;51600;254,885;Centro Sub-Regional A
26;PE;2601201;Arcoverde;73844;323,370;Centro Sub-Regional A
29;BA;2930105;Senhor do Bonfim;78588;789,361;Centro Sub-Regional A
26;PE;2609907;Ouricuri;68939;2381,570;Centro Sub-Regional A
35;SP;3510500;Arranjo Populacional de Caraguatatuba - Ubatuba - São Sebastião/SP;331301;1941,836;Centro Sub-Regional B
43;RS;4305355;Arranjo Populacional de Charqueadas - Triunfo - São Jerônimo/RS;93586;1971,974;Centro Sub-Regional B
33;RJ;3300100;Angra dos Reis;200407;813,210;Centro Sub-Regional B
31;MG;3118304;Arranjo Populacional de Conselheiro Lafaiete/MG;231484;1432,868;Centro Sub-Regional B
52;GO;5205109;Arranjo Populacional de Catalão/GO;121578;5082,002;Centro Sub-Regional B
35;SP;3504107;Arranjo Populacional de Atibaia/SP;166296;586,887;Centro Sub-Regional B
31;MG;3125101;Extrema;35474;244,575;Centro Sub-Regional B
51;MT;5107925;Sorriso;87815;9347,556;Centro Sub-Regional B
31;MG;3104007;Arranjo Populacional de Araxá/MG;109794;2343,310;Centro Sub-Regional B
33;RJ;3305802;Teresópolis;180886;773,338;Centro Sub-Regional B
26;PE;2606200;Goiana;79455;445,886;Centro Sub-Regional B
35;SP;3523404;Itatiba;119090;322,276;Centro Sub-Regional B
15;PA;1501303;Barcarena;122294;1310,340;Centro Sub-Regional B
33;RJ;3306008;Arranjo Populacional de Três Rios - Paraíba do Sul/RJ;140715;1438,107;Centro Sub-Regional B
43;RS;4321204;Arranjo Populacional de Taquara - Parobé - Igrejinha/RS;179239;888,963;Centro Sub-Regional B
32;ES;3200607;Aracruz;99305;1420,285;Centro Sub-Regional B
15;PA;1508100;Tucuruí;112148;2084,289;Centro Sub-Regional B
35;SP;3550605;Arranjo Populacional de São Roque - Mairinque/SP;136795;517,057;Centro Sub-Regional B
35;SP;3506508;Arranjo Populacional de Birigui/SP;136816;1077,721;Centro Sub-Regional B
35;SP;3527108;Lins;77510;570,058;Centro Sub-Regional B
52;GO;5211909;Jataí;99674;7174,225;Centro Sub-Regional B
29;BA;2919553;Luís Eduardo Magalhães;84753;3940,537;Centro Sub-Regional B
31;MG;3103504;Araguari;116691;2729,508;Centro Sub-Regional B
35;SP;3529302;Arranjo Populacional de Matão/SP;91548;674,628;Centro Sub-Regional B
51;MT;5105259;Lucas do Rio Verde;63411;3675,221;Centro Sub-Regional B
35;SP;3554003;Tatuí;120533;523,749;Centro Sub-Regional B
35;SP;3557105;Arranjo Populacional de Votuporanga/SP;103071;1035,699;Centro Sub-Regional B
42;SC;4215802;Arranjo Populacional de São Bento do Sul - Rio Negrinho/SC;125682;1403,978;Centro Sub-Regional B
35;SP;3501905;Arranjo Populacional de Amparo/SP;79664;555,631;Centro Sub-Regional B
51;MT;5107040;Primavera do Leste;61038;5482,065;Centro Sub-Regional B
31;MG;3131703;Itabira;119186;1253,704;Centro Sub-Regional B
35;SP;3511508;Arranjo Populacional de Cerquilho - Tietê/SP;89696;532,199;Centro Sub-Regional B
35;SP;3522604;Itapira;74299;518,416;Centro Sub-Regional B
41;PR;4127106;Telêmaco Borba;78135;1382,860;Centro Sub-Regional B
31;MG;3133808;Arranjo Populacional de Itaúna/MG;103598;790,914;Centro Sub-Regional B
26;PE;2616407;Vitória de Santo Antão;137915;335,941;Centro Sub-Regional B
35;SP;3506102;Bebedouro;77436;683,192;Centro Sub-Regional B
31;MG;3147006;Paracatu;92430;8229,587;Centro Sub-Regional B
31;MG;3170404;Unaí;83808;8448,082;Centro Sub-Regional B
35;SP;3502101;Andradina;57112;964,226;Centro Sub-Regional B
35;SP;3526704;Arranjo Populacional de Leme/SP;106873;553,001;Centro Sub-Regional B
42;SC;4208302;Arranjo Populacional de Itapema/SC;103277;185,346;Centro Sub-Regional B
43;RS;4312401;Montenegro;64788;424,846;Centro Sub-Regional B
51;MT;5106224;Nova Mutum;43919;9532,064;Centro Sub-Regional B
42;SC;4204301;Concórdia;74106;799,194;Centro Sub-Regional B
43;RS;4322608;Arranjo Populacional de Venâncio Aires/RS;75573;819,626;Centro Sub-Regional B
50;MS;5003207;Arranjo Populacional Internacional de Corumbá/Brasil;133774;65062,484;Centro Sub-Regional B
31;MG;3146107;Ouro Preto;73994;1245,865;Centro Sub-Regional B
33;RJ;3300209;Arranjo Populacional de Araruama/RJ;158201;688,693;Centro Sub-Regional B
31;MG;3134202;Ituiutaba;104067;2598,046;Centro Sub-Regional B
31;MG;3132404;Arranjo Populacional de Itajubá/MG;117135;814,538;Centro Sub-Regional B
43;RS;4304408;Arranjo Populacional de Canela - Gramado/RS;80364;491,318;Centro Sub-Regional B
35;SP;3524303;Jaboticabal;76864;706,602;Centro Sub-Regional B
15;PA;1505502;Paragominas;111764;19342,565;Centro Sub-Regional B
50;MS;5006606;Ponta Porã;91082;5330,448;Centro Sub-Regional B
31;MG;3148103;Patrocínio;90041;2874,344;Centro Sub-Regional B
41;PR;4104907;Castro;71151;2531,503;Centro Sub-Regional B
52;GO;5204508;Arranjo Populacional de Caldas Novas/GO;93458;1851,927;Centro Sub-Regional B
35;SP;3504503;Avaré;90063;1213,055;Centro Sub-Regional B
31;MG;3147105;Pará de Minas;93101;551,247;Centro Sub-Regional B
31;MG;3136207;Arranjo Populacional de João Monlevade/MG;89635;208,301;Centro Sub-Regional B
35;SP;3539301;Pirassununga;75930;727,118;Centro Sub-Regional B
42;SC;4210100;Arranjo Populacional de Mafra/SC - Rio Negro/PR;89939;2008,222;Centro Sub-Regional B
41;PR;4122404;Rolândia;65757;459,024;Centro Sub-Regional B
35;SP;3526803;Lençóis Paulista;67859;809,541;Centro Sub-Regional B
21;MA;2101400;Balsas;93826;13141,757;Centro Sub-Regional B
42;SC;4203808;Arranjo Populacional de Canoinhas/SC;73502;1584,913;Centro Sub-Regional B
43;RS;4303004;Cachoeira do Sul;82547;3735,026;Centro Sub-Regional B
43;RS;4317103;Sant'Ana do Livramento;77763;6941,399;Centro Sub-Regional B
31;MG;3169307;Três Corações;78913;828,038;Centro Sub-Regional B
51;MT;5103502;Diamantino;21904;8191,677;Centro Sub-Regional B
35;SP;3555000;Arranjo Populacional de Tupã/SP;70639;1127,804;Centro Sub-Regional B
43;RS;4322509;Vacaria;65846;2124,422;Centro Sub-Regional B
31;MG;3145208;Arranjo Populacional de Nova Serrana/MG;103003;634,477;Centro Sub-Regional B
31;MG;3151206;Arranjo Populacional de Pirapora - Buritizeiro/MG;84196;7767,915;Centro Sub-Regional B
52;GO;5208608;Arranjo Populacional de Goianésia/GO;83325;3596,563;Centro Sub-Regional B
52;GO;5208004;Formosa;119506;5813,637;Centro Sub-Regional B
35;SP;3513405;Arranjo Populacional de Cruzeiro/SP;89102;472,766;Centro Sub-Regional B
41;PR;4114609;Marechal Cândido Rondon;52379;748,002;Centro Sub-Regional B
32;ES;3202405;Guarapari;122982;589,825;Centro Sub-Regional B
13;AM;1301902;Itacoatiara;99955;8891,906;Centro Sub-Regional B
21;MA;2100055;Açailândia;111757;5806,439;Centro Sub-Regional B
31;MG;3134400;Iturama;38822;1404,663;Centro Sub-Regional B
43;RS;4304630;Arranjo Populacional de Capão da Canoa/RS;79117;301,364;Centro Sub-Regional B
35;SP;3546405;Santa Cruz do Rio Pardo;47395;1114,747;Centro Sub-Regional B
35;SP;3510401;Arranjo Populacional de Capivari/SP;64191;444,523;Centro Sub-Regional B
35;SP;3533908;Olímpia;54406;802,555;Centro Sub-Regional B
43;RS;4300406;Alegrete;74173;7800,163;Centro Sub-Regional B
31;MG;3128709;Guaxupé;51750;286,398;Centro Sub-Regional B
42;SC;4207304;Arranjo Populacional de Imbituba/SC;66980;297,678;Centro Sub-Regional B
43;RS;4303509;Camaquã;66034;1680,168;Centro Sub-Regional B
50;MS;5006200;Nova Andradina;53517;4776,002;Centro Sub-Regional B
35;SP;3542602;Registro;56249;722,201;Centro Sub-Regional B
43;RS;4311809;Marau;43435;649,770;Centro Sub-Regional B
35;SP;3500105;Arranjo Populacional de Adamantina - Lucélia/SP;68638;1063,514;Centro Sub-Regional B
35;SP;3540705;Porto Ferreira;55787;244,906;Centro Sub-Regional B
43;RS;4318309;Arranjo Populacional de São Gabriel/RS;64606;6007,153;Centro Sub-Regional B
51;MT;5102504;Cáceres;93882;24593,123;Centro Sub-Regional B
42;SC;4218202;Timbó;43484;128,313;Centro Sub-Regional B
35;SP;3549706;São José do Rio Pardo;54763;419,684;Centro Sub-Regional B
35;SP;3537305;Penápolis;63047;711,315;Centro Sub-Regional B
43;RS;4318002;São Borja;60557;3616,690;Centro Sub-Regional B
41;PR;4115804;Medianeira;45812;328,732;Centro Sub-Regional B
31;MG;3159605;Santa Rita do Sapucaí;42751;352,969;Centro Sub-Regional B
31;MG;3164704;São Sebastião do Paraíso;70450;814,925;Centro Sub-Regional B
31;MG;3127107;Frutal;58962;2426,965;Centro Sub-Regional B
15;PA;1503606;Itaituba;101097;62042,472;Centro Sub-Regional B
35;SP;3534302;Orlândia;43687;291,765;Centro Sub-Regional B
51;MT;5100250;Alta Floresta;51615;8953,191;Centro Sub-Regional B
41;PR;4110706;Irati;60357;999,517;Centro Sub-Regional B
31;MG;3171303;Arranjo Populacional de Viçosa/MG;82288;382,456;Centro Sub-Regional B
26;PE;2601706;Belo Jardim;76185;647,697;Centro Sub-Regional B
33;RJ;3304300;Rio Bonito;59814;459,458;Centro Sub-Regional B
33;RJ;3304706;Arranjo Populacional de Santo Antônio de Pádua/RJ;53090;794,314;Centro Sub-Regional B
31;MG;3152105;Arranjo Populacional de Ponte Nova/MG;64252;559,711;Centro Sub-Regional B
42;SC;4219507;Xanxerê;50309;377,702;Centro Sub-Regional B
31;MG;3113404;Caratinga;91503;1258,479;Centro Sub-Regional B
50;MS;5005707;Naviraí;54051;3193,552;Centro Sub-Regional B
17;TO;1718204;Porto Nacional;52700;4449,917;Centro Sub-Regional B
28;SE;2802106;Estância;68804;646,235;Centro Sub-Regional B
31;MG;3115300;Cataguases;74691;491,767;Centro Sub-Regional B
31;MG;3126109;Formiga;67540;1501,915;Centro Sub-Regional B
41;PR;4107207;Dois Vizinhos;40234;418,648;Centro Sub-Regional B
35;SP;3549409;São Joaquim da Barra;51447;410,863;Centro Sub-Regional B
31;MG;3120904;Arranjo Populacional de Curvelo/MG;87092;3823,260;Centro Sub-Regional B
41;PR;4106407;Cornélio Procópio;47847;635,100;Centro Sub-Regional B
29;BA;2932903;Valença;95858;1124,319;Centro Sub-Regional B
35;SP;3524808;Arranjo Populacional de Jales/SP;52631;506,539;Centro Sub-Regional B
28;SE;2803500;Lagarto;103576;968,921;Centro Sub-Regional B
29;BA;2904605;Brumado;67048;2207,612;Centro Sub-Regional B
35;SP;3553708;Taquaritinga;56984;594,335;Centro Sub-Regional B
35;SP;3519600;Ibitinga;59451;689,391;Centro Sub-Regional B
43;RS;4313706;Palmeira das Missões;33481;1419,430;Centro Sub-Regional B
23;CE;2306405;Itapipoca;128135;1613,913;Centro Sub-Regional B
11;RO;1100114;Jaru;51933;2944,128;Centro Sub-Regional B
43;RS;4322806;Arranjo Populacional de Veranópolis/RS;29310;397,598;Centro Sub-Regional B
