CODE_MUNI;YEAR;POPULACAO;CASESy;INCy
2614105;2019;35907;41;114,1838639
2614105;2020;36050;15;41,60887656
2614105;2021;36189;5;13,81635304
2614105;2022;31593;4;12,66103251
2614204;2014;43620;0;0
2614204;2015;44187;0;0
2614204;2016;44734;0;0
2614204;2017;45263;4;8,83724013
2614204;2018;45359;0;0
2614204;2019;45865;0;0
2614204;2020;46361;1;2,156985397
2614204;2021;46845;140;298,8579357
2614204;2022;37503;5;13,33226675
2614303;2014;11245;0;0
2614303;2015;11242;0;0
2614303;2016;11240;96;854,0925267
2614303;2017;11238;0;0
2614303;2018;11270;0;0
2614303;2019;11270;0;0
2614303;2020;11270;0;0
2614303;2021;11269;0;0
2614303;2022;10503;57;542,7020851
2614402;2014;5934;0;0
2614402;2015;5949;0;0
2614402;2016;5964;9;150,9054326
2614402;2017;5978;1;16,72800268
2614402;2018;5993;0;0
2614402;2019;6007;4;66,58897952
2614402;2020;6021;0;0
2614402;2021;6034;0;0
2614402;2022;5246;3;57,18642775
2614501;2014;62530;0;0
2614501;2015;63166;9;14,24817148
2614501;2016;63780;7;10,97522734
2614501;2017;64373;6;9,320677924
2614501;2018;64520;0;0
2614501;2019;65089;1;1,53635791
2614501;2020;65647;0;0
2614501;2021;66192;0;0
2614501;2022;63979;0;0
2614600;2014;27778;0;0
2614600;2015;27958;0;0
2614600;2016;28132;1;3,554670837
2614600;2017;28301;0;0
2614600;2018;28371;0;0
2614600;2019;28534;8;28,03672811
2614600;2020;28704;0;0
2614600;2021;28860;0;0
2614600;2022;27505;1;3,6357026
2614709;2014;12912;0;0
2614709;2015;12891;0;0
2614709;2016;12872;0;0
2614709;2017;12853;3;23,34085428
2614709;2018;12890;0;0
2614709;2019;12874;0;0
2614709;2020;12859;0;0
2614709;2021;12843;0;0
2614709;2022;13608;0;0
2614808;2014;24236;0;0
2614808;2015;24626;5;20,30374401
2614808;2016;25003;12;47,99424069
2614808;2017;25368;1;3,941974141
2614808;2018;25417;1;3,934374631
2614808;2019;25765;2;7,762468465
2614808;2020;26106;0;0
2614808;2021;26439;0;0
2614808;2022;23166;0;0
2614857;2014;22323;0;0
2614857;2015;22591;0;0
2614857;2016;22850;33;144,4201313
2614857;2017;23100;0;0
2614857;2018;23149;0;0
2614857;2019;23388;3;12,82709082
2614857;2020;23623;0;0
2614857;2021;23852;73;306,0539997
2614857;2022;23494;18;76,61530604
2615003;2014;27188;0;0
2615003;2015;27592;0;0
2615003;2016;27981;0;0
2615003;2017;28358;0;0
2615003;2018;28416;1;3,519144144
2615003;2019;28775;0;0
2615003;2020;29127;1;3,433240636
2615003;2021;29472;2;6,786102063
2615003;2022;24335;0;0
2615102;2014;7025;0;0
2615102;2015;7057;5;70,85163667
2615102;2016;7089;13;183,3827056
2615102;2017;7120;0;0
2615102;2018;7139;0;0
2615102;2019;7169;0;0
2615102;2020;7198;0;0
2615102;2021;7227;0;0
2615102;2022;6646;1;15,0466446
2615201;2014;10052;1;9,948269001
2615201;2015;10185;0;0
2615201;2016;10313;2;19,39299913
2615201;2017;10437;0;0
2615201;2018;9983;1;10,01702895
2615201;2019;10096;2;19,80982567
2615201;2020;10206;5;48,99078973
2615201;2021;10314;0;0
2615201;2022;8832;189;2139,945652
2615300;2014;53844;0;0
2615300;2015;53581;3;5,598999645
2615300;2016;53328;451;845,709571
2615300;2017;53083;4;7,535369139
2615300;2018;50956;15;29,43716147
2615300;2019;53022;28;52,80826827
2615300;2020;52802;2;3,787735313
2615300;2021;52587;37;70,35959458
2615300;2022;46004;85;184,766542
2615409;2014;41035;0;0
2615409;2015;42123;0;0
2615409;2016;43174;44;101,9131885
2615409;2017;44189;3;6,789019892
2615409;2018;44254;0;0
2615409;2019;45219;1;2,211459785
2615409;2020;46164;0;0
2615409;2021;47088;0;0
2615409;2022;40375;0;0
2615508;2014;13547;0;0
2615508;2015;13596;0;0
2615508;2016;13643;75;549,7324635
2615508;2017;13689;0;0
2615508;2018;13724;0;0
2615508;2019;13769;0;0
2615508;2020;13813;0;0
2615508;2021;13856;9;64,95381062
2615508;2022;13874;38;273,893614
2615607;2014;29182;0;0
2615607;2015;29519;0;0
2615607;2016;29842;6;20,10589103
2615607;2017;30155;2;6,63239927
2615607;2018;30222;0;0
2615607;2019;30521;13;42,59362406
2615607;2020;30816;1;3,245067497
2615607;2021;31103;1;3,215123943
2615607;2022;30231;106;350,6334557
2615706;2014;15264;0;0
2615706;2015;15250;0;0
2615706;2016;15235;32;210,0426649
2615706;2017;15221;1;6,569870574
2615706;2018;15265;0;0
2615706;2019;15254;0;0
2615706;2020;15243;0;0
2615706;2021;15232;1;6,56512605
2615706;2022;14647;11;75,10070322
2615805;2014;26172;0;0
2615805;2015;26454;0;0
2615805;2016;26727;8;29,93227822
2615805;2017;26990;3;11,11522786
2615805;2018;27052;0;0
2615805;2019;27304;1;3,662467038
2615805;2020;27551;15;54,44448477
2615805;2021;27793;9;32,38225452
2615805;2022;28352;1;3,527088036
2615904;2014;8139;0;0
2615904;2015;8149;1;12,27144435
2615904;2016;8159;5;61,28201986
2615904;2017;8169;0;0
2615904;2018;8192;0;0
2615904;2019;8202;0;0
2615904;2020;8256;0;0
2615904;2021;8266;1;12,09774982
2615904;2022;8018;3;37,41581442
2616001;2014;17666;0;0
2616001;2015;17870;0;0
2616001;2016;18067;0;0
2616001;2017;18258;1;5,477051156
2616001;2018;18298;0;0
2616001;2019;18482;10;54,10669841
2616001;2020;18661;0;0
2616001;2021;18835;6;31,855588
2616001;2022;17676;2;11,3147771
2616100;2014;9430;0;0
2616100;2015;9450;1;10,58201058
2616100;2016;9471;4;42,23418858
2616100;2017;9490;1;10,5374078
2616100;2018;9514;0;0
2616100;2019;9534;0;0
2616100;2020;9553;0;0
2616100;2021;9572;1;10,44713748
2616100;2022;9170;622;6782,988004
2616183;2014;7802;0;0
2616183;2015;7746;0;0
2616183;2016;7693;1;12,99883011
2616183;2017;7641;0;0
2616183;2018;7666;0;0
2616183;2019;7618;0;0
2616183;2020;7571;1;13,20829481
2616183;2021;7526;1;13,28727079
2616183;2022;7549;0;0
2616209;2014;19720;0;0
2616209;2015;19976;1;5,006007209
2616209;2016;20222;7;34,61576501
2616209;2017;20460;6;29,3255132
2616209;2018;20503;0;0
2616209;2019;20731;0;0
2616209;2020;20954;0;0
2616209;2021;21172;0;0
2616209;2022;21393;2;9,348852428
2616308;2014;32014;0;0
2616308;2015;32157;0;0
2616308;2016;32296;3;9,289076047
2616308;2017;32429;0;0
2616308;2018;32513;1;3,0756928
2616308;2019;32643;2;6,126887847
2616308;2020;32772;0;0
2616308;2021;32897;88;267,5015959
2616308;2022;26254;7;26,66260379
2616407;2014;134871;0;0
2616407;2015;135805;43;31,66304628
2616407;2016;136706;99;72,41818208
2616407;2017;137578;13;9,449185189
2616407;2018;137915;31;22,47761302
2616407;2019;138757;11;7,927527981
2616407;2020;139583;20;14,32839243
2616407;2021;140389;489;348,3178882
2616407;2022;135182;55;40,68589013
2616506;2014;14549;0;0
2616506;2015;14584;0;0
2616506;2016;14618;339;2319,058695
2616506;2017;14651;1;6,825472664
2616506;2018;14691;0;0
2616506;2019;14725;12;81,49405772
2616506;2020;14757;0;0
2616506;2021;14789;7;47,33247684
2616506;2022;11288;1;8,858965273
2700102;2014;20601;0;0
2700102;2015;20434;1;4,893804444
2700102;2016;20422;52;254,6273626
2700102;2017;20467;0;0
2700102;2018;20162;0;0
2700102;2019;20196;0;0
2700102;2020;20230;0;0
2700102;2021;20263;0;0
2700102;2022;19011;1;5,260112566
2700201;2014;17972;0;0
2700201;2015;17847;1;5,603182608
2700201;2016;17832;86;482,2790489
2700201;2017;17818;0;0
2700201;2018;17564;0;0
2700201;2019;17545;0;0
2700201;2020;17526;0;0
2700201;2021;17507;1;5,712000914
2700201;2022;13960;0;0
2700300;2014;229329;0;0
2700300;2015;231053;0;0
2700300;2016;232671;883;379,5058258
2700300;2017;234185;26;11,10233363
2700300;2018;230417;10;4,339957555
2700300;2019;231747;344;148,437736
2700300;2020;233047;8;3,432783945
2700300;2021;234309;3;1,28036055
2700300;2022;235085;82;34,88100049
2700409;2014;47052;0;0
2700409;2015;47298;0;0
2700409;2016;47528;35;73,64080121
2700409;2017;47744;3;6,283512064
2700409;2018;47000;0;0
2700409;2019;47185;3;6,357952739
2700409;2020;47365;1;2,111263591
2700409;2021;47540;6;12,62095078
2700409;2022;37356;749;2005,032659
2700508;2014;15565;0;0
2700508;2015;15742;0;0
2700508;2016;15909;9;56,57175184
2700508;2017;16064;1;6,225099602
2700508;2018;15792;0;0
2700508;2019;15932;2;12,55335174
2700508;2020;16068;0;0
2700508;2021;16201;1;6,17245849
2700508;2022;16405;0;0
2700607;2014;8191;1;12,20852155
2700607;2015;8266;0;0
2700607;2016;8336;152;1823,416507
2700607;2017;8401;1;11,90334484
2700607;2018;8264;0;0
2700607;2019;8322;6;72,09805335
2700607;2020;8378;1;11,93602292
2700607;2021;8434;2;23,71354043
2700607;2022;7952;133;1672,535211
2700706;2014;18353;0;0
2700706;2015;18496;207;1119,1609
2700706;2016;18631;0;0
2700706;2017;18757;0;0
2700706;2018;18455;0;0
2700706;2019;18232;0;0
2700706;2020;18338;0;0
2700706;2021;18440;0;0
2700706;2022;16016;0;0
2700805;2014;4659;0;0
2700805;2015;4585;0;0
2700805;2016;4517;28;619,8804516
2700805;2017;4453;0;0
2700805;2018;4406;0;0
2700805;2019;4344;2;46,04051565
2700805;2020;4284;0;0
2700805;2021;4226;0;0
2700805;2022;4589;1;21,79123992
2700904;2014;6763;0;0
2700904;2015;6775;0;0
2700904;2016;6786;27;397,8779841
2700904;2017;6797;0;0
2700904;2018;6696;0;0
2700904;2019;6704;0;0
2700904;2020;6710;0;0
2700904;2021;6717;0;0
2700904;2022;5935;0;0
2701001;2014;27185;0;0
2701001;2015;27399;0;0
2701001;2016;27498;679;2469,270492
2701001;2017;27590;0;0
2701001;2018;27168;0;0
2701001;2019;27281;0;0
2701001;2020;27356;1;3,655505191
2701001;2021;27429;0;0
2701001;2022;21175;6;28,33530106
2701100;2014;10783;0;0
2701100;2015;10745;0;0
2701100;2016;10709;11;102,7173406
2701100;2017;10675;0;0
2701100;2018;10529;0;0
2701100;2019;10494;0;0
2701100;2020;10460;0;0
2701100;2021;10426;3;28,7742183
2701100;2022;9474;145;1530,504539
2701209;2014;10775;0;0
2701209;2015;10818;1;9,243852838
2701209;2016;10859;0;0
2701209;2017;10897;0;0
2701209;2018;10730;0;0
2701209;2019;10858;1;9,209799226
2701209;2020;10889;0;0
2701209;2021;10920;0;0
2701209;2022;10387;0;0
2701308;2014;21261;0;0
2701308;2015;21355;0;0
2701308;2016;21443;16;74,61642494
2701308;2017;21526;0;0
2701308;2018;21194;0;0
2701308;2019;21264;2;9,405568096
2701308;2020;21331;0;0
2701308;2021;21397;0;0
2701308;2022;16035;8;49,89086374
2701357;2014;6952;0;0
2701357;2015;6978;0;0
2701357;2016;7002;7;99,97143673
2701357;2017;7024;0;0
2701357;2018;6918;0;0
2701357;2019;6936;0;0
2701357;2020;6954;0;0
2701357;2021;6972;0;0
2701357;2022;6656;0;0
2701407;2014;55814;0;0
2701407;2015;56430;0;0
2701407;2016;57008;94;164,8891384
2701407;2017;57548;0;0
2701407;2018;56579;0;0
2701407;2019;57063;28;49,06857333
2701407;2020;57537;1;1,738012062
2701407;2021;57997;0;0
2701407;2022;32020;344;1074,328545
2701506;2014;9646;0;0
2701506;2015;9664;0;0
2701506;2016;9678;0;0
2701506;2017;9692;0;0
2701506;2018;9549;0;0
2701506;2019;9558;0;0
2701506;2020;9567;0;0
2701506;2021;9576;0;0
2701506;2022;8138;0;0
2701605;2014;17973;0;0
2701605;2015;17976;19;105,6964842
2701605;2016;17980;5;27,80867631
2701605;2017;17983;0;0
2701605;2018;17726;0;0
2701605;2019;17722;0;0
2701605;2020;17719;0;0
2701605;2021;17715;0;0
2701605;2022;15434;0;0
2701704;2014;17591;0;0
2701704;2015;17507;0;0
2701704;2016;17428;9;51,64103741
2701704;2017;17354;2;11,52472053
2701704;2018;17124;0;0
2701704;2019;17053;3;17,59221251
2701704;2020;16979;0;0
2701704;2021;16907;2;11,82941977
2701704;2022;15023;47;312,8536244
2701803;2014;8867;0;0
2701803;2015;8969;0;0
2701803;2016;9065;6;66,18863762
2701803;2017;9155;0;0
2701803;2018;9000;0;0
2701803;2019;9081;0;0
2701803;2020;9159;0;0
2701803;2021;9568;0;0
2701803;2022;8992;0;0
2701902;2014;7417;0;0
2701902;2015;7421;0;0
2701902;2016;7424;0;0
2701902;2017;7427;0;0
2701902;2018;7319;0;0
2701902;2019;7311;0;0
2701902;2020;7311;0;0
2701902;2021;7311;0;0
2701902;2022;5908;2;33,85240352
2702009;2014;11049;0;0
2702009;2015;10992;0;0
2702009;2016;10939;0;0
2702009;2017;10888;1;9,184423218
2702009;2018;10744;3;27,92256143
2702009;2019;10693;0;0
2702009;2020;10643;0;0
2702009;2021;10594;1;9,439305267
2702009;2022;10791;0;0
2702108;2014;21477;0;0
2702108;2015;21636;2;9,243852838
2702108;2016;21786;65;298,3567429
2702108;2017;21926;0;0
2702108;2018;21575;0;0
2702108;2019;21698;1;4,608719698
2702108;2020;21818;0;0
2702108;2021;21935;106;483,245954
2702108;2022;15673;453;2890,320934
2702207;2014;5844;0;0
2702207;2015;5870;1;17,03577513
2702207;2016;5895;70;1187,446989
2702207;2017;5918;0;0
2702207;2018;5826;0;0
2702207;2019;5845;2;34,21727973
2702207;2020;5864;0;0
2702207;2021;5882;0;0
2702207;2022;5579;20;358,4871841
2702306;2014;56153;0;0
2702306;2015;56631;0;0
2702306;2016;57079;4;7,007831251
2702306;2017;57498;0;0
2702306;2018;56562;47;83,09465719
2702306;2019;56933;105;184,4273093
2702306;2020;57294;0;0
2702306;2021;57647;4;6,938782591
2702306;2022;49951;41;82,08043883
2702355;2014;24166;0;0
2702355;2015;24288;196;806,9828722
2702355;2016;24403;51;208,9906979
2702355;2017;24510;0;0
2702355;2018;24129;0;0
2702355;2019;24219;0;0
2702355;2020;24309;0;0
2702355;2021;24396;0;0
2702355;2022;25330;1;3,94788788
2702405;2014;51349;0;0
2702405;2015;51997;0;0
2702405;2016;52306;25;47,79566398
2702405;2017;52597;4;7,604996483
2702405;2018;51763;2;3,863763692
2702405;2019;52016;1;1,922485389
2702405;2020;52262;29;55,48964831
2702405;2021;52501;7;13,33307937
2702405;2022;51215;506;987,9917993
2702504;2014;11229;0;0
2702504;2015;11224;1;8,909479686
2702504;2016;11219;5;44,56725198
2702504;2017;11214;0;0
2702504;2018;11054;0;0
2702504;2019;11075;0;0
2702504;2020;11067;0;0
2702504;2021;11059;0;0
2702504;2022;9754;7;71,76542957
2702553;2014;18198;0;0
2702553;2015;18306;0;0
2702553;2016;18373;0;0
2702553;2017;18435;0;0
2702553;2018;18153;0;0
2702553;2019;18205;1;5,49299643
2702553;2020;18255;0;0
2702553;2021;18304;0;0
2702553;2022;15322;0;0
2702603;2014;22406;0;0
2702603;2015;22432;0;0
2702603;2016;22458;306;1362,543414
2702603;2017;22481;0;0
2702603;2018;22152;0;0
2702603;2019;22166;45;203,0136245
2702603;2020;22178;3;13,52691857
2702603;2021;22192;1;4,506128335
2702603;2022;22701;1;4,405092287
2702702;2014;4714;0;0
2702702;2015;4746;0;0
2702702;2016;4777;0;0
2702702;2017;4806;0;0
2702702;2018;4729;0;0
2702702;2019;4754;28;588,977703
2702702;2020;4779;0;0
2702702;2021;4803;0;0
2702702;2022;3947;0;0
2702801;2014;12890;0;0
2702801;2015;12917;0;0
2702801;2016;12943;3;23,17855211
2702801;2017;12966;0;0
2702801;2018;12773;0;0
2702801;2019;12790;0;0
2702801;2020;12807;0;0
2702801;2021;12823;1;7,798487094
2702801;2022;9520;15;157,5630252
2702900;2014;40100;0;0
2702900;2015;40519;387;955,1074804
2702900;2016;40912;937;2290,28158
2702900;2017;41279;1;2,422539306
2702900;2018;40588;0;0
2702900;2019;40917;16;39,10355109
2702900;2020;41237;0;0
2702900;2021;41549;0;0
2702900;2022;35899;0;0
2703007;2014;15783;0;0
2703007;2015;15803;0;0
2703007;2016;15822;0;0
2703007;2017;15840;0;0
2703007;2018;15606;0;0
2703007;2019;15616;0;0
2703007;2020;15627;0;0
2703007;2021;15637;0;0
2703007;2022;13699;1;7,299802905
2703106;2014;26060;1;3,837298542
2703106;2015;26041;223;856,3419224
2703106;2016;26031;116;445,622527
2703106;2017;26022;4;15,37160864
2703106;2018;25649;0;0
2703106;2019;25631;48;187,2732238
2703106;2020;25613;0;0
2703106;2021;25596;0;0
2703106;2022;23996;1;4,167361227
2703205;2014;24455;0;0
2703205;2015;24575;0;0
2703205;2016;24687;31;125,5721635
2703205;2017;24793;0;0
2703205;2018;24408;0;0
2703205;2019;24499;0;0
2703205;2020;24586;0;0
2703205;2021;24670;2;8,107012566
2703205;2022;21227;0;0
2703304;2014;18535;0;0
2703304;2015;18621;121;649,8039847
2703304;2016;18637;3;16,09701132
2703304;2017;18652;1;5,361355351
2703304;2018;18378;0;0
2703304;2019;18385;2;10,87843351
2703304;2020;18392;1;5,437146585
2703304;2021;18398;0;0
2703304;2022;15158;49;323,261644
2703403;2014;5469;0;0
2703403;2015;5429;0;0
2703403;2016;5391;1;18,54943424
2703403;2017;5356;0;0
2703403;2018;5288;0;0
2703403;2019;5253;0;0
2703403;2020;5219;0;0
2703403;2021;5185;0;0
2703403;2022;5071;1;19,71997634
2703502;2014;7177;0;0
2703502;2015;7162;0;0
2703502;2016;7148;0;0
2703502;2017;7135;0;0
2703502;2018;7036;0;0
2703502;2019;7021;0;0
2703502;2020;7006;0;0
2703502;2021;6992;4;57,20823799
2703502;2022;5340;0;0
2703601;2014;8294;0;0
2703601;2015;8350;0;0
2703601;2016;8403;0;0
2703601;2017;8453;0;0
2703601;2018;8317;0;0
2703601;2019;8361;0;0
2703601;2020;8403;0;0
2703601;2021;8444;0;0
2703601;2022;9307;8;85,9568067
2703700;2014;5706;0;0
2703700;2015;5695;3;52,67778753
2703700;2016;5685;0;0
2703700;2017;5676;0;0
2703700;2018;5597;0;0
2703700;2019;5770;8;138,6481802
2703700;2020;5761;0;0
2703700;2021;5751;0;0
2703700;2022;4992;0;0
2703759;2014;11918;0;0
2703759;2015;11869;1;8,42530963
2703759;2016;11824;28;236,8064953
2703759;2017;11782;0;0
2703759;2018;11624;0;0
2703759;2019;11580;1;8,635578584
2703759;2020;11536;0;0
2703759;2021;11495;0;0
2703759;2022;9480;3;31,64556962
2703809;2014;23941;0;0
2703809;2015;24061;0;0
2703809;2016;24174;4;16,54670307
2703809;2017;24280;0;0
2703809;2018;23903;0;0
2703809;2019;23993;0;0
2703809;2020;24081;0;0
2703809;2021;24167;0;0
2703809;2022;17080;12;70,25761124
2703908;2014;4253;0;0
2703908;2015;4269;0;0
2703908;2016;4249;0;0
2703908;2017;4231;0;0
2703908;2018;4175;0;0
2703908;2019;4155;0;0
2703908;2020;4137;0;0
2703908;2021;4119;0;0
2703908;2022;4088;0;0
2704005;2014;25078;0;0
2704005;2015;25084;1;3,986605007
2704005;2016;25088;212;845,0255102
2704005;2017;25093;0;0
2704005;2018;24731;1;4,043508148
2704005;2019;24727;1;4,044162252
2704005;2020;24722;1;4,04498018
2704005;2021;24716;0;0
2704005;2022;23902;1;4,183750314
2704104;2014;18437;0;0
2704104;2015;18343;0;0
2704104;2016;18256;8;43,82120947
2704104;2017;18175;0;0
2704104;2018;17934;0;0
2704104;2019;17852;260;1456,419449
2704104;2020;17771;1;5,627145349
2704104;2021;17692;0;0
2704104;2022;18480;6;32,46753247
2704203;2014;28439;0;0
2704203;2015;28621;11;38,43331819
2704203;2016;28793;46;159,761053
2704203;2017;28953;0;0
2704203;2018;28495;0;0
2704203;2019;28635;123;429,544264
2704203;2020;28771;0;0
2704203;2021;28904;1;3,459728757
2704203;2022;24698;0;0
2704302;2014;1005319;13;1,293121885
2704302;2015;1013773;71;7,00354024
2704302;2016;1021709;7009;686,007464
2704302;2017;1029129;328;31,87161182
2704302;2018;1012382;85;8,39604023
2704302;2019;1018948;374;36,7045227
2704302;2020;1025360;61;5,949130062
2704302;2021;1031597;195;18,90273043
2704302;2022;960667;6472;673,6985865
2704401;2014;19963;2;10,01853429
2704401;2015;20047;165;823,0657954
2704401;2016;20126;69;342,8401073
2704401;2017;20200;0;0
2704401;2018;19891;0;0
2704401;2019;19804;0;0
2704401;2020;19864;0;0
2704401;2021;19923;3;15,0579732
2704401;2022;18081;2;11,0613351
2704500;2014;31748;1;3,149804712
2704500;2015;32171;36;111,9020236
2704500;2016;32568;37;113,60845
2704500;2017;32940;2;6,071645416
2704500;2018;32369;2;6,178751274
2704500;2019;32704;16;48,92367906
2704500;2020;33032;7;21,19157181
2704500;2021;33351;29;86,95391443
2704500;2022;32540;131;402,5814382
2704609;2014;9962;0;0
2704609;2015;9770;31;317,2978506
2704609;2016;9588;0;0
2704609;2017;9418;0;0
2704609;2018;9326;0;0
2704609;2019;9163;0;0
2704609;2020;9004;0;0
2704609;2021;8850;0;0
2704609;2022;9515;1;10,50972149
2704708;2014;50512;0;0
2704708;2015;51132;2;3,911444888
2704708;2016;51715;95;183,6991202
2704708;2017;52260;5;9,567546881
2704708;2018;51364;1;1,946888872
2704708;2019;51901;1;1,926745149
2704708;2020;52380;1;1,90912562
2704708;2021;52848;1;1,892219195
2704708;2022;61177;134;219,036566
2704807;2014;13719;0;0
2704807;2015;13665;1;7,317965606
2704807;2016;13587;13;95,67969382
2704807;2017;13514;0;0
2704807;2018;13337;0;0
2704807;2019;13264;0;0
2704807;2020;13193;0;0
2704807;2021;13123;0;0
2704807;2022;13677;4;29,24617972
2704906;2014;3674;0;0
2704906;2015;3622;0;0
2704906;2016;3600;0;0
2704906;2017;3579;0;0
2704906;2018;3534;0;0
2704906;2019;3514;0;0
2704906;2020;3494;0;0
2704906;2021;3474;0;0
2704906;2022;3155;3;95,08716323
2705002;2014;25659;0;0
2705002;2015;25590;293;1144,978507
2705002;2016;25589;153;597,9131658
2705002;2017;25589;9;35,17136269
2705002;2018;25226;5;19,82081979
2705002;2019;25216;26;103,1091371
2705002;2020;25207;1;3,967151982
2705002;2021;25200;0;0
2705002;2022;21627;4;18,49539927
2705101;2014;25006;0;0
2705101;2015;25008;0;0
2705101;2016;25010;8;31,98720512
2705101;2017;25012;0;0
2705101;2018;24649;0;0
2705101;2019;24642;2;8,116224332
2705101;2020;24634;0;0
2705101;2021;24627;3;12,18175174
2705101;2022;23871;20;83,78367056
2705200;2014;17350;0;0
2705200;2015;17576;0;0
2705200;2016;17789;37;207,993704
2705200;2017;17988;0;0
2705200;2018;17676;0;0
2705200;2019;17856;2;11,20071685
2705200;2020;18031;1;5,546004104
2705200;2021;18201;6;32,96522169
2705200;2022;15418;264;1712,284343
2705309;2014;5432;0;0
2705309;2015;5425;0;0
2705309;2016;5419;4;73,81435689
2705309;2017;5413;0;0
2705309;2018;5337;0;0
2705309;2019;5329;0;0
2705309;2020;5322;0;0
2705309;2021;5315;0;0
2705309;2022;4838;0;0
2705408;2014;7230;0;0
2705408;2015;7241;0;0
2705408;2016;7251;0;0
2705408;2017;7260;0;0
2705408;2018;7153;0;0
2705408;2019;7159;0;0
2705408;2020;7165;0;0
2705408;2021;7171;0;0
2705408;2022;7201;0;0
2705507;2014;28201;0;0
2705507;2015;28335;0;0
2705507;2016;28462;3;10,54036962
2705507;2017;28579;0;0
2705507;2018;28137;1;3,554039166
2705507;2019;28236;0;0
2705507;2020;28333;0;0
2705507;2021;28428;0;0
2705507;2022;25221;140;555,0929781
2705606;2014;12583;0;0
2705606;2015;12643;0;0
2705606;2016;12735;3;23,55712603
2705606;2017;12821;0;0
2705606;2018;12615;0;0
2705606;2019;12690;0;0
2705606;2020;12764;9;70,51081166
2705606;2021;12837;0;0
2705606;2022;10011;0;0
2705705;2014;21572;0;0
2705705;2015;21641;1;4,620858556
2705705;2016;21706;10;46,070211
2705705;2017;21767;0;0
2705705;2018;21437;0;0
2705705;2019;21688;6;27,66506824
2705705;2020;21738;0;0
2705705;2021;21690;0;0
2705705;2022;20702;43;207,7094001
2705804;2014;9209;0;0
2705804;2015;9298;0;0
2705804;2016;9381;7;74,61891056
2705804;2017;9459;0;0
2705804;2018;9303;0;0
2705804;2019;9373;0;0
2705804;2020;9441;0;0
2705804;2021;9507;0;0
2705804;2022;8345;2;23,96644697
2705903;2014;5169;0;0
2705903;2015;5178;0;0
2705903;2016;5187;3;57,83689994
2705903;2017;5195;0;0
2705903;2018;5117;0;0
2705903;2019;5123;2;39,03962522
2705903;2020;5128;0;0
2705903;2021;5133;0;0
2705903;2022;4333;0;0
2706000;2014;11643;0;0
2706000;2015;11688;0;0
2706000;2016;11731;1;8,52442247
2706000;2017;11772;0;0
2706000;2018;11591;0;0
2706000;2019;11624;1;8,602890571
2706000;2020;11657;0;0
2706000;2021;11681;0;0
2706000;2022;10744;9;83,76768429
2706109;2014;11484;1;8,707767328
2706109;2015;11537;143;1239,490335
2706109;2016;11589;0;0
2706109;2017;11635;0;0
2706109;2018;11456;0;0
2706109;2019;11496;0;0
2706109;2020;11535;0;0
2706109;2021;11573;0;0
2706109;2022;11382;0;0
2706208;2014;4970;0;0
2706208;2015;5004;0;0
2706208;2016;5036;0;0
2706208;2017;5066;0;0
2706208;2018;4985;0;0
2706208;2019;5011;6;119,7365795
2706208;2020;5037;0;0
2706208;2021;5061;0;0
2706208;2022;4328;0;0
2706307;2014;73725;0;0
2706307;2015;73878;0;0
2706307;2016;74049;702;948,0209051
2706307;2017;74208;12;16,17076326
2706307;2018;73096;0;0
2706307;2019;73218;39;53,26559043
2706307;2020;73337;1;1,363568185
2706307;2021;73452;1;1,361433317
2706307;2022;68534;4;5,8365191
2706406;2014;24924;0;0
2706406;2015;24878;5;20,09807862
2706406;2016;24834;8;32,2139003
2706406;2017;24792;0;0
2706406;2018;24446;0;0
2706406;2019;24399;2;8,197057256
2706406;2020;24351;2;8,213215063
2706406;2021;24307;0;0
2706406;2022;23721;4;16,8626955
2706422;2014;10688;0;0
2706422;2015;10601;1;9,433072352
2706422;2016;10674;99;927,4873524
2706422;2017;10684;0;0
2706422;2018;10527;1;9,49938254
2706422;2019;10533;1;9,493971328
2706422;2020;10539;0;0
2706422;2021;10546;0;0
2706422;2022;10573;2;18,91610707
2706448;2014;12687;0;0
2706448;2015;12887;0;0
2706448;2016;13076;132;1009,483022
2706448;2017;13252;6;45,27618473
2706448;2018;13016;0;0
2706448;2019;13176;0;0
2706448;2020;13332;0;0
2706448;2021;13484;0;0
2706448;2022;13991;2;14,29490387
2706505;2014;15396;0;0
2706505;2015;15419;0;0
2706505;2016;15441;0;0
2706505;2017;15461;0;0
2706505;2018;15232;1;6,56512605
2706505;2019;15245;0;0
2706505;2020;15258;0;0
2706505;2021;15270;0;0
2706505;2022;13870;1;7,209805335
2706604;2014;7683;0;0
2706604;2015;7682;0;0
2706604;2016;7680;0;0
2706604;2017;7679;0;0
2706604;2018;7568;0;0
2706604;2019;7564;1;13,22051824
2706604;2020;7560;0;0
2706604;2021;7556;0;0
2706604;2022;6570;0;0
2706703;2014;63842;0;0
2706703;2015;64074;2;3,121390892
2706703;2016;64292;66;102,6566291
2706703;2017;64497;0;0
2706703;2018;63516;0;0
2706703;2019;63683;72;113,0600003
2706703;2020;63846;3;4,698806503
2706703;2021;64005;118;184,3605968
2706703;2022;58654;3;5,114740683
2706802;2014;17977;0;0
2706802;2015;18011;0;0
2706802;2016;18043;9;49,88084022
2706802;2017;18074;0;0
2706802;2018;17805;27;151,642797
2706802;2019;17827;84;471,1953778
2706802;2020;17848;0;0
2706802;2021;17868;16;89,5455563
