UF_ACR;CODE_MUNI_7;YEAR;CASES
CE;2310803;2022;28
CE;2310852;2016;39
CE;2310852;2017;312
CE;2310852;2018;9
CE;2310852;2019;4
CE;2310852;2020;5
CE;2310852;2021;3
CE;2310852;2022;168
CE;2310902;2016;6
CE;2310902;2017;410
CE;2310902;2018;1
CE;2310902;2019;1
CE;2310902;2020;5
CE;2310902;2022;8
CE;2310951;2016;10
CE;2310951;2019;1
CE;2310951;2021;1
CE;2310951;2022;1
CE;2311009;2016;3
CE;2311009;2017;5
CE;2311108;2016;1
CE;2311108;2017;2
CE;2311108;2022;317
CE;2311207;2016;4
CE;2311207;2020;1
CE;2311207;2021;2
CE;2311207;2022;3
CE;2311231;2016;4
CE;2311231;2017;1
CE;2311231;2021;1
CE;2311231;2022;1
CE;2311264;2016;14
CE;2311264;2017;17
CE;2311264;2022;84
CE;2311306;2015;118
CE;2311306;2016;1012
CE;2311306;2017;95
CE;2311306;2018;108
CE;2311306;2019;279
CE;2311306;2020;14
CE;2311306;2021;2
CE;2311306;2022;23
CE;2311355;2017;29
CE;2311355;2018;2
CE;2311355;2020;2
CE;2311355;2022;2
CE;2311405;2016;1370
CE;2311405;2017;1320
CE;2311405;2018;37
CE;2311405;2019;13
CE;2311405;2020;27
CE;2311405;2021;11
CE;2311405;2022;208
CE;2311504;2015;12
CE;2311504;2016;98
CE;2311504;2017;506
CE;2311504;2018;8
CE;2311504;2019;29
CE;2311504;2020;112
CE;2311504;2021;60
CE;2311504;2022;97
CE;2311603;2016;5
CE;2311603;2017;367
CE;2311603;2019;1
CE;2311603;2021;1
CE;2311603;2022;8
CE;2311702;2015;3
CE;2311702;2016;463
CE;2311702;2017;677
CE;2311702;2018;3
CE;2311702;2020;29
CE;2311702;2021;12
CE;2311702;2022;8
CE;2311801;2015;4
CE;2311801;2016;86
CE;2311801;2017;915
CE;2311801;2018;8
CE;2311801;2019;7
CE;2311801;2020;3
CE;2311801;2021;1
CE;2311801;2022;171
CE;2311900;2017;70
CE;2311900;2022;2
CE;2311959;2016;40
CE;2311959;2017;2
CE;2311959;2019;1
CE;2311959;2020;3
CE;2311959;2021;1
CE;2311959;2022;150
CE;2312007;2016;2
CE;2312007;2017;172
CE;2312007;2020;1
CE;2312007;2021;4
CE;2312007;2022;12
CE;2312106;2016;7
CE;2312106;2017;2
CE;2312106;2021;1
CE;2312106;2022;334
CE;2312205;2016;639
CE;2312205;2017;226
CE;2312205;2018;3
CE;2312205;2019;1
CE;2312205;2020;1
CE;2312205;2021;3
CE;2312205;2022;25
CE;2312304;2016;3
CE;2312304;2017;3
CE;2312304;2022;5
CE;2312403;2016;330
CE;2312403;2017;1343
CE;2312403;2018;13
CE;2312403;2019;12
CE;2312403;2020;3
CE;2312403;2021;5
CE;2312403;2022;49
CE;2312502;2017;1
CE;2312502;2018;1
CE;2312502;2021;1
CE;2312502;2022;11
CE;2312601;2016;121
CE;2312601;2017;102
CE;2312601;2022;1
CE;2312700;2016;7
CE;2312700;2017;2092
CE;2312700;2018;15
CE;2312700;2021;1
CE;2312700;2022;2
CE;2312809;2015;1
CE;2312809;2016;121
CE;2312809;2017;13
CE;2312809;2020;1
CE;2312809;2021;10
CE;2312809;2022;23
CE;2312908;2016;225
CE;2312908;2017;1546
CE;2312908;2018;5
CE;2312908;2019;7
CE;2312908;2020;5
CE;2312908;2021;49
CE;2312908;2022;335
CE;2313005;2017;313
CE;2313005;2018;6
CE;2313005;2021;1
CE;2313104;2015;1
CE;2313104;2017;24
CE;2313104;2020;3
CE;2313104;2021;1
CE;2313104;2022;155
CE;2313203;2016;166
CE;2313203;2017;25
CE;2313203;2018;2
CE;2313203;2020;3
CE;2313203;2022;258
CE;2313252;2016;5
CE;2313252;2022;14
CE;2313302;2016;193
CE;2313302;2017;49
CE;2313302;2018;1
CE;2313302;2021;3
CE;2313302;2022;154
CE;2313351;2017;267
CE;2313351;2019;1
CE;2313351;2020;5
CE;2313351;2021;5
CE;2313351;2022;4
CE;2313401;2015;1
CE;2313401;2017;26
CE;2313401;2018;1
CE;2313401;2022;6
CE;2313500;2016;7
CE;2313500;2017;90
CE;2313500;2019;1
CE;2313500;2022;93
CE;2313559;2016;3
CE;2313559;2017;109
CE;2313559;2021;4
CE;2313559;2022;3
CE;2313609;2016;1
CE;2313609;2017;6
CE;2313609;2019;1
CE;2313609;2022;5
CE;2313708;2015;9
CE;2313708;2016;29
CE;2313708;2017;2
CE;2313708;2018;2
CE;2313708;2020;1
CE;2313708;2022;263
CE;2313757;2016;111
CE;2313757;2017;80
CE;2313757;2019;2
CE;2313757;2022;1
CE;2313807;2016;1
CE;2313807;2017;187
CE;2313807;2018;1
CE;2313807;2019;1
CE;2313807;2020;2
CE;2313807;2022;29
CE;2313906;2016;18
CE;2313906;2017;243
CE;2313906;2019;1
CE;2313906;2021;3
CE;2313906;2022;3
CE;2313955;2016;281
CE;2313955;2017;7
CE;2313955;2018;12
CE;2313955;2020;6
CE;2313955;2021;3
CE;2313955;2022;33
CE;2314003;2014;1
CE;2314003;2016;1
CE;2314003;2017;43
CE;2314003;2018;16
CE;2314003;2019;3
CE;2314003;2020;22
CE;2314003;2021;2
CE;2314003;2022;250
CE;2314102;2017;36
CE;2314102;2018;5
CE;2314102;2019;2
CE;2314102;2020;1
CE;2314102;2021;1
CE;2314102;2022;14
RN;2400109;2015;14
RN;2400109;2016;297
RN;2400109;2018;2
RN;2400109;2019;10
RN;2400109;2020;1
RN;2400109;2021;1
RN;2400109;2022;79
RN;2400208;2015;4
RN;2400208;2016;574
RN;2400208;2017;22
RN;2400208;2018;24
RN;2400208;2019;806
RN;2400208;2020;441
RN;2400208;2021;168
RN;2400208;2022;74
RN;2400307;2015;11
RN;2400307;2016;22
RN;2400307;2017;22
RN;2400307;2018;1
RN;2400307;2019;10
RN;2400307;2020;29
RN;2400307;2021;55
RN;2400307;2022;36
RN;2400406;2016;29
RN;2400406;2017;16
RN;2400406;2018;4
RN;2400406;2022;5
RN;2400505;2015;68
RN;2400505;2016;40
RN;2400505;2017;1
RN;2400505;2019;1
RN;2400505;2020;4
RN;2400505;2022;6
RN;2400604;2016;36
RN;2400703;2015;31
RN;2400703;2016;14
RN;2400703;2017;19
RN;2400703;2018;2
RN;2400703;2019;8
RN;2400703;2020;54
RN;2400703;2021;10
RN;2400802;2015;2
RN;2400802;2016;8
RN;2400802;2017;14
RN;2400802;2018;13
RN;2400802;2019;50
RN;2400802;2020;1
RN;2400802;2021;35
RN;2400802;2022;39
RN;2400901;2016;36
RN;2400901;2017;22
RN;2400901;2022;11
RN;2401008;2015;3
RN;2401008;2016;67
RN;2401008;2018;2
RN;2401008;2020;42
RN;2401008;2021;4
RN;2401008;2022;122
RN;2401107;2015;6
RN;2401107;2016;8
RN;2401107;2017;29
RN;2401107;2018;2
RN;2401107;2019;1
RN;2401107;2020;166
RN;2401107;2021;8
RN;2401107;2022;21
RN;2401206;2016;6
RN;2401206;2019;24
RN;2401206;2020;4
RN;2401206;2022;268
RN;2401305;2016;1
RN;2401305;2022;7
RN;2401404;2019;4
RN;2401404;2021;78
RN;2401404;2022;244
RN;2401453;2015;1
RN;2401453;2016;3
RN;2401453;2017;36
RN;2401453;2018;4
RN;2401453;2019;2
RN;2401453;2020;37
RN;2401453;2021;13
RN;2401453;2022;99
RN;2401503;2015;18
RN;2401503;2016;21
RN;2401503;2019;11
RN;2401503;2022;1
RN;2401602;2022;111
RN;2401651;2015;10
RN;2401651;2019;1
RN;2401651;2022;3
RN;2401701;2016;62
RN;2401701;2018;2
RN;2401701;2019;22
RN;2401701;2021;63
RN;2401701;2022;16
RN;2401800;2016;15
RN;2401800;2017;1
RN;2401800;2018;3
RN;2401800;2019;2
RN;2401800;2020;1
RN;2401800;2022;44
RN;2401859;2016;22
RN;2401859;2019;2
RN;2401859;2020;6
RN;2401859;2022;1
RN;2401909;2016;147
RN;2401909;2019;5
RN;2401909;2020;2
RN;2401909;2022;40
RN;2402006;2015;16
RN;2402006;2016;1352
RN;2402006;2017;35
RN;2402006;2018;19
RN;2402006;2019;59
RN;2402006;2020;42
RN;2402006;2021;3
RN;2402006;2022;782
RN;2402105;2015;8
RN;2402105;2016;4
RN;2402105;2017;9
RN;2402105;2018;44
RN;2402105;2021;17
RN;2402105;2022;7
RN;2402204;2015;1
RN;2402204;2016;107
RN;2402204;2017;2
RN;2402204;2018;2
RN;2402204;2019;81
RN;2402204;2020;3
RN;2402204;2021;8
RN;2402204;2022;24
RN;2402303;2015;9
RN;2402303;2016;338
RN;2402303;2017;3
RN;2402303;2018;2
RN;2402303;2019;1
RN;2402303;2020;14
RN;2402303;2022;3
RN;2402402;2015;72
RN;2402402;2016;195
RN;2402402;2018;4
RN;2402402;2019;2
RN;2402402;2020;6
RN;2402402;2021;2
RN;2402402;2022;372
RN;2402501;2016;229
RN;2402501;2019;8
RN;2402501;2020;49
RN;2402501;2022;12
RN;2402600;2014;1
RN;2402600;2015;225
RN;2402600;2016;55
RN;2402600;2017;1
RN;2402600;2018;2
RN;2402600;2019;13
RN;2402600;2020;2
RN;2402600;2021;5
RN;2402600;2022;62
RN;2402709;2014;1
RN;2402709;2015;30
RN;2402709;2016;38
RN;2402709;2022;4
RN;2402808;2020;1
RN;2402808;2021;120
RN;2402808;2022;32
RN;2402907;2016;101
RN;2402907;2022;4
RN;2403004;2020;1
RN;2403004;2021;1
RN;2403004;2022;7
RN;2403103;2015;77
RN;2403103;2016;865
RN;2403103;2017;7
RN;2403103;2018;11
RN;2403103;2019;9
RN;2403103;2020;1
RN;2403103;2021;2
RN;2403103;2022;371
RN;2403202;2016;8
RN;2403202;2019;31
RN;2403202;2020;10
RN;2403202;2021;1
RN;2403202;2022;1
RN;2403251;2014;1
RN;2403251;2015;142
RN;2403251;2016;255
RN;2403251;2017;4
RN;2403251;2018;8
RN;2403251;2019;453
RN;2403251;2020;227
RN;2403251;2021;115
RN;2403251;2022;433
RN;2403301;2016;15
RN;2403400;2016;7
RN;2403400;2017;2
RN;2403400;2021;1
RN;2403400;2022;33
RN;2403509;2016;1
RN;2403509;2018;1
RN;2403509;2019;3
RN;2403509;2021;1
RN;2403509;2022;3
RN;2403608;2015;4
RN;2403608;2016;295
RN;2403608;2017;10
RN;2403608;2018;7
RN;2403608;2019;45
RN;2403608;2020;1
RN;2403608;2021;3
RN;2403608;2022;306
RN;2403707;2022;13
RN;2403756;2015;1
RN;2403756;2016;10
RN;2403756;2018;4
RN;2403756;2019;86
RN;2403756;2020;12
RN;2403756;2021;2
RN;2403756;2022;29
RN;2403806;2015;9
RN;2403806;2016;7
RN;2403806;2020;1
RN;2403806;2022;177
RN;2403905;2016;34
RN;2403905;2019;19
RN;2403905;2020;2
RN;2404002;2016;127
RN;2404002;2022;3
RN;2404101;2016;31
RN;2404101;2019;15
RN;2404101;2020;4
RN;2404101;2021;4
RN;2404101;2022;54
RN;2404200;2015;2
RN;2404200;2016;4
RN;2404200;2019;8
RN;2404200;2020;2
RN;2404200;2021;2
RN;2404200;2022;6
RN;2404309;2016;11
RN;2404309;2018;1
RN;2404309;2019;2
RN;2404309;2020;17
RN;2404408;2017;29
RN;2404408;2020;42
RN;2404408;2021;1
RN;2404408;2022;47
RN;2404507;2014;1
RN;2404507;2015;41
RN;2404507;2016;206
RN;2404507;2018;1
RN;2404507;2019;5
RN;2404507;2020;208
RN;2404507;2021;4
RN;2404507;2022;28
RN;2404606;2017;7
RN;2404606;2019;8
RN;2404606;2022;74
RN;2404705;2016;23
RN;2404705;2019;54
RN;2404705;2021;124
RN;2404804;2015;6
RN;2404804;2016;16
RN;2404804;2022;45
RN;2404853;2016;15
RN;2404853;2020;2
RN;2404903;2020;17
RN;2404903;2022;7
RN;2405009;2016;240
RN;2405009;2020;1
RN;2405009;2021;89
RN;2405009;2022;57
RN;2405108;2018;1
RN;2405108;2019;4
RN;2405108;2020;1
RN;2405108;2021;1
RN;2405108;2022;150
RN;2405207;2016;149
RN;2405207;2020;2
RN;2405207;2021;2
RN;2405207;2022;3
RN;2405306;2015;5
RN;2405306;2016;2
RN;2405306;2019;69
RN;2405306;2022;32
RN;2405405;2015;29
RN;2405405;2016;196
RN;2405405;2017;3
RN;2405405;2018;2
RN;2405405;2019;11
RN;2405405;2020;21
RN;2405405;2021;2
RN;2405405;2022;8
RN;2405504;2015;1
RN;2405504;2016;21
RN;2405504;2017;1
RN;2405504;2022;80
RN;2405603;2016;1
RN;2405603;2018;2
RN;2405603;2019;1
RN;2405603;2020;2
RN;2405603;2021;2
RN;2405603;2022;6
RN;2405702;2015;2
RN;2405702;2016;137
RN;2405702;2017;1
RN;2405702;2018;3
RN;2405702;2019;9
RN;2405702;2020;12
RN;2405702;2021;2
RN;2405702;2022;620
RN;2405801;2015;96
RN;2405801;2016;41
RN;2405801;2017;3
RN;2405801;2018;12
RN;2405801;2019;5
RN;2405801;2020;8
RN;2405801;2021;4
RN;2405801;2022;116
RN;2405900;2018;1
RN;2405900;2020;2
RN;2406007;2015;2
RN;2406007;2016;262
RN;2406007;2018;2
RN;2406007;2021;4
RN;2406007;2022;3
RN;2406106;2016;220
RN;2406106;2017;2
RN;2406106;2018;20
RN;2406106;2020;1
RN;2406106;2022;13
RN;2406155;2019;1
RN;2406155;2022;36
RN;2406205;2016;18
RN;2406205;2018;1
RN;2406205;2019;28
RN;2406205;2020;1
RN;2406205;2022;16
RN;2406304;2016;1
RN;2406304;2018;1
RN;2406304;2019;5
RN;2406304;2022;3
RN;2406403;2015;8
RN;2406403;2017;24
RN;2406403;2018;3
RN;2406403;2019;77
RN;2406403;2022;113
RN;2406502;2015;42
RN;2406502;2016;35
RN;2406502;2018;1
RN;2406502;2019;46
RN;2406502;2020;1
RN;2406502;2021;3
RN;2406502;2022;46
RN;2406601;2019;219
RN;2406601;2022;6
RN;2406700;2015;289
RN;2406700;2018;4
RN;2406700;2019;4
RN;2406700;2020;1
RN;2406700;2021;6
RN;2406700;2022;120
RN;2406809;2015;3
RN;2406809;2016;23
RN;2406809;2017;1
RN;2406809;2018;53
RN;2406809;2019;12
RN;2406809;2021;48
RN;2406809;2022;35
RN;2406908;2016;2
RN;2406908;2019;1
RN;2406908;2020;8
RN;2406908;2022;1
RN;2407005;2016;43
RN;2407005;2020;1
RN;2407005;2021;1
RN;2407005;2022;16
RN;2407104;2016;486
RN;2407104;2017;27
RN;2407104;2018;82
RN;2407104;2019;231
RN;2407104;2020;33
RN;2407104;2021;38
RN;2407104;2022;1105
RN;2407203;2015;39
RN;2407203;2017;1
RN;2407203;2018;1
RN;2407203;2019;2
RN;2407203;2020;2
RN;2407203;2021;30
RN;2407203;2022;54
RN;2407252;2016;12
RN;2407252;2022;2
RN;2407302;2016;4
RN;2407302;2020;4
RN;2407302;2022;10
RN;2407401;2016;11
RN;2407401;2022;4
RN;2407500;2016;17
RN;2407500;2019;9
RN;2407609;2015;2
RN;2407609;2016;86
RN;2407609;2020;4
RN;2407609;2021;1
RN;2407609;2022;7
RN;2407708;2016;4
RN;2407708;2019;52
RN;2407708;2021;3
RN;2407708;2022;29
RN;2407807;2018;2
RN;2407807;2019;4
RN;2407807;2022;54
RN;2407906;2017;4
RN;2407906;2019;1
RN;2407906;2022;29
RN;2408003;2014;1
RN;2408003;2015;274
RN;2408003;2016;1219
RN;2408003;2017;563
RN;2408003;2018;719
RN;2408003;2019;75
RN;2408003;2020;2283
RN;2408003;2021;114
RN;2408003;2022;517
RN;2408102;2014;42
RN;2408102;2015;2523
RN;2408102;2016;6924
RN;2408102;2017;915
RN;2408102;2018;575
RN;2408102;2019;8861
RN;2408102;2020;434
RN;2408102;2021;303
RN;2408102;2022;1948
RN;2408201;2016;15
RN;2408201;2017;3
RN;2408201;2019;46
RN;2408201;2020;4
RN;2408201;2021;4
RN;2408201;2022;61
RN;2408300;2015;2
RN;2408300;2016;70
RN;2408300;2017;2
RN;2408300;2018;4
RN;2408300;2019;5
RN;2408300;2020;5
RN;2408300;2021;224
RN;2408300;2022;76
RN;2408409;2016;48
RN;2408508;2015;1
RN;2408508;2016;62
RN;2408508;2021;3
RN;2408508;2022;109
RN;2408607;2016;26
RN;2408607;2020;1
RN;2408706;2016;158
RN;2408706;2020;1
RN;2408706;2021;2
RN;2408706;2022;1
RN;2408805;2015;7
RN;2408805;2016;10
RN;2408805;2017;1
RN;2408805;2018;5
RN;2408805;2019;26
RN;2408805;2020;1
RN;2408805;2021;5
RN;2408805;2022;238
RN;2408904;2015;51
RN;2408904;2016;225
RN;2408904;2017;3
RN;2408904;2018;1
RN;2408904;2019;2
RN;2408904;2020;11
RN;2408904;2021;331
RN;2408904;2022;671
RN;2408953;2019;2
RN;2408953;2022;105
RN;2409100;2015;1
RN;2409100;2016;628
RN;2409100;2017;8
RN;2409100;2018;188
RN;2409100;2019;28
RN;2409100;2020;104
RN;2409100;2021;38
RN;2409100;2022;55
RN;2409209;2019;2
RN;2409209;2021;1
RN;2409209;2022;47
RN;2409308;2015;23
RN;2409308;2016;696
RN;2409308;2022;11
RN;2409332;2016;33
RN;2409332;2019;6
RN;2409332;2020;1
RN;2409332;2022;81
RN;2409407;2016;932
RN;2409407;2017;6
RN;2409407;2019;513
RN;2409407;2020;20
RN;2409407;2021;1
RN;2409407;2022;20
RN;2409506;2015;1
RN;2409506;2016;83
RN;2409506;2019;3
RN;2409506;2022;7
RN;2409605;2018;2
RN;2409605;2022;104
RN;2409704;2015;11
RN;2409704;2016;9
RN;2409704;2019;2
RN;2409704;2021;1
RN;2409704;2022;94
RN;2409803;2015;4
RN;2409803;2019;4
RN;2409803;2020;1
RN;2409803;2021;14
RN;2409803;2022;66
RN;2409902;2015;4
RN;2409902;2016;11
RN;2409902;2020;2
RN;2409902;2021;4
RN;2409902;2022;3
RN;2410009;2016;19
RN;2410009;2018;1
RN;2410009;2019;1
RN;2410009;2020;5
RN;2410009;2021;1
RN;2410009;2022;53
RN;2410108;2015;10
RN;2410108;2016;4
RN;2410108;2020;1
RN;2410108;2022;15
RN;2410207;2016;10
RN;2410207;2020;17
RN;2410207;2021;1
RN;2410256;2016;8
RN;2410256;2017;1
RN;2410256;2020;9
RN;2410306;2015;2
RN;2410306;2016;64
RN;2410306;2018;1
RN;2410306;2019;64
RN;2410306;2021;5
RN;2410306;2022;77
RN;2410405;2015;40
RN;2410405;2016;15
RN;2410405;2017;1
RN;2410405;2018;1
RN;2410405;2022;28
RN;2410504;2016;220
RN;2410504;2017;3
RN;2410504;2019;19
RN;2410504;2020;3
RN;2410504;2022;2
RN;2410603;2016;263
RN;2410702;2016;20
RN;2410702;2018;15
RN;2410702;2020;11
RN;2410702;2021;1
RN;2410801;2016;4
RN;2410900;2015;4
RN;2410900;2017;5
RN;2410900;2019;6
RN;2410900;2021;10
RN;2410900;2022;107
RN;2411007;2016;129
RN;2411007;2017;1
RN;2411007;2020;1
RN;2411056;2015;2
RN;2411056;2016;15
RN;2411056;2017;27
RN;2411056;2018;8
RN;2411056;2019;7
RN;2411056;2020;230
RN;2411056;2021;10
RN;2411056;2022;66
RN;2411106;2016;24
RN;2411106;2019;89
RN;2411106;2021;3
RN;2411106;2022;3
RN;2411205;2015;224
RN;2411205;2016;88
RN;2411205;2017;2
RN;2411205;2018;63
RN;2411205;2019;70
RN;2411205;2020;71
RN;2411205;2021;2061
RN;2411205;2022;69
RN;2411403;2015;14
RN;2411403;2016;39
RN;2411403;2017;12
RN;2411403;2018;49
RN;2411403;2019;13
RN;2411403;2020;6
RN;2411403;2021;3
RN;2411403;2022;56
RN;2411429;2015;16
RN;2411429;2016;17
RN;2411429;2020;3
RN;2411429;2021;1
RN;2411429;2022;19
RN;2411502;2015;1
RN;2411502;2016;28
RN;2411502;2017;3
RN;2411502;2018;28
RN;2411502;2019;70
RN;2411502;2020;2
RN;2411502;2021;19
RN;2411502;2022;215
RN;2411601;2018;1
RN;2411601;2019;16
RN;2411601;2020;4
RN;2411601;2022;95
RN;2411700;2021;119
RN;2411700;2022;5
RN;2411809;2016;8
RN;2411809;2019;1
RN;2411809;2022;4
RN;2411908;2016;27
RN;2411908;2017;1
RN;2411908;2022;1
RN;2412005;2015;65
RN;2412005;2016;58
RN;2412005;2017;2
RN;2412005;2018;3
RN;2412005;2019;108
RN;2412005;2020;4
RN;2412005;2021;31
RN;2412005;2022;90
RN;2412104;2016;39
RN;2412104;2018;1
RN;2412104;2019;1
RN;2412104;2022;6
RN;2412203;2015;13
RN;2412203;2016;246
RN;2412203;2017;41
RN;2412203;2018;7
RN;2412203;2019;153
RN;2412203;2020;6
RN;2412203;2021;13
RN;2412203;2022;232
RN;2412302;2016;166
RN;2412302;2018;54
RN;2412302;2019;228
RN;2412302;2020;1
RN;2412302;2021;278
RN;2412302;2022;30
RN;2412401;2016;209
RN;2412401;2018;1
RN;2412401;2022;6
RN;2412500;2015;1
RN;2412500;2016;115
RN;2412500;2017;99
RN;2412500;2018;5
RN;2412500;2020;23
RN;2412500;2022;83
RN;2412559;2016;7
RN;2412559;2018;5
RN;2412559;2021;1
RN;2412559;2022;28
RN;2412609;2016;257
RN;2412609;2017;4
RN;2412609;2018;2
RN;2412609;2019;374
RN;2412609;2020;1
RN;2412609;2021;43
RN;2412609;2022;303
RN;2412708;2019;1
RN;2412708;2021;1
RN;2412708;2022;20
RN;2412807;2015;2
RN;2412807;2016;26
RN;2412807;2018;1
RN;2412807;2019;10
RN;2412807;2020;21
RN;2412807;2021;10
RN;2412807;2022;17
RN;2412906;2016;1
RN;2412906;2017;5
RN;2412906;2018;12
RN;2412906;2019;8
RN;2412906;2020;3
RN;2412906;2021;7
RN;2412906;2022;121
RN;2413003;2015;25
RN;2413003;2016;15
RN;2413003;2017;2
RN;2413003;2018;4
RN;2413003;2019;1
RN;2413003;2021;3
RN;2413003;2022;97
RN;2413102;2015;1
RN;2413102;2016;118
RN;2413102;2017;1
RN;2413102;2018;1
RN;2413102;2019;16
RN;2413102;2022;69
RN;2413201;2019;17
RN;2413300;2017;1
RN;2413300;2019;9
RN;2413300;2021;1
RN;2413359;2016;6
RN;2413359;2017;1
RN;2413359;2020;248
RN;2413359;2021;8
RN;2413359;2022;6
RN;2413409;2016;5
RN;2413409;2017;1
RN;2413409;2020;3
RN;2413409;2022;25
RN;2413508;2016;9
RN;2413508;2018;3
RN;2413508;2019;6
RN;2413508;2021;87
RN;2413508;2022;28
RN;2413557;2016;5
RN;2413557;2019;2
RN;2413557;2020;3
RN;2413557;2022;34
RN;2413607;2016;1
RN;2413607;2020;4
RN;2413607;2022;74
RN;2413706;2015;3
RN;2413706;2016;112
RN;2413706;2017;3
RN;2413706;2018;2
RN;2413706;2019;15
RN;2413706;2021;13
RN;2413706;2022;252
RN;2413805;2019;6
RN;2413805;2020;1
RN;2413805;2022;1
RN;2413904;2016;192
RN;2413904;2018;1
RN;2413904;2019;41
RN;2413904;2020;1
RN;2413904;2021;2
RN;2413904;2022;28
RN;2414001;2015;1
RN;2414001;2016;11
RN;2414001;2017;2
RN;2414001;2018;1
RN;2414001;2019;17
RN;2414001;2020;6
RN;2414001;2021;56
RN;2414001;2022;44
RN;2414100;2016;132
RN;2414100;2019;1
RN;2414159;2016;7
RN;2414159;2017;2
RN;2414159;2018;1
RN;2414159;2019;1
RN;2414159;2022;34
RN;2414209;2015;7
RN;2414209;2016;6
RN;2414209;2017;1
RN;2414209;2019;3
RN;2414209;2020;5
RN;2414209;2021;3
RN;2414209;2022;22
RN;2414308;2015;37
RN;2414308;2016;7
RN;2414308;2018;2
RN;2414308;2019;2
RN;2414308;2021;1
RN;2414308;2022;24
RN;2414407;2015;1
RN;2414407;2016;9
RN;2414407;2019;22
RN;2414407;2022;96
RN;2414456;2015;4
RN;2414456;2016;82
RN;2414456;2019;1
RN;2414456;2022;50
RN;2414506;2016;9
RN;2414506;2017;5
RN;2414506;2019;26
RN;2414506;2020;1
RN;2414605;2016;7
RN;2414605;2017;35
RN;2414605;2020;122
RN;2414605;2021;2
RN;2414605;2022;20
RN;2414704;2015;1
RN;2414704;2016;1
RN;2414704;2018;98
RN;2414704;2020;3
RN;2414704;2022;67
RN;2414753;2016;24
RN;2414753;2020;32
RN;2414753;2022;3
RN;2414803;2015;7
RN;2414803;2016;35
RN;2414803;2019;3
RN;2414803;2021;1
RN;2414803;2022;171
RN;2414902;2016;10
RN;2414902;2017;1
RN;2414902;2020;168
RN;2414902;2022;2
RN;2415008;2016;1
RN;2415008;2019;1
RN;2415008;2022;22
PB;2500106;2016;8
PB;2500106;2017;1
PB;2500106;2019;1
PB;2500205;2016;11
PB;2500205;2022;33
PB;2500304;2016;857
PB;2500304;2017;4
PB;2500304;2019;11
PB;2500304;2020;20
PB;2500304;2021;114
PB;2500304;2022;74
PB;2500403;2016;46
PB;2500403;2017;5
PB;2500403;2018;19
PB;2500403;2019;43
PB;2500403;2020;24
PB;2500403;2021;327
PB;2500403;2022;63
PB;2500502;2016;62
PB;2500502;2019;1
PB;2500502;2021;6
PB;2500502;2022;74
PB;2500536;2021;1
PB;2500577;2021;24
PB;2500577;2022;23
PB;2500601;2016;89
PB;2500601;2017;6
PB;2500601;2021;47
PB;2500601;2022;517
PB;2500700;2016;80
PB;2500700;2017;2
PB;2500700;2021;1
PB;2500700;2022;9
PB;2500734;2015;4
PB;2500734;2016;5
PB;2500734;2022;2
PB;2500775;2016;67
PB;2500775;2018;3
PB;2500775;2019;1
PB;2500775;2021;1
PB;2500775;2022;2
PB;2500809;2016;12
PB;2500809;2020;214
PB;2500809;2021;12
PB;2500809;2022;233
PB;2500908;2016;6
PB;2500908;2021;2
PB;2500908;2022;42
PB;2501005;2017;1
PB;2501005;2018;5
PB;2501005;2019;27
PB;2501005;2020;174
PB;2501005;2021;9
PB;2501005;2022;33
PB;2501104;2016;3
PB;2501104;2017;1
PB;2501104;2018;1
PB;2501104;2019;2
PB;2501104;2020;6
PB;2501104;2021;106
PB;2501104;2022;320
PB;2501153;2016;26
PB;2501153;2017;2
PB;2501153;2022;1
PB;2501203;2016;5
PB;2501203;2017;3
PB;2501203;2018;1
PB;2501203;2019;1
PB;2501302;2016;27
PB;2501302;2017;1
PB;2501302;2018;3
PB;2501302;2021;15
PB;2501302;2022;11
PB;2501351;2016;7
PB;2501351;2021;6
PB;2501351;2022;111
PB;2501401;2021;7
PB;2501401;2022;25
PB;2501500;2015;15
PB;2501500;2016;100
PB;2501500;2017;1
PB;2501500;2019;2
PB;2501500;2020;6
PB;2501500;2021;36
PB;2501500;2022;59
PB;2501534;2015;3
PB;2501534;2016;18
PB;2501534;2019;6
PB;2501534;2020;4
PB;2501534;2021;6
PB;2501534;2022;44
PB;2501575;2017;3
PB;2501575;2018;4
PB;2501575;2019;1
PB;2501575;2020;13
PB;2501575;2021;69
PB;2501575;2022;144
PB;2501609;2016;233
PB;2501609;2019;1
PB;2501609;2020;2
PB;2501609;2021;3
PB;2501609;2022;20
PB;2501708;2016;4
PB;2501708;2021;14
PB;2501708;2022;78
PB;2501807;2016;56
PB;2501807;2017;8
PB;2501807;2018;6
PB;2501807;2019;6
PB;2501807;2020;6
PB;2501807;2021;92
PB;2501807;2022;78
PB;2501906;2016;164
PB;2501906;2017;6
PB;2501906;2018;3
PB;2501906;2019;10
PB;2501906;2021;72
PB;2501906;2022;174
PB;2502003;2016;40
PB;2502003;2017;2
PB;2502003;2021;1
PB;2502052;2016;14
PB;2502052;2022;1
PB;2502102;2016;7
PB;2502102;2021;2
PB;2502102;2022;97
PB;2502151;2016;2
PB;2502151;2017;1
PB;2502151;2020;6
PB;2502151;2021;9
PB;2502151;2022;120
PB;2502201;2016;12
PB;2502201;2020;2
PB;2502300;2016;27
PB;2502300;2022;4
PB;2502409;2016;12
PB;2502409;2017;9
PB;2502409;2018;76
PB;2502409;2022;1
