UF_ACR;CODE_MUNI_7;YEAR;CASES
BA;2918407;2017;5
BA;2918407;2018;10
BA;2918407;2019;16
BA;2918407;2020;46
BA;2918407;2021;11
BA;2918407;2022;596
BA;2918456;2022;100
BA;2918506;2016;3
BA;2918506;2021;13
BA;2918506;2022;1
BA;2918555;2015;2
BA;2918555;2016;41
BA;2918555;2017;4
BA;2918605;2016;2
BA;2918704;2015;1
BA;2918704;2020;1
BA;2918753;2019;1
BA;2918803;2015;3
BA;2918803;2016;5
BA;2918902;2016;1
BA;2918902;2017;1
BA;2918902;2022;23
BA;2919009;2020;2
BA;2919058;2014;1
BA;2919058;2016;1
BA;2919058;2020;11
BA;2919058;2021;4
BA;2919058;2022;3
BA;2919108;2015;3
BA;2919108;2016;1
BA;2919108;2019;1
BA;2919108;2020;12
BA;2919157;2016;5
BA;2919157;2019;1
BA;2919157;2020;32
BA;2919157;2021;3
BA;2919157;2022;31
BA;2919207;2014;7
BA;2919207;2015;480
BA;2919207;2016;49
BA;2919207;2017;9
BA;2919207;2018;2
BA;2919207;2019;57
BA;2919207;2020;343
BA;2919207;2021;4
BA;2919207;2022;2
BA;2919306;2016;25
BA;2919306;2020;126
BA;2919405;2020;1
BA;2919405;2022;160
BA;2919504;2018;1
BA;2919504;2020;5
BA;2919504;2022;3
BA;2919553;2015;3
BA;2919553;2016;2
BA;2919553;2018;2
BA;2919553;2019;1
BA;2919553;2020;1
BA;2919553;2021;412
BA;2919553;2022;46
BA;2919603;2015;6
BA;2919603;2016;6
BA;2919603;2017;2
BA;2919603;2020;10
BA;2919603;2021;2
BA;2919603;2022;396
BA;2919702;2014;1
BA;2919702;2015;1
BA;2919702;2016;14
BA;2919702;2017;1
BA;2919702;2021;174
BA;2919702;2022;1051
BA;2919801;2014;1
BA;2919801;2016;2
BA;2919801;2017;6
BA;2919801;2018;2
BA;2919801;2019;5
BA;2919801;2020;64
BA;2919801;2021;1000
BA;2919801;2022;6
BA;2919900;2015;1
BA;2919900;2016;1
BA;2919900;2020;10
BA;2919900;2022;228
BA;2919926;2015;63
BA;2919926;2016;3
BA;2919926;2019;390
BA;2919926;2020;10
BA;2919926;2021;1
BA;2919926;2022;33
BA;2919959;2022;6
BA;2920007;2016;7
BA;2920007;2017;1
BA;2920007;2020;4
BA;2920007;2022;356
BA;2920106;2014;1
BA;2920106;2015;15
BA;2920106;2016;73
BA;2920106;2017;67
BA;2920106;2018;2
BA;2920106;2019;5
BA;2920106;2020;9
BA;2920106;2022;12
BA;2920205;2018;3
BA;2920205;2022;10
BA;2920304;2016;1
BA;2920304;2020;4
BA;2920304;2022;34
BA;2920403;2016;5
BA;2920403;2017;2
BA;2920403;2018;1
BA;2920403;2019;1
BA;2920403;2020;522
BA;2920403;2021;84
BA;2920403;2022;1
BA;2920452;2021;14
BA;2920502;2015;4
BA;2920502;2016;9
BA;2920502;2018;2
BA;2920502;2019;2
BA;2920502;2020;3
BA;2920502;2021;1
BA;2920502;2022;16
BA;2920601;2020;100
BA;2920601;2021;3
BA;2920700;2016;11
BA;2920700;2017;2
BA;2920700;2020;2
BA;2920809;2015;5
BA;2920809;2016;67
BA;2920809;2017;1
BA;2920809;2019;3
BA;2920809;2020;19
BA;2920809;2021;1
BA;2920809;2022;4
BA;2920908;2016;97
BA;2920908;2019;1
BA;2920908;2020;2
BA;2920908;2022;1
BA;2921005;2015;24
BA;2921005;2016;1
BA;2921005;2019;4
BA;2921005;2020;9
BA;2921005;2022;1
BA;2921054;2016;5
BA;2921054;2021;292
BA;2921054;2022;1
BA;2921104;2016;1
BA;2921104;2017;91
BA;2921104;2018;1
BA;2921104;2019;1
BA;2921104;2020;58
BA;2921104;2022;15
BA;2921203;2017;5
BA;2921203;2018;3
BA;2921203;2019;4
BA;2921203;2020;14
BA;2921203;2021;21
BA;2921203;2022;13
BA;2921302;2015;23
BA;2921302;2016;5
BA;2921302;2020;8
BA;2921401;2016;20
BA;2921401;2019;2
BA;2921401;2020;1
BA;2921401;2021;130
BA;2921401;2022;1
BA;2921450;2017;2
BA;2921450;2020;2
BA;2921500;2014;1
BA;2921500;2015;220
BA;2921500;2016;369
BA;2921609;2018;1
BA;2921609;2020;1
BA;2921609;2022;6
BA;2921708;2014;1
BA;2921708;2015;4
BA;2921708;2016;5
BA;2921708;2019;6
BA;2921708;2020;7
BA;2921708;2021;3
BA;2921708;2022;76
BA;2921906;2016;117
BA;2921906;2019;1
BA;2921906;2022;1
BA;2922003;2014;1
BA;2922003;2015;1
BA;2922003;2016;16
BA;2922003;2017;223
BA;2922003;2018;7
BA;2922003;2019;27
BA;2922003;2020;3
BA;2922003;2021;1
BA;2922003;2022;9
BA;2922052;2014;3
BA;2922052;2020;3
BA;2922052;2021;5
BA;2922052;2022;18
BA;2922102;2015;50
BA;2922102;2016;87
BA;2922102;2017;25
BA;2922201;2020;2
BA;2922250;2019;3
BA;2922250;2020;5
BA;2922250;2021;215
BA;2922250;2022;6
BA;2922300;2015;7
BA;2922300;2016;7
BA;2922300;2019;23
BA;2922300;2020;84
BA;2922300;2021;4
BA;2922409;2014;1
BA;2922409;2015;5
BA;2922409;2016;8
BA;2922409;2017;1
BA;2922409;2021;1
BA;2922409;2022;2
BA;2922508;2014;2
BA;2922508;2020;3
BA;2922607;2016;15
BA;2922607;2020;1
BA;2922656;2015;6
BA;2922656;2016;75
BA;2922656;2017;1
BA;2922656;2020;7
BA;2922656;2021;1
BA;2922706;2016;70
BA;2922706;2020;6
BA;2922706;2021;34
BA;2922706;2022;4
BA;2922730;2015;29
BA;2922730;2017;10
BA;2922730;2020;160
BA;2922730;2021;3
BA;2922730;2022;3
BA;2922755;2022;1
BA;2922805;2015;3
BA;2922805;2016;10
BA;2922805;2020;16
BA;2922805;2021;2
BA;2922854;2016;22
BA;2922854;2019;2
BA;2922854;2020;74
BA;2922904;2015;355
BA;2922904;2016;8
BA;2922904;2020;19
BA;2923001;2016;77
BA;2923001;2017;180
BA;2923001;2018;2
BA;2923001;2019;108
BA;2923001;2020;65
BA;2923001;2021;1
BA;2923001;2022;15
BA;2923035;2016;15
BA;2923035;2017;1
BA;2923035;2019;2
BA;2923035;2021;1
BA;2923035;2022;1
BA;2923050;2015;3
BA;2923050;2016;18
BA;2923050;2021;60
BA;2923050;2022;18
BA;2923100;2015;68
BA;2923100;2016;5
BA;2923100;2019;47
BA;2923100;2020;216
BA;2923209;2016;4
BA;2923209;2017;2
BA;2923209;2018;3
BA;2923209;2020;31
BA;2923209;2022;26
BA;2923308;2020;110
BA;2923308;2021;2
BA;2923308;2022;2
BA;2923357;2014;1
BA;2923357;2015;1
BA;2923357;2016;32
BA;2923357;2020;5
BA;2923357;2021;172
BA;2923357;2022;166
BA;2923407;2016;2
BA;2923407;2017;1
BA;2923407;2020;9
BA;2923407;2021;6
BA;2923506;2016;1
BA;2923605;2018;3
BA;2923605;2019;2
BA;2923605;2020;14
BA;2923605;2021;6
BA;2923605;2022;15
BA;2923704;2016;14
BA;2923704;2018;3
BA;2923704;2019;4
BA;2923704;2020;139
BA;2923704;2021;24
BA;2923704;2022;6
BA;2923803;2015;11
BA;2923803;2016;33
BA;2923803;2018;3
BA;2923803;2019;2
BA;2923803;2020;10
BA;2923803;2022;220
BA;2923902;2015;1
BA;2923902;2016;36
BA;2923902;2017;1
BA;2923902;2021;1
BA;2923902;2022;1
BA;2924009;2014;1
BA;2924009;2015;34
BA;2924009;2016;581
BA;2924009;2017;1
BA;2924009;2018;1
BA;2924009;2020;776
BA;2924009;2021;22
BA;2924009;2022;202
BA;2924058;2014;3
BA;2924058;2015;46
BA;2924058;2016;2
BA;2924058;2018;2
BA;2924058;2020;11
BA;2924058;2021;2
BA;2924058;2022;1
BA;2924108;2019;72
BA;2924108;2020;35
BA;2924108;2022;30
BA;2924207;2019;8
BA;2924207;2020;1
BA;2924405;2015;4
BA;2924405;2016;5
BA;2924405;2018;4
BA;2924504;2021;18
BA;2924504;2022;4
BA;2924603;2016;122
BA;2924603;2017;3
BA;2924603;2022;29
BA;2924652;2015;136
BA;2924652;2016;3
BA;2924652;2017;2
BA;2924652;2022;1
BA;2924678;2021;2
BA;2924702;2014;1
BA;2924702;2015;2
BA;2924702;2016;9
BA;2924702;2018;1
BA;2924702;2020;9
BA;2924702;2022;724
BA;2924801;2015;4
BA;2924801;2016;86
BA;2924801;2017;26
BA;2924801;2020;2
BA;2924900;2015;1
BA;2924900;2016;1
BA;2925006;2016;1
BA;2925006;2021;1
BA;2925006;2022;24
BA;2925105;2014;1
BA;2925105;2015;1
BA;2925105;2016;5
BA;2925105;2020;3
BA;2925105;2021;3
BA;2925105;2022;1
BA;2925204;2015;1
BA;2925204;2016;2
BA;2925204;2018;2
BA;2925204;2019;9
BA;2925204;2020;319
BA;2925204;2021;150
BA;2925204;2022;58
BA;2925253;2015;4
BA;2925253;2016;145
BA;2925253;2020;2
BA;2925303;2015;53
BA;2925303;2016;128
BA;2925303;2017;43
BA;2925303;2018;9
BA;2925303;2019;17
BA;2925303;2020;12
BA;2925303;2021;4
BA;2925303;2022;29
BA;2925402;2022;79
BA;2925501;2016;5
BA;2925501;2017;18
BA;2925501;2018;7
BA;2925501;2019;6
BA;2925501;2020;162
BA;2925501;2021;15
BA;2925501;2022;309
BA;2925600;2014;1
BA;2925600;2015;1
BA;2925600;2016;11
BA;2925600;2020;637
BA;2925600;2021;118
BA;2925600;2022;3
BA;2925709;2020;1
BA;2925709;2022;5
BA;2925758;2014;1
BA;2925758;2015;12
BA;2925758;2016;6
BA;2925758;2017;1
BA;2925758;2019;1
BA;2925758;2020;2
BA;2925808;2015;49
BA;2925808;2016;40
BA;2925808;2017;1
BA;2925808;2019;1
BA;2925907;2015;5
BA;2925907;2016;381
BA;2925907;2017;1
BA;2925907;2019;1
BA;2925907;2020;19
BA;2925907;2021;1
BA;2925907;2022;1
BA;2925931;2016;4
BA;2925931;2017;1
BA;2925931;2019;1
BA;2925931;2020;37
BA;2925931;2022;1
BA;2925956;2015;160
BA;2925956;2016;6
BA;2925956;2019;4
BA;2925956;2020;18
BA;2926004;2015;5
BA;2926004;2016;10
BA;2926004;2017;1
BA;2926004;2018;1
BA;2926004;2020;1
BA;2926004;2021;1
BA;2926004;2022;52
BA;2926103;2015;368
BA;2926103;2016;147
BA;2926103;2020;2
BA;2926103;2021;1
BA;2926202;2020;24
BA;2926202;2021;411
BA;2926301;2014;49
BA;2926301;2015;93
BA;2926301;2016;29
BA;2926301;2017;23
BA;2926301;2018;5
BA;2926301;2019;147
BA;2926301;2020;266
BA;2926301;2021;5
BA;2926301;2022;8
BA;2926400;2018;1
BA;2926400;2020;1
BA;2926400;2021;1
BA;2926400;2022;3
BA;2926509;2015;70
BA;2926509;2016;232
BA;2926509;2019;1
BA;2926509;2020;1
BA;2926608;2014;7
BA;2926608;2015;2
BA;2926608;2017;43
BA;2926608;2018;164
BA;2926608;2019;26
BA;2926608;2020;978
BA;2926608;2021;11
BA;2926608;2022;9
BA;2926657;2020;1
BA;2926657;2022;8
BA;2926707;2018;1
BA;2926806;2022;22
BA;2926905;2017;1
BA;2926905;2018;1
BA;2926905;2020;229
BA;2926905;2021;381
BA;2926905;2022;4
BA;2927002;2014;5
BA;2927002;2015;125
BA;2927002;2016;100
BA;2927002;2017;3
BA;2927002;2018;3
BA;2927002;2019;188
BA;2927002;2020;152
BA;2927002;2021;22
BA;2927002;2022;9
BA;2927101;2015;1
BA;2927101;2016;27
BA;2927101;2017;1
BA;2927101;2019;2
BA;2927101;2022;16
BA;2927200;2014;2
BA;2927200;2015;309
BA;2927200;2016;344
BA;2927200;2017;2
BA;2927200;2019;3
BA;2927200;2020;53
BA;2927200;2021;501
BA;2927200;2022;350
BA;2927309;2020;207
BA;2927408;2014;104
BA;2927408;2015;1221
BA;2927408;2016;818
BA;2927408;2017;331
BA;2927408;2018;118
BA;2927408;2019;4005
BA;2927408;2020;12300
BA;2927408;2021;462
BA;2927408;2022;452
BA;2927507;2014;3
BA;2927507;2015;133
BA;2927507;2016;1
BA;2927507;2017;6
BA;2927507;2019;14
BA;2927507;2020;73
BA;2927606;2015;26
BA;2927606;2016;436
BA;2927606;2020;3
BA;2927606;2022;1
BA;2927705;2015;2
BA;2927705;2016;25
BA;2927705;2017;127
BA;2927705;2018;23
BA;2927705;2020;19
BA;2927705;2021;2
BA;2927705;2022;26
BA;2927804;2016;31
BA;2927804;2017;1
BA;2927804;2022;208
BA;2927903;2016;126
BA;2927903;2020;2
BA;2928000;2015;560
BA;2928000;2016;1218
BA;2928000;2017;5
BA;2928000;2019;1
BA;2928000;2020;64
BA;2928059;2016;192
BA;2928059;2017;43
BA;2928059;2018;3
BA;2928059;2022;1
BA;2928109;2015;2
BA;2928109;2017;1
BA;2928109;2019;4
BA;2928109;2021;3
BA;2928109;2022;575
BA;2928208;2019;1
BA;2928208;2021;73
BA;2928208;2022;1
BA;2928307;2015;5
BA;2928307;2019;5
BA;2928307;2020;87
BA;2928406;2015;2
BA;2928406;2017;1
BA;2928406;2019;3
BA;2928406;2020;16
BA;2928406;2021;53
BA;2928406;2022;2
BA;2928505;2015;5
BA;2928505;2016;2
BA;2928505;2020;31
BA;2928505;2021;4
BA;2928505;2022;3
BA;2928604;2016;1
BA;2928604;2019;17
BA;2928604;2020;45
BA;2928703;2014;11
BA;2928703;2015;59
BA;2928703;2016;91
BA;2928703;2018;1
BA;2928703;2019;5
BA;2928703;2020;61
BA;2928703;2021;2
BA;2928703;2022;2
BA;2928802;2015;71
BA;2928802;2017;1
BA;2928802;2019;11
BA;2928802;2020;49
BA;2928802;2021;3
BA;2928901;2016;2
BA;2928901;2017;11
BA;2928901;2018;2
BA;2928901;2019;4
BA;2928901;2020;7
BA;2928901;2021;284
BA;2928901;2022;11
BA;2928950;2015;182
BA;2928950;2016;22
BA;2928950;2017;3
BA;2928950;2019;1
BA;2928950;2020;1
BA;2929008;2014;1
BA;2929008;2015;10
BA;2929008;2019;1
BA;2929008;2020;47
BA;2929008;2021;2
BA;2929057;2015;1
BA;2929057;2017;2
BA;2929057;2018;3
BA;2929057;2021;44
BA;2929057;2022;91
BA;2929107;2014;5
BA;2929107;2015;2
BA;2929107;2016;7
BA;2929107;2019;1
BA;2929107;2020;3
BA;2929206;2015;685
BA;2929206;2016;734
BA;2929206;2017;283
BA;2929206;2018;42
BA;2929206;2019;423
BA;2929206;2020;103
BA;2929206;2021;3
BA;2929206;2022;1
BA;2929255;2015;3
BA;2929255;2016;2
BA;2929255;2020;4
BA;2929255;2021;94
BA;2929255;2022;2
BA;2929305;2014;2
BA;2929305;2015;57
BA;2929305;2016;9
BA;2929305;2017;6
BA;2929305;2018;1
BA;2929305;2019;24
BA;2929305;2020;43
BA;2929305;2022;2
BA;2929354;2016;19
BA;2929354;2018;1
BA;2929354;2021;2
BA;2929370;2015;5
BA;2929370;2016;6
BA;2929370;2017;1
BA;2929370;2020;45
BA;2929370;2021;1
BA;2929404;2014;1
BA;2929404;2015;5
BA;2929404;2019;2
BA;2929503;2014;2
BA;2929503;2015;164
BA;2929503;2016;2
BA;2929503;2019;62
BA;2929503;2020;15
BA;2929503;2021;1
BA;2929503;2022;1
BA;2929602;2015;6
BA;2929602;2016;1
BA;2929602;2019;1
BA;2929602;2020;17
BA;2929602;2021;41
BA;2929602;2022;1
BA;2929701;2015;7
BA;2929701;2016;7
BA;2929701;2019;38
BA;2929701;2020;13
BA;2929750;2020;1
BA;2929800;2016;4
BA;2929800;2020;5
BA;2929800;2021;1
BA;2929909;2015;3
BA;2929909;2016;5
BA;2929909;2017;1
BA;2929909;2018;1
BA;2929909;2020;1127
BA;2929909;2021;24
BA;2929909;2022;16
BA;2930006;2015;1
BA;2930006;2016;1
BA;2930006;2017;1
BA;2930006;2019;7
BA;2930006;2020;2
BA;2930006;2021;3
BA;2930006;2022;1
BA;2930105;2015;5
BA;2930105;2016;914
BA;2930105;2017;11
BA;2930105;2019;3
BA;2930105;2020;3
BA;2930105;2021;1
BA;2930105;2022;10
BA;2930154;2021;117
BA;2930154;2022;230
BA;2930204;2015;27
BA;2930204;2016;66
BA;2930204;2018;1
BA;2930204;2022;635
BA;2930303;2018;3
BA;2930303;2019;1
BA;2930303;2020;1
BA;2930303;2021;12
BA;2930303;2022;20
BA;2930402;2015;16
BA;2930402;2020;24
BA;2930501;2014;8
BA;2930501;2015;512
BA;2930501;2016;134
BA;2930501;2017;1
BA;2930501;2019;1
BA;2930501;2020;671
BA;2930501;2021;3
BA;2930501;2022;1
BA;2930600;2016;130
BA;2930600;2018;2
BA;2930600;2019;9
BA;2930600;2020;74
BA;2930600;2021;5
BA;2930600;2022;49
BA;2930709;2014;1
BA;2930709;2015;1069
BA;2930709;2016;299
BA;2930709;2017;135
BA;2930709;2018;2
BA;2930709;2019;52
BA;2930709;2020;856
BA;2930709;2021;43
BA;2930709;2022;2
BA;2930758;2018;1
BA;2930758;2021;1
BA;2930758;2022;28
BA;2930766;2015;7
BA;2930766;2016;135
BA;2930766;2019;1
BA;2930766;2022;12
BA;2930774;2016;12
BA;2930774;2018;1
BA;2930774;2019;3
BA;2930774;2020;4
BA;2930774;2021;1
BA;2930774;2022;124
BA;2930808;2019;1
BA;2931004;2018;1
BA;2931004;2019;1
BA;2931004;2020;4
BA;2931004;2022;3
BA;2931053;2016;4
BA;2931053;2021;1
BA;2931103;2015;61
BA;2931103;2016;2
BA;2931103;2017;6
BA;2931103;2018;1
BA;2931103;2020;116
BA;2931103;2021;12
BA;2931202;2015;9
BA;2931202;2016;1
BA;2931202;2017;1
BA;2931202;2018;1
BA;2931202;2019;4
BA;2931202;2020;65
BA;2931301;2016;167
BA;2931301;2017;421
BA;2931301;2018;4
BA;2931301;2019;2
BA;2931301;2020;2
BA;2931301;2022;1
BA;2931350;2014;1
BA;2931350;2015;1
BA;2931350;2016;101
BA;2931350;2017;2049
BA;2931350;2018;2393
BA;2931350;2019;57
BA;2931350;2020;503
BA;2931350;2021;28
BA;2931350;2022;1940
BA;2931400;2015;1
BA;2931400;2016;1
BA;2931400;2019;1
BA;2931400;2020;1
BA;2931400;2022;1
BA;2931509;2015;2
BA;2931509;2016;7
BA;2931509;2020;63
BA;2931608;2016;3
BA;2931608;2017;1
BA;2931608;2019;2
BA;2931608;2020;1
BA;2931608;2021;1
BA;2931608;2022;1
BA;2931707;2015;1
BA;2931707;2016;1
BA;2931707;2019;89
BA;2931707;2020;34
BA;2931806;2016;7
BA;2931806;2017;2
BA;2931806;2018;1
BA;2931806;2020;4
BA;2931806;2022;4
BA;2931905;2014;1
BA;2931905;2016;67
BA;2931905;2017;5
BA;2931905;2019;8
BA;2931905;2020;224
BA;2931905;2022;16
BA;2932002;2015;9
BA;2932002;2016;206
BA;2932002;2018;1
BA;2932002;2019;3
BA;2932002;2020;19
BA;2932002;2022;124
BA;2932101;2014;2
BA;2932101;2015;1
BA;2932101;2016;6
BA;2932101;2019;15
BA;2932101;2020;18
BA;2932200;2016;30
BA;2932200;2019;1
BA;2932200;2022;1
BA;2932309;2015;1
BA;2932309;2016;56
BA;2932309;2017;1
BA;2932309;2020;2
BA;2932408;2015;8
BA;2932408;2017;1
BA;2932408;2019;3
BA;2932408;2020;1713
BA;2932408;2021;2
BA;2932408;2022;2
BA;2932457;2016;5
BA;2932457;2018;1
BA;2932457;2020;5
BA;2932457;2021;55
BA;2932457;2022;14
BA;2932507;2016;26
BA;2932507;2017;7
BA;2932507;2018;1
BA;2932507;2020;4
BA;2932507;2021;3
BA;2932507;2022;4
BA;2932606;2021;2
BA;2932606;2022;1
BA;2932705;2016;51
BA;2932705;2017;64
BA;2932705;2019;5
BA;2932705;2020;11
BA;2932705;2021;1
BA;2932705;2022;22
BA;2932804;2014;3
BA;2932804;2015;6
BA;2932804;2016;3
BA;2932804;2020;23
BA;2932804;2021;2
BA;2932804;2022;2
BA;2932903;2014;3
BA;2932903;2015;122
BA;2932903;2016;1136
BA;2932903;2018;3
BA;2932903;2019;30
BA;2932903;2020;13
BA;2932903;2021;3
BA;2932903;2022;3
BA;2933000;2015;2250
BA;2933000;2016;34
BA;2933000;2017;10
BA;2933000;2018;5
BA;2933000;2019;1
BA;2933000;2020;132
BA;2933000;2021;5
BA;2933059;2015;39
BA;2933059;2016;3
BA;2933059;2020;63
BA;2933059;2021;4
BA;2933109;2015;35
BA;2933158;2014;2
BA;2933158;2016;1
BA;2933158;2017;3
BA;2933158;2019;3
BA;2933158;2021;242
BA;2933158;2022;1
BA;2933174;2015;4
BA;2933174;2016;8
BA;2933208;2014;3
BA;2933208;2015;178
BA;2933208;2016;33
BA;2933208;2017;2
BA;2933208;2019;7
BA;2933208;2020;47
BA;2933257;2017;1
BA;2933257;2022;5
BA;2933307;2014;1
BA;2933307;2015;2
BA;2933307;2016;44
BA;2933307;2017;21
BA;2933307;2018;14
BA;2933307;2019;32
BA;2933307;2020;112
BA;2933307;2021;53
BA;2933307;2022;364
BA;2933406;2016;13
BA;2933406;2020;9
BA;2933406;2022;2
BA;2933455;2017;4
BA;2933455;2019;1
BA;2933455;2021;1
BA;2933505;2015;1
BA;2933505;2016;3
BA;2933505;2017;1
BA;2933505;2019;1
BA;2933505;2020;6
BA;2933505;2021;1
BA;2933604;2015;2
BA;2933604;2020;4
BA;2933604;2021;55
MG;3100203;2022;1
MG;3100500;2017;1
MG;3100500;2018;73
MG;3100500;2019;3
MG;3100500;2020;2
MG;3100609;2019;1
MG;3100609;2020;2
MG;3100708;2016;1
MG;3100708;2022;1
MG;3100807;2016;1
MG;3100807;2017;1
MG;3100807;2018;2
MG;3100807;2019;1
MG;3100807;2020;1
MG;3100906;2016;1
MG;3100906;2017;15
MG;3100906;2018;1
MG;3100906;2019;3
MG;3101003;2017;4
MG;3101003;2022;4
MG;3101102;2015;2
MG;3101102;2016;6
MG;3101102;2017;106
MG;3101102;2018;6
MG;3101102;2019;5
MG;3101102;2020;36
MG;3101102;2021;112
MG;3101102;2022;4
MG;3101508;2015;2
MG;3101508;2016;5
MG;3101508;2017;1
MG;3101508;2018;4
MG;3101508;2019;18
MG;3101508;2020;5
MG;3101508;2021;3
MG;3101508;2022;5
MG;3101607;2014;1
MG;3101607;2015;4
MG;3101607;2016;2
MG;3101607;2018;2
MG;3101607;2020;1
MG;3101607;2021;1
MG;3101706;2014;1
MG;3101706;2016;2
MG;3101706;2017;55
MG;3101706;2020;1
MG;3101706;2022;445
MG;3101805;2017;19
MG;3101805;2020;168
MG;3101904;2022;1
MG;3102001;2017;1
MG;3102209;2018;2
MG;3102209;2019;2
MG;3102209;2020;1
MG;3102308;2019;1
MG;3102605;2016;1
MG;3102605;2017;1
MG;3102605;2021;1
MG;3102704;2016;2
MG;3102852;2022;1
MG;3103009;2016;4
MG;3103009;2018;21
MG;3103009;2019;7
MG;3103207;2016;3
MG;3103306;2022;2
MG;3103405;2015;25
MG;3103405;2017;2
MG;3103405;2019;2
MG;3103405;2020;10
MG;3103405;2022;921
MG;3103504;2017;22
MG;3103504;2018;12
MG;3103504;2019;113
MG;3103504;2020;7
MG;3103504;2021;4
MG;3103504;2022;10
MG;3103751;2017;1
MG;3103751;2022;2
MG;3103900;2014;1
MG;3103900;2016;72
MG;3103900;2018;1
MG;3103900;2019;2
MG;3103900;2021;1
MG;3104007;2016;3
MG;3104007;2017;1
MG;3104007;2018;1
MG;3104007;2019;1
MG;3104007;2022;4
MG;3104106;2021;1
MG;3104106;2022;1
MG;3104205;2016;1
MG;3104205;2017;2
MG;3104205;2019;1
MG;3104205;2020;1
MG;3104205;2021;34
MG;3104205;2022;1
MG;3104304;2016;1
MG;3104403;2021;2
MG;3104452;2017;1
MG;3104601;2019;3
MG;3104601;2020;4
MG;3104601;2021;4
MG;3104700;2017;2
MG;3104700;2019;3
MG;3104700;2022;1
MG;3104809;2016;3
MG;3104809;2022;1
MG;3104908;2016;1
MG;3104908;2019;2
MG;3104908;2020;1
MG;3104908;2022;18
MG;3105004;2015;1
MG;3105004;2016;1
MG;3105103;2016;1
MG;3105202;2022;18
MG;3105400;2016;3
MG;3105400;2017;4
MG;3105608;2016;12
MG;3105608;2017;2
MG;3105608;2018;1
MG;3105608;2019;5
MG;3105608;2020;1
MG;3105608;2022;1
MG;3105905;2016;2
MG;3105905;2019;7
MG;3105905;2020;1
MG;3106002;2018;1
MG;3106200;2014;43
MG;3106200;2015;4
MG;3106200;2016;69
MG;3106200;2017;123
MG;3106200;2018;57
MG;3106200;2019;139
MG;3106200;2020;71
MG;3106200;2021;77
MG;3106200;2022;151
MG;3106309;2017;1
MG;3106309;2018;273
MG;3106309;2019;9
MG;3106309;2020;13
MG;3106309;2021;2
MG;3106408;2017;1
MG;3106408;2021;1
MG;3106507;2020;2
MG;3106507;2021;1
MG;3106606;2019;1
MG;3106705;2016;4
MG;3106705;2017;10
MG;3106705;2018;4
MG;3106705;2019;4
MG;3106705;2020;3
MG;3106705;2021;1
MG;3106705;2022;15
MG;3106903;2017;2
MG;3106903;2022;2
MG;3107109;2016;3
MG;3107109;2019;1
MG;3107307;2018;5
MG;3107307;2019;6
MG;3107307;2020;2
MG;3107307;2022;24
MG;3107406;2014;1
MG;3107406;2015;4
MG;3107406;2016;2
MG;3107406;2018;2
MG;3107406;2019;2
MG;3107406;2020;5
MG;3107406;2021;19
MG;3107406;2022;17
MG;3107505;2020;1
MG;3107604;2017;1
MG;3107604;2020;1
MG;3108008;2015;1
MG;3108008;2017;1
MG;3108008;2019;1
MG;3108206;2016;1
MG;3108206;2019;1
MG;3108255;2022;44
MG;3108404;2020;1
MG;3108503;2016;6
MG;3108503;2019;2
MG;3108503;2022;4
MG;3108602;2016;8
MG;3108602;2019;4
MG;3108701;2019;1
MG;3108800;2017;1
MG;3108800;2018;1
MG;3108800;2019;1
MG;3109006;2016;5
MG;3109006;2017;1
MG;3109006;2019;6
MG;3109006;2021;1
MG;3109006;2022;1
MG;3109204;2016;3
MG;3109204;2018;1
MG;3109204;2019;1
MG;3109303;2016;1
MG;3109303;2021;3
MG;3109303;2022;2
MG;3109402;2017;1
MG;3109402;2019;1
MG;3109402;2020;1
MG;3109402;2022;28
MG;3109501;2019;2
MG;3109600;2014;1
MG;3109600;2016;1
MG;3109600;2021;1
MG;3109907;2016;2
MG;3109907;2017;17
MG;3109907;2018;2
MG;3109907;2019;1
MG;3109907;2020;1
MG;3109907;2022;4
MG;3110004;2019;1
MG;3110004;2022;1
MG;3110509;2018;1
MG;3110509;2019;1
MG;3110608;2019;2
MG;3110707;2017;1
MG;3110707;2021;1
MG;3110707;2022;1
MG;3110806;2018;1
MG;3110905;2019;1
MG;3110905;2020;1
MG;3111002;2021;1
MG;3111101;2018;2
MG;3111101;2019;1
MG;3111101;2022;1
MG;3111200;2014;1
MG;3111200;2016;2
MG;3111200;2018;2
MG;3111200;2019;5
MG;3111200;2020;2
MG;3111309;2017;1
MG;3111309;2018;2
MG;3111309;2019;2
MG;3111408;2016;4
MG;3111507;2019;1
MG;3111606;2020;1
MG;3111606;2022;2
MG;3111804;2019;1
MG;3111903;2020;1
MG;3112000;2017;1
MG;3112000;2018;2
MG;3112000;2019;2
MG;3112059;2019;1
MG;3112307;2016;1
MG;3112307;2018;1
MG;3112307;2019;4
MG;3112307;2021;1
MG;3112307;2022;9
MG;3112406;2022;1
MG;3112505;2019;2
MG;3112604;2019;1
MG;3112604;2020;2
MG;3112604;2022;1
MG;3112653;2017;2
MG;3112653;2021;2
MG;3112703;2022;672
MG;3112802;2017;2
MG;3112802;2019;3
MG;3112802;2022;1
MG;3113008;2017;1
MG;3113008;2021;1
MG;3113008;2022;1
MG;3113206;2016;1
MG;3113206;2022;1
MG;3113305;2019;1
MG;3113404;2017;12
MG;3113404;2018;15
MG;3113404;2019;14
MG;3113404;2020;12
